DIST COUNTY AREA TOTAL DEM REP CPF REF LPF OverVotes GRE UnderVotes WriteinVotes
NA "Indian River" 22 0 828 1605 5 3 42 5 15 18 0
NA "Indian River" 23 0 742 927 1 3 58 7 20 12 0
NA "Indian River" 24 0 245 280 0 0 18 1 6 4 0
NA "Indian River" 25 0 412 797 1 0 23 2 7 10 0
NA "Indian River" 26 0 677 703 0 1 40 4 12 15 0
NA "Indian River" 27 0 1092 1992 6 2 73 11 12 33 0
NA "Indian River" 28 0 1650 2471 9 1 96 11 25 33 0
NA "Indian River" 29 0 1919 2763 13 7 91 13 24 27 0
NA "Indian River" 3 0 199 638 7 0 10 1 5 6 0
NA "Indian River" 30 0 842 1604 4 1 75 3 17 15 0
NA "Indian River" 31 0 797 1727 6 1 56 2 10 25 0
NA "Indian River" 32 0 1467 3030 4 8 107 6 17 38 0
NA "Indian River" 33 0 648 1353 5 4 30 7 8 21 0
NA "Indian River" 34 0 819 1566 12 1 42 7 12 27 0
NA "Indian River" 35 0 864 1459 1 1 48 7 14 27 0
NA "Indian River" 36 0 439 911 1 0 26 2 7 12 0
NA "Indian River" 37 0 46 90 1 0 3 1 1 2 0
NA "Indian River" 4 0 2 17 0 0 1 0 0 0 0
NA "Indian River" 5 0 1083 1977 5 0 85 4 24 16 0
NA "Indian River" 6 0 399 755 4 0 19 4 11 10 0
NA "Indian River" 7 0 450 987 1 1 32 6 10 16 0
NA "Indian River" 8 0 1140 1984 3 3 78 8 21 19 1
NA "Indian River" 9 0 1581 2801 9 4 117 5 21 40 0
NA Jackson 1 0 461 836 2 1 15 3 1 2 5
NA Jackson 10 0 601 748 3 1 15 4 6 5 5
NA Jackson 11 0 421 1315 3 0 19 2 7 7 11
NA Jackson 12 0 485 967 2 1 14 1 4 7 10
NA Jackson 13 0 384 330 0 3 13 4 1 1 1
NA Jackson 14 0 364 1529 5 1 24 5 5 4 19
NA Jackson 2 0 616 253 1 0 3 5 1 7 5
NA Jackson 3 0 738 1841 6 2 45 1 14 13 18
NA Jackson 4 0 430 1971 11 2 33 5 5 14 11
NA Jackson 5 0 111 392 0 0 5 0 1 1 4
NA Jackson 6 0 1016 893 3 1 30 6 9 11 11
NA Jackson 7 0 426 1674 3 3 35 3 3 9 11
NA Jackson 8 0 95 624 0 0 5 0 1 2 7
NA Jackson 9 0 249 884 3 2 10 2 2 4 2
NA Jefferson 1 0 190 281 NA 1 9 1 4 2 6
NA Jefferson 10 0 300 278 2 1 11 2 2 9 1
NA Jefferson 11 0 280 412 3 NA 5 NA 6 6 4
NA Jefferson 12 0 243 356 NA NA 4 NA 3 2 3
NA Jefferson 13 0 35 103 NA NA 2 NA 1 1 1
NA Jefferson 14 0 104 35 NA NA 1 NA 1 NA NA
NA Jefferson 15 0 114 231 NA NA 3 NA 2 2 5
NA Jefferson 16 0 56 56 2 NA 1 NA 3 NA NA
NA Jefferson 2 0 104 174 6 NA 7 NA 1 1 3
NA Jefferson 3 0 108 111 NA NA 4 NA 1 NA NA
NA Jefferson 4 0 228 410 NA NA 11 1 4 4 3
NA Jefferson 5 0 529 219 NA 1 14 1 2 7 1
NA Jefferson 6 0 302 230 NA 1 5 NA 4 3 1
NA Jefferson 7 0 337 313 2 NA 10 NA NA 3 1
NA Jefferson 8 0 382 370 2 NA 10 NA 4 11 7
NA Jefferson 9 0 229 351 NA 1 13 NA 4 8 8
NA Lafayette 1 0 71 594 4 0 11 2 3 4 5
NA Lafayette 2 0 80 445 0 0 10 0 0 3 2
NA Lafayette 3 0 85 723 1 1 6 1 1 5 7
NA Lafayette 4 0 103 764 1 0 12 0 3 8 3
NA Lafayette 5 0 179 283 0 1 8 2 3 3 2
NA Lake 1 0 235 678 0 0 18 7 5 14 0
NA Lake 10 0 305 685 4 2 36 0 8 17 0
NA Lake 100 0 847 2090 8 4 102 0 11 49 0
NA Lake 101 0 401 734 0 1 14 3 4 17 0
NA Lake 102 0 452 601 0 0 12 7 0 21 0
NA Lake 103 0 495 852 0 1 16 1 6 19 0
NA Lake 104 0 322 427 0 2 12 1 1 15 0
NA Lake 105 0 366 847 2 0 35 2 9 9 0
NA Lake 106 0 390 532 2 2 8 0 5 9 0
NA Lake 107 0 137 345 1 0 11 0 0 7 0
NA Lake 108 0 5 9 0 0 0 0 0 0 0
NA Lake 11 0 674 1005 5 2 37 3 9 22 0
NA Lake 12 0 806 1639 4 0 43 3 12 37 0
NA Lake 13 0 329 746 1 0 22 0 7 13 0
NA Lake 14 0 994 1077 5 3 39 16 10 16 0
NA Lake 15 0 1122 874 4 4 66 11 18 30 0
NA Lake 16 0 588 1419 5 2 51 2 14 25 0
NA Lake 17 0 334 965 2 0 33 2 3 14 0
NA Lake 18 0 342 993 0 1 25 6 7 12 0
NA Lake 19 0 406 811 2 2 42 4 4 19 0
NA Lake 2 0 84 347 0 0 11 0 4 6 0
NA Lake 20 0 345 487 2 0 28 1 13 20 0
NA Lake 21 0 358 1103 3 0 32 2 7 20 0
NA Lake 22 0 2476 3146 18 9 193 14 52 77 0
NA Lake 23 0 1666 2158 9 10 117 7 23 49 0
NA Lake 24 0 240 761 0 0 21 3 4 15 0
NA Lake 25 0 1015 2344 8 4 76 1 19 37 0
NA Lake 26 0 638 728 3 0 51 6 13 22 0
NA Lake 27 0 603 133 2 1 7 5 4 7 0
NA Lake 28 0 278 234 1 0 12 4 3 7 0
NA Lake 29 0 359 598 5 0 15 2 3 9 0
NA Lake 3 0 235 781 1 3 17 7 6 20 0
NA Lake 30 0 563 1324 7 1 50 3 6 30 0
NA Lake 31 0 593 788 2 4 43 5 7 21 0
NA Lake 32 0 965 2150 5 2 70 7 13 53 0
NA Lake 33 0 246 640 1 1 24 1 7 18 0
NA Lake 34 0 148 354 1 1 12 5 1 3 0
NA Lake 35 0 844 1219 0 2 48 11 20 32 0
NA Lake 36 0 435 722 5 0 39 2 17 22 0
NA Lake 37 0 403 769 2 2 25 3 6 15 0
NA Lake 38 0 730 1435 4 1 66 4 18 46 0
NA Lake 39 0 549 1049 0 0 39 3 15 27 0
NA Lake 4 0 377 1227 4 3 32 1 9 18 0
NA Lake 40 0 305 450 2 0 11 1 5 17 0
NA Lake 41 0 105 285 0 2 12 1 3 8 0
NA Lake 42 0 726 1138 6 4 46 4 11 28 0
NA Lake 43 0 1260 1435 9 2 79 7 13 46 0
NA Lake 44 0 606 627 4 2 35 5 9 30 0
NA Lake 45 0 588 877 1 1 38 2 9 19 0
NA Lake 46 0 325 538 2 1 16 2 6 16 0
NA Lake 47 0 877 1610 5 1 73 5 14 35 0
NA Lake 48 0 902 1206 2 1 53 6 19 28 0
NA Lake 49 0 532 1321 5 1 59 4 11 25 0
NA Lake 5 0 413 1044 0 2 54 1 10 31 0
NA Lake 50 0 371 272 0 0 16 2 5 5 0
NA Lake 51 0 135 287 1 0 9 2 1 5 0
NA Lake 52 0 869 862 1 3 37 3 12 21 0
NA Lake 53 0 111 302 3 0 8 1 2 6 0
NA Lake 54 0 197 581 3 1 18 0 4 12 0
NA Lake 55 0 243 363 2 1 18 4 6 8 0
NA Lake 56 0 204 319 1 1 15 1 2 4 0
NA Lake 57 0 528 109 1 1 7 6 3 14 0
NA Lake 58 0 323 443 2 1 42 3 8 17 0
NA Lake 59 0 598 1334 5 2 40 0 7 25 0
NA Lake 6 0 950 979 3 0 54 7 26 21 0
NA Lake 60 0 213 381 1 1 11 5 1 6 0
NA Lake 61 0 785 1723 0 3 18 10 6 32 0
NA Lake 62 0 385 1073 4 1 27 3 10 17 0
NA Lake 63 0 297 535 0 0 14 4 2 7 0
NA Lake 64 0 238 36 0 0 0 1 0 3 0
NA Lake 65 0 758 1494 6 1 30 7 10 33 0
NA Lake 66 0 470 542 0 0 22 1 17 21 0
NA Lake 67 0 728 1821 7 1 66 9 4 33 0
NA Lake 68 0 654 712 3 0 41 4 13 20 0
NA Lake 69 0 145 383 1 0 9 0 4 10 0
NA Lake 7 0 523 1642 3 0 54 0 9 24 0
NA Lake 70 0 252 466 2 1 10 2 1 10 0
NA Lake 71 0 192 783 1 1 24 4 3 8 0
NA Lake 72 0 330 675 1 0 17 5 6 16 0
NA Lake 73 0 352 886 0 2 18 3 3 24 0
NA Lake 74 0 390 807 1 2 13 1 2 22 0
NA Lake 75 0 467 960 4 0 24 1 9 18 0
NA Lake 76 0 123 178 1 0 7 1 0 12 0
NA Lake 77 0 106 187 2 1 13 1 0 5 0
NA Lake 78 0 965 1762 5 1 33 6 5 34 0
NA Lake 79 0 1857 2133 15 4 120 9 18 63 0
NA Lake 8 0 751 1649 2 0 50 11 14 23 0
NA Lake 80 0 665 1241 1 2 71 5 16 28 0
NA Lake 81 0 785 936 2 2 51 4 13 16 0
NA Lake 82 0 1976 1185 4 7 93 14 30 36 0
NA Lake 83 0 725 1374 0 2 20 2 4 28 0
NA Lake 84 0 2311 1501 5 3 103 19 37 59 0
NA Lake 85 0 340 689 3 2 7 1 2 10 0
NA Lake 86 0 341 734 4 0 16 0 2 23 0
NA Lake 87 0 1549 1903 6 1 100 5 18 57 0
NA Lake 88 0 937 1815 6 3 86 3 13 46 0
NA Lake 89 0 1755 1795 17 3 71 5 20 46 0
NA Lake 9 0 204 735 1 0 29 1 5 13 0
NA Lake 90 0 307 448 0 2 19 2 8 15 0
NA Lake 91 0 256 847 5 0 15 0 7 7 0
NA Lake 92 0 368 1135 4 1 31 3 4 21 0
NA Lake 93 0 796 1670 5 2 62 3 19 46 0
NA Lake 94 0 469 1527 2 3 47 2 11 23 0
NA Lake 95 0 648 727 3 1 37 4 13 16 0
NA Lake 96 0 351 716 0 1 13 3 3 20 0
NA Lake 97 0 1711 1268 9 3 75 5 23 28 0
NA Lake 98 0 137 189 0 0 8 0 0 9 0
NA Lake 99 0 358 717 0 0 20 4 1 16 0
NA Lee 1 0 369 1399 3 0 31 3 12 19 0
NA Lee 10 0 866 1279 0 0 67 2 10 19 0
NA Lee 100 0 921 1547 5 0 53 7 11 25 0
NA Lee 101 0 741 1810 0 1 57 2 8 31 0
NA Lee 102 0 935 2307 3 1 55 4 10 22 0
NA Lee 103 0 1273 1952 6 2 90 3 26 20 0
NA Lee 104 0 1085 1805 4 7 54 7 33 18 0
NA Lee 105 0 1084 1696 5 8 69 4 30 19 0
NA Lee 106 0 1102 1594 4 3 52 5 16 25 0
NA Lee 107 0 1133 2422 4 2 71 7 23 26 0
NA Lee 108 0 1344 1685 3 5 69 11 22 19 0
NA Lee 109 0 1161 1598 3 3 69 6 30 25 0
NA Lee 11 0 1044 1469 4 0 57 6 11 26 0
NA Lee 110 0 1011 1246 4 7 50 4 20 21 0
NA Lee 111 0 710 1094 5 8 48 3 20 12 0
NA Lee 112 0 1202 2196 11 6 67 4 31 18 0
NA Lee 113 0 1099 1478 4 2 56 3 19 7 0
NA Lee 114 0 1150 1503 1 3 77 13 26 18 0
NA Lee 115 0 1217 2080 8 2 68 9 34 16 0
NA Lee 116 0 1049 1711 9 0 72 3 28 14 0
NA Lee 117 0 783 926 1 3 40 0 8 23 0
NA Lee 118 0 1056 1784 8 1 78 2 19 24 0
NA Lee 119 0 670 1716 2 2 34 2 8 21 0
NA Lee 12 0 774 1426 2 1 57 8 11 21 0
NA Lee 120 0 1047 1475 7 3 83 5 32 17 0
NA Lee 121 0 887 1756 2 1 85 2 14 20 0
NA Lee 122 0 1066 1913 4 1 67 8 9 19 0
NA Lee 123 0 920 1810 3 1 53 4 8 26 0
NA Lee 124 0 1161 2021 1 1 66 7 17 37 0
NA Lee 125 0 848 2159 1 1 49 3 2 53 0
NA Lee 126 0 695 813 0 1 43 0 5 25 0
NA Lee 127 0 301 567 0 0 21 0 9 6 0
NA Lee 13 0 1176 1756 5 3 65 14 28 21 0
NA Lee 14 0 436 633 3 3 23 2 12 9 0
NA Lee 15 0 785 1531 1 2 51 6 12 13 0
NA Lee 16 0 693 700 1 2 24 4 7 10 0
NA Lee 17 0 90 151 0 0 6 1 2 5 0
NA Lee 18 0 284 559 0 0 24 1 4 21 0
NA Lee 19 0 83 277 1 0 3 1 1 6 0
NA Lee 2 0 908 1729 12 4 59 10 32 28 0
NA Lee 20 0 1237 1440 4 0 61 6 22 25 0
NA Lee 21 0 617 1198 3 0 48 2 18 24 0
NA Lee 22 0 743 1581 1 0 40 7 4 29 0
NA Lee 23 0 721 1259 4 1 28 9 12 20 0
NA Lee 24 0 676 1418 2 3 36 4 7 15 0
NA Lee 25 0 1039 1870 3 3 54 0 7 22 0
NA Lee 26 0 973 1419 5 3 50 4 18 13 0
NA Lee 27 0 579 1512 3 0 40 3 8 16 0
NA Lee 28 0 1041 1765 4 2 72 3 17 13 0
NA Lee 29 0 1062 1779 7 2 63 6 16 20 0
NA Lee 3 0 1435 988 8 2 44 9 16 19 0
NA Lee 30 0 629 1108 4 0 39 9 6 20 0
NA Lee 31 0 1019 1230 9 2 85 4 16 22 0
NA Lee 32 0 2238 774 6 4 46 21 20 14 0
NA Lee 33 0 721 1186 5 1 40 1 14 12 0
NA Lee 34 0 1019 1581 6 4 71 9 29 22 0
NA Lee 35 0 932 1769 6 2 47 4 22 29 0
NA Lee 36 0 2179 4091 11 0 109 12 14 61 0
NA Lee 37 0 665 1187 2 2 39 6 16 23 0
NA Lee 38 0 958 1676 10 3 52 11 24 12 0
NA Lee 39 0 870 1812 11 1 62 13 17 14 0
NA Lee 4 0 1464 1020 4 2 49 20 18 12 0
NA Lee 40 0 853 1554 3 1 32 3 6 26 0
NA Lee 41 0 674 1196 4 1 34 3 9 23 0
NA Lee 42 0 1483 975 8 2 50 5 15 20 0
NA Lee 43 0 672 2002 1 2 36 0 5 43 0
NA Lee 44 0 1185 2210 2 0 60 3 11 35 0
NA Lee 45 0 567 1414 5 1 36 6 8 10 0
NA Lee 46 0 1570 1569 8 2 105 7 36 25 1
NA Lee 47 0 1654 1481 10 2 89 12 36 24 0
NA Lee 48 0 1352 1455 8 1 93 5 30 27 1
NA Lee 49 0 778 1589 3 1 63 3 20 25 0
NA Lee 5 0 790 1999 5 3 60 6 16 21 0
NA Lee 50 0 1327 1318 6 3 50 6 21 18 0
NA Lee 51 0 1845 1056 4 6 65 11 29 14 0
NA Lee 52 0 1370 1127 9 7 57 23 10 12 0
NA Lee 53 0 1367 1325 7 6 58 9 30 12 0
NA Lee 54 0 224 868 2 3 23 0 9 6 0
NA Lee 55 0 1153 2121 4 2 59 7 16 25 0
NA Lee 56 0 1107 1447 5 1 97 5 19 12 0
NA Lee 57 0 857 2286 1 1 67 4 19 21 0
NA Lee 58 0 1161 1052 13 3 51 8 17 19 0
NA Lee 59 0 1299 1168 4 7 59 7 26 26 0
NA Lee 6 0 723 614 5 6 22 7 15 8 0
NA Lee 60 0 695 1449 2 1 57 1 4 30 0
NA Lee 61 0 1173 1463 3 3 65 15 21 17 0
NA Lee 62 0 1026 1470 7 5 99 1 34 20 0
NA Lee 63 0 805 1480 8 4 49 7 22 19 0
NA Lee 64 0 1101 2306 8 2 72 7 29 23 0
NA Lee 65 0 1077 2047 2 1 49 10 9 20 0
NA Lee 66 0 476 814 1 0 37 0 10 11 0
NA Lee 67 0 554 2163 12 0 60 8 17 21 0
NA Lee 68 0 810 1662 7 5 58 9 18 19 0
NA Lee 69 0 1016 2371 4 1 56 0 9 22 0
NA Lee 7 0 1971 403 6 5 27 24 20 18 0
NA Lee 70 0 1156 1807 2 1 65 3 14 33 0
NA Lee 71 0 880 1334 3 1 59 5 13 15 0
NA Lee 72 0 880 1579 7 4 57 2 16 18 0
NA Lee 73 0 1185 1601 3 5 76 3 28 25 0
NA Lee 74 0 1002 1787 4 1 65 6 18 30 0
NA Lee 75 0 1233 2281 7 0 78 0 16 19 0
NA Lee 76 0 692 1040 1 1 48 4 13 9 0
NA Lee 77 0 1164 1440 7 3 44 8 20 18 1
NA Lee 78 0 1466 1530 7 7 65 6 27 23 0
NA Lee 79 0 1266 1765 6 2 65 5 20 28 0
NA Lee 8 0 1889 728 2 8 44 9 17 8 0
NA Lee 80 0 643 1197 0 0 31 6 10 20 0
NA Lee 81 0 602 1317 3 0 40 0 7 34 0
NA Lee 82 0 444 661 0 2 21 3 10 14 0
NA Lee 83 0 757 1316 4 2 42 6 5 26 0
NA Lee 84 0 1043 1561 6 0 58 5 26 33 0
NA Lee 85 0 795 1328 0 1 43 3 6 11 0
NA Lee 86 0 1091 2115 7 1 69 6 14 29 0
NA Lee 87 0 736 1351 1 2 42 5 14 15 0
NA Lee 88 0 687 1506 4 0 44 3 16 14 0
NA Lee 89 0 857 1039 2 7 44 4 20 9 0
NA Lee 9 0 1484 1240 9 3 75 8 20 14 0
NA Lee 90 0 995 1610 6 2 78 3 16 17 0
NA Lee 91 0 1017 1562 4 2 63 7 17 15 0
NA Lee 92 0 1283 1752 4 4 77 6 24 21 0
NA Lee 93 0 822 1965 5 0 51 4 13 15 0
NA Lee 94 0 888 1844 2 1 38 3 13 13 0
NA Lee 95 0 1189 1749 4 7 56 6 26 15 0
NA Lee 96 0 977 1676 6 0 46 8 16 23 0
NA Lee 97 0 1068 1882 1 6 63 10 14 21 0
NA Lee 98 0 899 1700 4 3 46 5 19 19 0
NA Lee 99 0 1127 1598 2 1 56 2 22 19 0
NA Leon 1203 0 1437 340 0 3 45 0 27 9 22
NA Leon 1205 0 459 78 3 2 10 0 12 2 8
NA Leon 1230 0 271 125 1 2 14 0 10 4 9
NA Leon 1251 0 53 4 0 0 0 0 0 0 0
NA Leon 1255 0 374 170 1 0 14 1 4 3 6
NA Leon 1257 0 143 336 0 0 20 0 3 3 2
NA Leon 1258 0 3 0 0 0 0 0 0 0 0
NA Leon 1259 0 32 41 0 0 1 0 0 0 0
NA Leon 1301 0 478 41 2 1 11 2 9 2 3
NA Leon 1302 0 525 385 0 0 51 0 6 9 11
NA Leon 1303 0 306 126 1 0 24 0 6 3 5
NA Leon 1309 0 1753 33 3 4 14 1 19 4 15
NA Leon 1311 0 311 3 0 0 3 0 2 2 3
NA Leon 1313 0 1621 81 2 1 24 2 14 5 10
NA Leon 1314 0 70 96 0 0 8 0 1 0 3
NA Leon 1315 0 173 6 1 0 5 0 1 1 2
NA Leon 1317 0 958 20 0 0 3 3 6 2 7
NA Leon 1319 0 1039 30 2 1 10 4 16 3 3
NA Leon 1321 0 2507 175 3 4 20 3 20 11 26
NA Leon 1327 0 512 34 0 0 4 0 2 0 2
NA Leon 1351 0 76 28 0 0 1 0 0 0 1
NA Leon 1353 0 132 36 0 0 1 0 1 1 1
NA Leon 1355 0 1083 163 1 1 16 3 14 4 5
NA Leon 1359 0 101 19 0 0 0 0 0 1 0
NA Leon 1361 0 648 167 1 0 8 0 3 1 3
NA Leon 1362 0 40 13 0 0 0 0 1 0 0
NA Leon 1501 0 546 79 0 0 11 0 10 2 5
NA Leon 1502 0 419 120 5 0 23 0 9 3 7
NA Leon 1503 0 1128 208 2 0 39 0 22 6 16
NA Leon 1505 0 1227 213 2 4 39 2 18 2 11
NA Leon 1507 0 1698 994 0 1 109 0 28 8 30
NA Leon 2251 0 214 161 0 0 7 1 1 1 2
NA Leon 2252 0 462 550 4 2 21 0 6 8 10
NA Leon 2253 0 229 257 4 0 5 0 4 1 5
NA Leon 2303 0 257 8 0 0 3 0 1 1 3
NA Leon 2305 0 3324 799 6 6 148 2 53 17 58
NA Leon 2307 0 1 7 0 0 1 0 0 0 0
NA Leon 2355 0 57 59 1 0 3 0 0 0 2
NA Leon 2358 0 187 110 0 0 6 0 5 1 2
NA Leon 2359 0 236 115 0 0 10 0 3 1 7
NA Leon 2363 0 245 213 3 0 13 0 7 2 4
NA Leon 2365 0 783 1716 3 4 68 2 17 27 15
NA Leon 2366 0 98 166 0 1 9 0 1 2 0
NA Leon 2380 0 84 14 0 0 3 0 0 2 1
NA Leon 2401 0 250 85 0 0 6 0 2 1 5
NA Leon 2451 0 271 373 6 0 15 0 7 2 5
NA Leon 2502 0 510 240 3 0 49 0 14 5 14
NA Leon 2503 0 659 277 0 1 40 0 14 4 8
NA Leon 2504 0 398 101 2 0 28 0 9 3 6
NA Leon 2506 0 1053 423 0 2 96 0 25 7 17
NA Leon 2507 0 1941 383 7 2 107 0 38 11 34
NA Leon 2509 0 767 232 4 1 63 0 20 5 19
NA Leon 2511 0 2096 497 1 0 88 2 45 12 29
NA Leon 2513 0 767 221 0 1 38 0 11 10 8
NA Leon 3101 0 847 555 0 0 45 0 9 15 17
NA Leon 3103 0 752 533 2 1 34 0 9 19 13
NA Leon 3104 0 290 126 3 1 15 0 3 3 6
NA Leon 3107 0 584 295 9 0 24 2 5 8 9
NA Leon 3109 0 427 227 0 1 24 0 4 7 7
NA Leon 3110 0 823 468 10 1 43 1 20 11 16
NA Leon 3401 0 746 370 3 0 36 0 16 9 22
NA Leon 3403 0 525 333 0 2 29 1 8 7 17
NA Leon 3405 0 300 300 2 0 15 0 5 11 12
NA Leon 3409 0 524 139 0 1 16 0 6 0 8
NA Leon 3411 0 1482 585 5 3 63 0 27 15 29
NA Leon 3412 0 242 119 1 1 9 0 5 1 5
NA Leon 3413 0 2 0 0 0 1 0 0 0 0
NA Leon 3414 0 19 24 0 0 1 0 0 0 0
NA Leon 3451 0 33 28 0 0 1 0 0 1 2
NA Leon 3453 0 752 534 6 1 31 0 9 15 9
NA Leon 3455 0 807 613 1 1 47 1 7 22 13
NA Leon 3457 0 313 301 1 0 16 1 8 3 6
NA Leon 3459 0 587 539 0 0 31 1 13 9 9
NA Leon 3461 0 661 758 8 5 39 2 7 10 22
NA Leon 3467 0 1084 979 5 1 51 0 18 15 23
NA Leon 3468 0 36 8 0 0 0 0 0 0 0
NA Leon 3469 0 1073 712 5 2 45 1 14 11 13
NA Leon 3473 0 733 636 1 3 35 1 10 6 12
NA Leon 3475 0 143 54 0 0 8 0 1 1 0
NA Leon 3477 0 300 206 1 0 8 0 1 6 6
NA Leon 3501 0 1679 523 5 1 72 0 28 13 24
NA Leon 3507 0 1142 368 3 3 50 0 26 7 25
NA Leon 3509 0 1160 654 6 5 70 2 18 19 16
NA Leon 3513 0 1310 418 4 3 67 0 19 13 23
NA Leon 3551 0 18 14 0 0 0 0 0 0 0
NA Leon 4101 0 684 417 2 1 48 0 11 13 11
NA Leon 4103 0 1214 1017 7 2 63 0 13 24 36
NA Leon 4105 0 93 20 0 0 0 0 1 0 4
NA Leon 4106 0 12 0 0 0 0 0 0 0 0
NA Leon 4107 0 53 28 0 0 6 0 1 0 2
NA Leon 4119 0 1878 1708 12 3 126 2 9 35 58
NA Leon 4125 0 1782 1910 11 5 100 0 28 46 58
NA Leon 4152 0 45 36 0 0 0 0 0 0 0
NA Leon 4153 0 632 598 6 0 31 0 9 13 9
NA Leon 4154 0 88 8 0 0 0 2 0 0 1
NA Leon 4155 0 303 165 1 0 11 0 2 6 6
NA Leon 4157 0 337 266 3 1 12 0 3 4 7
NA Leon 4159 0 307 186 0 0 8 0 7 2 1
NA Leon 4161 0 882 1077 4 5 57 0 8 15 19
NA Leon 4162 0 21 17 0 0 1 0 0 1 0
NA Leon 4163 0 700 819 6 3 54 0 13 15 12
NA Leon 4167 0 1016 1331 3 0 65 0 20 16 21
NA Leon 4168 0 41 25 0 0 0 1 0 1 0
NA Leon 4173 0 273 370 2 0 20 1 5 4 12
NA Leon 4184 0 310 240 1 0 14 0 3 4 6
NA Leon 4401 0 257 296 1 0 18 0 2 4 9
NA Leon 4403 0 392 526 0 2 26 0 2 9 17
NA Leon 4405 0 651 852 1 1 49 0 6 9 27
NA Leon 4408 0 662 721 2 2 44 0 6 16 12
NA Leon 4451 0 354 380 0 0 14 0 3 10 13
NA Leon 4453 0 446 678 0 0 42 0 0 18 15
NA Leon 4455 0 845 1358 10 4 81 0 15 20 33
NA Leon 4456 0 82 110 0 0 4 0 2 1 3
NA Leon 4457 0 51 33 0 0 1 1 0 0 0
NA Leon 4458 0 425 564 0 0 22 0 3 8 13
NA Leon 4459 0 1292 1868 11 0 102 0 9 38 40
NA Leon 4461 0 733 1130 4 1 46 0 10 12 11
NA Leon 5101 0 183 81 2 1 7 0 6 8 6
NA Leon 5103 0 580 195 3 1 30 0 16 8 9
NA Leon 5105 0 1499 612 5 2 82 0 27 21 37
NA Leon 5107 0 227 122 0 0 17 0 8 2 2
NA Leon 5110 0 720 397 2 1 52 2 16 16 17
NA Leon 5115 0 843 422 3 2 43 0 15 11 18
NA Leon 5153 0 658 735 7 0 31 0 17 11 15
NA Leon 5154 0 216 282 3 0 11 0 6 2 9
NA Leon 5165 0 96 27 0 0 5 0 1 0 4
NA Leon 5201 0 861 221 1 0 34 0 12 6 21
NA Leon 5203 0 1002 225 3 0 34 1 20 9 13
NA Leon 5204 0 0 1 0 0 0 0 0 0 0
NA Leon 5205 0 215 60 0 0 13 0 4 1 4
NA Leon 5207 0 1911 622 13 1 102 2 34 26 29
NA Leon 5209 0 266 104 1 0 14 0 4 5 10
NA Leon 5211 0 653 227 3 0 41 0 6 5 17
NA Leon 5212 0 71 70 0 0 0 0 2 2 0
NA Leon 5214 0 814 432 2 1 46 0 6 13 21
NA Leon 5219 0 982 754 3 0 53 1 4 14 24
NA Leon 5220 0 652 391 1 0 26 0 3 8 10
NA Leon 5221 0 1149 483 1 1 58 1 15 11 19
NA Leon 5223 0 77 50 0 0 7 0 1 0 1
NA Leon 5224 0 87 73 0 1 0 0 3 1 2
NA Leon 5225 0 1426 1178 9 0 100 1 20 25 57
NA Leon 5227 0 118 61 1 0 10 0 0 1 0
NA Leon 5228 0 46 27 0 0 2 0 1 0 2
NA Leon 5251 0 792 917 4 0 33 2 11 20 25
NA Leon 5252 0 6 10 0 0 0 0 0 2 0
NA Leon 5258 0 0 2 0 0 0 0 0 0 0
NA Leon 5260 0 1803 888 4 1 64 2 37 18 30
NA Leon 5261 0 1010 1028 6 2 58 0 9 14 22
NA Leon 5263 0 741 815 8 1 36 0 11 18 16
NA Leon 5264 0 56 19 0 1 0 1 1 0 0
NA Leon 5265 0 54 5 0 0 0 0 0 1 0
NA Leon 5284 0 741 833 2 1 30 0 9 15 21
NA Leon 9000 0 246 108 1 0 18 0 7 4 15
NA Levy 1 0 399 934 3 1 35 1 14 7 12
NA Levy 10 0 96 608 3 0 13 0 1 1 1
NA Levy 11 0 307 588 1 0 7 1 1 3 2
NA Levy 12 0 263 1017 3 0 27 0 8 9 12
NA Levy 13 0 414 840 5 1 34 2 5 5 8
NA Levy 2 0 495 1398 8 0 43 1 13 13 17
NA Levy 3 0 691 1551 5 5 43 5 18 13 11
NA Levy 4 0 303 635 0 0 23 0 4 4 6
NA Levy 5 0 377 1758 4 2 23 1 9 11 12
NA Levy 6 0 51 319 0 0 4 0 2 1 1
NA Levy 7 0 859 1081 4 0 36 7 5 2 5
NA Levy 8 0 451 1699 5 0 37 0 7 5 9
NA Levy 9 0 395 1347 5 4 33 6 15 6 8
NA Liberty 1 0 190 72 0 0 4 3 0 2 2
NA Liberty 2 0 79 100 0 0 4 0 0 1 3
NA Liberty 3 0 103 640 2 0 22 0 8 8 0
NA Liberty 4 0 74 670 3 0 7 1 3 9 3
NA Liberty 5 0 75 388 3 0 16 2 3 6 5
NA Liberty 6 0 78 438 0 0 11 0 2 0 3
NA Liberty 7 0 13 110 0 0 3 0 0 3 0
NA Liberty 8 0 39 125 1 0 9 0 1 2 0
NA Madison 1 0 696 877 2 0 19 3 4 11 7
NA Madison 10 0 658 424 1 1 11 0 5 6 7
NA Madison 11 0 481 263 0 0 11 1 3 10 7
NA Madison 2 0 264 49 0 1 0 0 1 2 1
NA Madison 3 0 237 1212 2 1 21 0 0 6 4
NA Madison 4 0 73 240 0 0 3 0 0 2 1
NA Madison 5 0 518 314 1 0 7 1 0 7 4
NA Madison 6 0 54 162 0 0 1 0 2 1 0
NA Madison 7 0 252 612 1 0 14 0 3 6 1
