COUNTY AREA TOTAL DEM REP SCATTERING
MILWAUKEE "City of GREENFIELD Ward 21" 192 94 98 0
MILWAUKEE "City of MILWAUKEE Ward 1" 228 143 85 0
MILWAUKEE "City of MILWAUKEE Ward 2" 25 18 7 0
MILWAUKEE "City of MILWAUKEE Ward 3" 274 176 98 0
MILWAUKEE "City of MILWAUKEE Ward 4" 411 339 71 1
MILWAUKEE "City of MILWAUKEE Ward 5" 181 126 53 2
MILWAUKEE "City of MILWAUKEE Ward 6" 418 307 111 0
MILWAUKEE "City of MILWAUKEE Ward 7" 107 62 45 0
MILWAUKEE "City of MILWAUKEE Ward 8" 396 283 112 1
MILWAUKEE "City of MILWAUKEE Ward 9" 175 141 34 0
MILWAUKEE "City of MILWAUKEE Ward 10" 329 208 121 0
MILWAUKEE "City of MILWAUKEE Ward 11" 189 144 45 0
MILWAUKEE "City of MILWAUKEE Ward 12" 119 83 36 0
MILWAUKEE "City of MILWAUKEE Ward 13" 103 71 32 0
MILWAUKEE "City of MILWAUKEE Ward 14" 153 126 27 0
MILWAUKEE "City of MILWAUKEE Ward 15" 227 152 75 0
MILWAUKEE "City of MILWAUKEE Ward 16" 252 203 49 0
MILWAUKEE "City of MILWAUKEE Ward 17" 134 98 36 0
MILWAUKEE "City of MILWAUKEE Ward 18" 194 142 52 0
MILWAUKEE "City of MILWAUKEE Ward 19" 71 45 26 0
MILWAUKEE "City of MILWAUKEE Ward 20" 186 150 36 0
MILWAUKEE "City of MILWAUKEE Ward 21" 115 94 20 1
MILWAUKEE "City of MILWAUKEE Ward 22" 109 90 19 0
MILWAUKEE "City of MILWAUKEE Ward 23" 40 24 16 0
MILWAUKEE "City of MILWAUKEE Ward 24" 12 11 1 0
MILWAUKEE "City of MILWAUKEE Ward 25" 78 63 15 0
MILWAUKEE "City of MILWAUKEE Ward 26" 92 64 26 2
MILWAUKEE "City of MILWAUKEE Ward 27" 89 71 18 0
MILWAUKEE "City of MILWAUKEE Ward 28" 8 6 2 0
MILWAUKEE "City of MILWAUKEE Ward 29" 37 31 6 0
MILWAUKEE "City of MILWAUKEE Ward 30" 105 81 24 0
MILWAUKEE "City of MILWAUKEE Ward 31" 56 37 19 0
MILWAUKEE "City of MILWAUKEE Ward 32" 274 195 76 3
MILWAUKEE "City of MILWAUKEE Ward 33" 639 405 232 2
MILWAUKEE "City of MILWAUKEE Ward 34" 204 127 77 0
MILWAUKEE "City of MILWAUKEE Ward 35" 181 91 90 0
MILWAUKEE "City of MILWAUKEE Ward 36" 112 79 33 0
MILWAUKEE "City of MILWAUKEE Ward 37" 73 51 21 1
MILWAUKEE "City of MILWAUKEE Ward 38" 77 61 16 0
MILWAUKEE "City of MILWAUKEE Ward 39" 120 77 43 0
MILWAUKEE "City of MILWAUKEE Ward 40" 81 66 15 0
MILWAUKEE "City of MILWAUKEE Ward 41" 84 71 13 0
MILWAUKEE "City of MILWAUKEE Ward 42" 136 113 23 0
MILWAUKEE "City of MILWAUKEE Ward 43" 33 28 5 0
MILWAUKEE "City of MILWAUKEE Ward 44" 146 119 27 0
MILWAUKEE "City of MILWAUKEE Ward 45" 106 84 22 0
MILWAUKEE "City of MILWAUKEE Ward 46" 54 39 12 3
MILWAUKEE "City of MILWAUKEE Ward 47" 81 70 11 0
MILWAUKEE "City of MILWAUKEE Ward 48" 82 72 10 0
MILWAUKEE "City of MILWAUKEE Ward 49" 71 55 16 0
MILWAUKEE "City of MILWAUKEE Ward 50" 72 57 14 1
MILWAUKEE "City of MILWAUKEE Ward 51" 64 56 6 2
MILWAUKEE "City of MILWAUKEE Ward 52" 112 88 23 1
MILWAUKEE "City of MILWAUKEE Ward 53" 54 48 6 0
MILWAUKEE "City of MILWAUKEE Ward 54" 83 75 7 1
MILWAUKEE "City of MILWAUKEE Ward 55" 286 205 81 0
MILWAUKEE "City of MILWAUKEE Ward 56" 120 107 13 0
MILWAUKEE "City of MILWAUKEE Ward 57" 111 107 3 1
MILWAUKEE "City of MILWAUKEE Ward 58" 87 84 3 0
MILWAUKEE "City of MILWAUKEE Ward 59" 255 240 15 0
MILWAUKEE "City of MILWAUKEE Ward 60" 115 104 10 1
MILWAUKEE "City of MILWAUKEE Ward 61" 129 122 7 0
MILWAUKEE "City of MILWAUKEE Ward 62" 77 70 7 0
MILWAUKEE "City of MILWAUKEE Ward 63" 73 67 5 1
MILWAUKEE "City of MILWAUKEE Ward 64" 181 159 21 1
MILWAUKEE "City of MILWAUKEE Ward 65" 207 182 24 1
MILWAUKEE "City of MILWAUKEE Ward 66" 75 65 10 0
MILWAUKEE "City of MILWAUKEE Ward 67" 67 56 10 1
MILWAUKEE "City of MILWAUKEE Ward 68" 148 119 29 0
MILWAUKEE "City of MILWAUKEE Ward 69" 99 78 21 0
MILWAUKEE "City of MILWAUKEE Ward 70" 208 187 21 0
MILWAUKEE "City of MILWAUKEE Ward 71" 112 96 14 2
MILWAUKEE "City of MILWAUKEE Ward 72" 174 149 25 0
MILWAUKEE "City of MILWAUKEE Ward 73" 191 149 41 1
MILWAUKEE "City of MILWAUKEE Ward 74" 118 92 26 0
MILWAUKEE "City of MILWAUKEE Ward 75" 181 116 65 0
MILWAUKEE "City of MILWAUKEE Ward 76" 119 95 24 0
MILWAUKEE "City of MILWAUKEE Ward 77" 105 70 35 0
MILWAUKEE "City of MILWAUKEE Ward 78" 204 141 63 0
MILWAUKEE "City of MILWAUKEE Ward 79" 209 136 72 1
MILWAUKEE "City of MILWAUKEE Ward 80" 408 266 142 0
MILWAUKEE "City of MILWAUKEE Ward 81" 164 93 71 0
MILWAUKEE "City of MILWAUKEE Ward 82" 264 159 105 0
MILWAUKEE "City of MILWAUKEE Ward 83" 299 160 139 0
MILWAUKEE "City of MILWAUKEE Ward 84" 207 137 70 0
MILWAUKEE "City of MILWAUKEE Ward 85" 332 228 104 0
MILWAUKEE "City of MILWAUKEE Ward 86" 287 182 105 0
MILWAUKEE "City of MILWAUKEE Ward 87" 172 114 58 0
MILWAUKEE "City of MILWAUKEE Ward 88" 223 161 62 0
MILWAUKEE "City of MILWAUKEE Ward 89" 243 163 80 0
MILWAUKEE "City of MILWAUKEE Ward 90" 240 165 74 1
MILWAUKEE "City of MILWAUKEE Ward 91" 212 175 37 0
MILWAUKEE "City of MILWAUKEE Ward 92" 378 272 106 0
MILWAUKEE "City of MILWAUKEE Ward 93" 277 202 75 0
MILWAUKEE "City of MILWAUKEE Ward 94" 58 49 9 0
MILWAUKEE "City of MILWAUKEE Ward 95" 68 62 6 0
MILWAUKEE "City of MILWAUKEE Ward 96" 259 209 50 0
MILWAUKEE "City of MILWAUKEE Ward 97" 251 186 65 0
MILWAUKEE "City of MILWAUKEE Ward 98" 151 143 8 0
MILWAUKEE "City of MILWAUKEE Ward 99" 235 203 32 0
MILWAUKEE "City of MILWAUKEE Ward 100" 143 132 10 1
MILWAUKEE "City of MILWAUKEE Ward 101" 176 161 15 0
MILWAUKEE "City of MILWAUKEE Ward 102" 236 210 25 1
MILWAUKEE "City of MILWAUKEE Ward 103" 213 193 20 0
MILWAUKEE "City of MILWAUKEE Ward 104" 143 131 12 0
MILWAUKEE "City of MILWAUKEE Ward 105" 37 35 2 0
MILWAUKEE "City of MILWAUKEE Ward 106" 32 29 3 0
MILWAUKEE "City of MILWAUKEE Ward 107" 109 99 10 0
MILWAUKEE "City of MILWAUKEE Ward 108" 90 85 5 0
MILWAUKEE "City of MILWAUKEE Ward 109" 94 89 5 0
MILWAUKEE "City of MILWAUKEE Ward 110" 38 35 3 0
MILWAUKEE "City of MILWAUKEE Ward 111" 43 38 5 0
MILWAUKEE "City of MILWAUKEE Ward 112" 64 59 5 0
MILWAUKEE "City of MILWAUKEE Ward 113" 69 65 4 0
MILWAUKEE "City of MILWAUKEE Ward 114" 80 76 4 0
MILWAUKEE "City of MILWAUKEE Ward 115" 118 111 6 1
MILWAUKEE "City of MILWAUKEE Ward 116" 47 42 5 0
MILWAUKEE "City of MILWAUKEE Ward 117" 61 56 5 0
MILWAUKEE "City of MILWAUKEE Ward 118" 86 75 9 2
MILWAUKEE "City of MILWAUKEE Ward 119" 84 83 1 0
MILWAUKEE "City of MILWAUKEE Ward 120" 49 47 2 0
MILWAUKEE "City of MILWAUKEE Ward 121" 78 75 2 1
MILWAUKEE "City of MILWAUKEE Ward 122" 84 80 4 0
MILWAUKEE "City of MILWAUKEE Ward 123" 233 215 18 0
MILWAUKEE "City of MILWAUKEE Ward 124" 145 124 21 0
MILWAUKEE "City of MILWAUKEE Ward 125" 553 499 54 0
MILWAUKEE "City of MILWAUKEE Ward 126" 421 391 30 0
MILWAUKEE "City of MILWAUKEE Ward 127" 468 411 54 3
MILWAUKEE "City of MILWAUKEE Ward 128" 369 338 29 2
MILWAUKEE "City of MILWAUKEE Ward 129" 343 303 40 0
MILWAUKEE "City of MILWAUKEE Ward 130" 167 136 31 0
MILWAUKEE "City of MILWAUKEE Ward 131" 512 427 85 0
MILWAUKEE "City of MILWAUKEE Ward 132" 821 649 172 0
MILWAUKEE "City of MILWAUKEE Ward 133" 236 212 23 1
MILWAUKEE "City of MILWAUKEE Ward 134" 294 265 29 0
MILWAUKEE "City of MILWAUKEE Ward 135" 340 298 42 0
MILWAUKEE "City of MILWAUKEE Ward 136" 288 269 19 0
MILWAUKEE "City of MILWAUKEE Ward 137" 246 228 18 0
MILWAUKEE "City of MILWAUKEE Ward 138" 803 761 41 1
MILWAUKEE "City of MILWAUKEE Ward 139" 338 316 22 0
MILWAUKEE "City of MILWAUKEE Ward 140" 70 62 8 0
MILWAUKEE "City of MILWAUKEE Ward 141" 107 100 7 0
MILWAUKEE "City of MILWAUKEE Ward 142" 94 87 7 0
MILWAUKEE "City of MILWAUKEE Ward 143" 62 59 3 0
MILWAUKEE "City of MILWAUKEE Ward 144" 51 49 2 0
MILWAUKEE "City of MILWAUKEE Ward 145" 33 28 5 0
MILWAUKEE "City of MILWAUKEE Ward 146" 20 19 1 0
MILWAUKEE "City of MILWAUKEE Ward 147" 67 59 7 1
MILWAUKEE "City of MILWAUKEE Ward 148" 81 80 1 0
MILWAUKEE "City of MILWAUKEE Ward 149" 54 50 4 0
MILWAUKEE "City of MILWAUKEE Ward 150" 82 66 16 0
MILWAUKEE "City of MILWAUKEE Ward 151" 45 42 3 0
MILWAUKEE "City of MILWAUKEE Ward 152" 34 31 3 0
MILWAUKEE "City of MILWAUKEE Ward 153" 121 110 11 0
MILWAUKEE "City of MILWAUKEE Ward 154" 88 82 6 0
MILWAUKEE "City of MILWAUKEE Ward 155" 18 16 2 0
MILWAUKEE "City of MILWAUKEE Ward 156" 92 77 14 1
MILWAUKEE "City of MILWAUKEE Ward 157" 113 97 16 0
MILWAUKEE "City of MILWAUKEE Ward 158" 66 61 5 0
MILWAUKEE "City of MILWAUKEE Ward 159" 79 65 14 0
MILWAUKEE "City of MILWAUKEE Ward 160" 70 67 3 0
MILWAUKEE "City of MILWAUKEE Ward 161" 19 17 2 0
MILWAUKEE "City of MILWAUKEE Ward 162" 32 28 4 0
MILWAUKEE "City of MILWAUKEE Ward 163" 73 65 7 1
MILWAUKEE "City of MILWAUKEE Ward 164" 172 138 34 0
MILWAUKEE "City of MILWAUKEE Ward 165" 140 105 35 0
MILWAUKEE "City of MILWAUKEE Ward 166" 93 75 18 0
MILWAUKEE "City of MILWAUKEE Ward 167" 319 256 63 0
MILWAUKEE "City of MILWAUKEE Ward 168" 657 553 104 0
MILWAUKEE "City of MILWAUKEE Ward 169" 38 36 2 0
MILWAUKEE "City of MILWAUKEE Ward 170" 32 31 1 0
MILWAUKEE "City of MILWAUKEE Ward 171" 9 9 0 0
MILWAUKEE "City of MILWAUKEE Ward 172" 73 66 7 0
MILWAUKEE "City of MILWAUKEE Ward 173" 87 84 3 0
MILWAUKEE "City of MILWAUKEE Ward 174" 146 142 4 0
MILWAUKEE "City of MILWAUKEE Ward 175" 111 98 13 0
MILWAUKEE "City of MILWAUKEE Ward 176" 75 67 8 0
MILWAUKEE "City of MILWAUKEE Ward 177" 554 488 66 0
MILWAUKEE "City of MILWAUKEE Ward 178" 392 334 57 1
MILWAUKEE "City of MILWAUKEE Ward 179" 442 389 50 3
MILWAUKEE "City of MILWAUKEE Ward 180" 345 298 46 1
MILWAUKEE "City of MILWAUKEE Ward 181" 696 550 146 0
MILWAUKEE "City of MILWAUKEE Ward 182" 441 371 69 1
MILWAUKEE "City of MILWAUKEE Ward 183" 529 449 80 0
MILWAUKEE "City of MILWAUKEE Ward 184" 438 354 84 0
MILWAUKEE "City of MILWAUKEE Ward 185" 517 431 86 0
MILWAUKEE "City of MILWAUKEE Ward 186" 558 421 137 0
MILWAUKEE "City of MILWAUKEE Ward 187" 92 77 15 0
MILWAUKEE "City of MILWAUKEE Ward 188" 124 103 21 0
MILWAUKEE "City of MILWAUKEE Ward 189" 96 79 17 0
MILWAUKEE "City of MILWAUKEE Ward 190" 145 122 23 0
MILWAUKEE "City of MILWAUKEE Ward 191" 70 49 21 0
MILWAUKEE "City of MILWAUKEE Ward 192" 44 36 8 0
MILWAUKEE "City of MILWAUKEE Ward 193" 104 96 8 0
MILWAUKEE "City of MILWAUKEE Ward 194" 75 65 9 1
MILWAUKEE "City of MILWAUKEE Ward 195" 47 37 10 0
MILWAUKEE "City of MILWAUKEE Ward 196" 70 56 14 0
MILWAUKEE "City of MILWAUKEE Ward 197" 49 44 4 1
MILWAUKEE "City of MILWAUKEE Ward 198" 100 89 11 0
MILWAUKEE "City of MILWAUKEE Ward 199" 153 136 17 0
MILWAUKEE "City of MILWAUKEE Ward 200" 65 54 11 0
MILWAUKEE "City of MILWAUKEE Ward 201" 59 51 7 1
MILWAUKEE "City of MILWAUKEE Ward 202" 216 167 49 0
MILWAUKEE "City of MILWAUKEE Ward 203" 405 336 68 1
MILWAUKEE "City of MILWAUKEE Ward 204" 329 262 67 0
MILWAUKEE "City of MILWAUKEE Ward 205" 301 229 71 1
MILWAUKEE "City of MILWAUKEE Ward 206" 282 225 57 0
MILWAUKEE "City of MILWAUKEE Ward 207" 235 139 96 0
MILWAUKEE "City of MILWAUKEE Ward 208" 249 164 84 1
MILWAUKEE "City of MILWAUKEE Ward 209" 265 147 118 0
MILWAUKEE "City of MILWAUKEE Ward 210" 202 109 92 1
MILWAUKEE "City of MILWAUKEE Ward 211" 172 101 71 0
MILWAUKEE "City of MILWAUKEE Ward 212" 198 105 93 0
MILWAUKEE "City of MILWAUKEE Ward 213" 218 132 86 0
MILWAUKEE "City of MILWAUKEE Ward 214" 127 96 31 0
MILWAUKEE "City of MILWAUKEE Ward 215" 47 40 6 1
MILWAUKEE "City of MILWAUKEE Ward 216" 40 24 16 0
MILWAUKEE "City of MILWAUKEE Ward 217" 73 55 18 0
MILWAUKEE "City of MILWAUKEE Ward 218" 119 86 33 0
MILWAUKEE "City of MILWAUKEE Ward 219" 54 35 19 0
MILWAUKEE "City of MILWAUKEE Ward 220" 92 69 23 0
MILWAUKEE "City of MILWAUKEE Ward 221" 191 141 50 0
MILWAUKEE "City of MILWAUKEE Ward 222" 37 27 10 0
MILWAUKEE "City of MILWAUKEE Ward 223" 60 37 23 0
MILWAUKEE "City of MILWAUKEE Ward 224" 50 34 15 1
MILWAUKEE "City of MILWAUKEE Ward 225" 46 27 18 1
MILWAUKEE "City of MILWAUKEE Ward 226" 30 24 6 0
MILWAUKEE "City of MILWAUKEE Ward 227" 109 82 27 0
MILWAUKEE "City of MILWAUKEE Ward 228" 36 32 4 0
MILWAUKEE "City of MILWAUKEE Ward 229" 25 19 6 0
MILWAUKEE "City of MILWAUKEE Ward 230" 76 64 12 0
MILWAUKEE "City of MILWAUKEE Ward 231" 32 26 6 0
MILWAUKEE "City of MILWAUKEE Ward 232" 24 16 8 0
MILWAUKEE "City of MILWAUKEE Ward 233" 30 26 4 0
MILWAUKEE "City of MILWAUKEE Ward 234" 68 58 9 1
MILWAUKEE "City of MILWAUKEE Ward 235" 364 310 54 0
MILWAUKEE "City of MILWAUKEE Ward 236" 76 61 15 0
MILWAUKEE "City of MILWAUKEE Ward 237" 55 40 14 1
MILWAUKEE "City of MILWAUKEE Ward 238" 34 27 7 0
MILWAUKEE "City of MILWAUKEE Ward 239" 64 50 14 0
MILWAUKEE "City of MILWAUKEE Ward 240" 104 86 18 0
MILWAUKEE "City of MILWAUKEE Ward 241" 295 255 39 1
MILWAUKEE "City of MILWAUKEE Ward 242" 325 283 41 1
MILWAUKEE "City of MILWAUKEE Ward 243" 511 418 93 0
MILWAUKEE "City of MILWAUKEE Ward 244" 383 321 61 1
MILWAUKEE "City of MILWAUKEE Ward 245" 328 262 65 1
MILWAUKEE "City of MILWAUKEE Ward 246" 568 483 84 1
MILWAUKEE "City of MILWAUKEE Ward 247" 247 206 41 0
MILWAUKEE "City of MILWAUKEE Ward 248" 456 382 74 0
MILWAUKEE "City of MILWAUKEE Ward 249" 61 36 25 0
MILWAUKEE "City of MILWAUKEE Ward 250" 47 38 9 0
MILWAUKEE "City of MILWAUKEE Ward 251" 31 18 13 0
MILWAUKEE "City of MILWAUKEE Ward 252" 67 46 21 0
MILWAUKEE "City of MILWAUKEE Ward 253" 26 16 10 0
MILWAUKEE "City of MILWAUKEE Ward 254" 15 7 8 0
MILWAUKEE "City of MILWAUKEE Ward 255" 32 20 12 0
MILWAUKEE "City of MILWAUKEE Ward 256" 19 14 5 0
MILWAUKEE "City of MILWAUKEE Ward 257" 61 38 22 1
MILWAUKEE "City of MILWAUKEE Ward 258" 148 88 60 0
MILWAUKEE "City of MILWAUKEE Ward 259" 51 35 15 1
MILWAUKEE "City of MILWAUKEE Ward 260" 78 53 25 0
MILWAUKEE "City of MILWAUKEE Ward 261" 166 102 64 0
MILWAUKEE "City of MILWAUKEE Ward 262" 305 192 111 2
MILWAUKEE "City of MILWAUKEE Ward 263" 129 75 54 0
MILWAUKEE "City of MILWAUKEE Ward 264" 338 194 144 0
MILWAUKEE "City of MILWAUKEE Ward 265" 160 94 66 0
MILWAUKEE "City of MILWAUKEE Ward 266" 201 100 101 0
MILWAUKEE "City of MILWAUKEE Ward 267" 168 103 65 0
MILWAUKEE "City of MILWAUKEE Ward 268" 335 179 155 1
MILWAUKEE "City of MILWAUKEE Ward 269" 220 128 90 2
MILWAUKEE "City of MILWAUKEE Ward 270" 263 127 136 0
MILWAUKEE "City of MILWAUKEE Ward 271" 425 229 196 0
MILWAUKEE "City of MILWAUKEE Ward 272" 307 157 150 0
MILWAUKEE "City of MILWAUKEE Ward 273" 161 75 86 0
MILWAUKEE "City of MILWAUKEE Ward 274" 164 86 78 0
MILWAUKEE "City of MILWAUKEE Ward 275" 288 143 145 0
MILWAUKEE "City of MILWAUKEE Ward 276" 430 236 194 0
MILWAUKEE "City of MILWAUKEE Ward 277" 338 187 151 0
MILWAUKEE "City of MILWAUKEE Ward 278" 175 83 92 0
MILWAUKEE "City of MILWAUKEE Ward 279" 288 157 130 1
MILWAUKEE "City of MILWAUKEE Ward 280" 485 301 183 1
MILWAUKEE "City of MILWAUKEE Ward 281" 198 119 79 0
MILWAUKEE "City of MILWAUKEE Ward 282" 37 23 14 0
MILWAUKEE "City of MILWAUKEE Ward 283" 127 69 57 1
MILWAUKEE "City of MILWAUKEE Ward 284" 110 76 34 0
MILWAUKEE "City of MILWAUKEE Ward 285" 21 14 7 0
MILWAUKEE "City of MILWAUKEE Ward 286" 106 62 43 1
MILWAUKEE "City of MILWAUKEE Ward 287" 134 82 52 0
MILWAUKEE "City of MILWAUKEE Ward 288" 245 148 97 0
MILWAUKEE "City of MILWAUKEE Ward 289" 148 100 47 1
MILWAUKEE "City of MILWAUKEE Ward 290" 78 42 36 0
MILWAUKEE "City of MILWAUKEE Ward 291" 87 60 27 0
MILWAUKEE "City of MILWAUKEE Ward 292" 171 122 48 1
MILWAUKEE "City of MILWAUKEE Ward 293" 262 171 91 0
MILWAUKEE "City of MILWAUKEE Ward 294" 230 161 69 0
MILWAUKEE "City of MILWAUKEE Ward 295" 225 173 52 0
MILWAUKEE "City of MILWAUKEE Ward 296" 367 259 108 0
MILWAUKEE "City of MILWAUKEE Ward 297" 375 299 76 0
MILWAUKEE "City of MILWAUKEE Ward 298" 315 249 66 0
MILWAUKEE "City of MILWAUKEE Ward 299" 358 267 91 0
MILWAUKEE "City of MILWAUKEE Ward 300" 609 492 116 1
MILWAUKEE "City of MILWAUKEE Ward 301" 402 282 119 1
MILWAUKEE "City of MILWAUKEE Ward 302" 252 159 93 0
MILWAUKEE "City of MILWAUKEE Ward 303" 456 302 154 0
MILWAUKEE "City of MILWAUKEE Ward 304" 242 151 91 0
MILWAUKEE "City of MILWAUKEE Ward 305" 243 156 86 1
MILWAUKEE "City of MILWAUKEE Ward 306" 221 151 69 1
MILWAUKEE "City of MILWAUKEE Ward 307" 184 103 81 0
MILWAUKEE "City of MILWAUKEE Ward 308" 108 59 48 1
MILWAUKEE "City of MILWAUKEE Ward 309" 295 149 146 0
MILWAUKEE "City of MILWAUKEE Ward 310" 55 25 29 1
MILWAUKEE "City of MILWAUKEE Ward 311" 145 67 78 0
MILWAUKEE "City of MILWAUKEE Ward 312" 323 174 148 1
MILWAUKEE "City of MILWAUKEE Ward 313" 494 254 240 0
MILWAUKEE "City of MILWAUKEE Ward 314" 204 100 103 1
MILWAUKEE "City of MILWAUKEE Ward 315" 364 192 170 2
MILWAUKEE "City of MILWAUKEE Ward 316" 208 105 103 0
MILWAUKEE "City of MILWAUKEE Ward 317" 250 146 103 1
MILWAUKEE "City of MILWAUKEE Ward 320" 7 7 0 0
MILWAUKEE "City of MILWAUKEE Ward 321" 28 19 9 0
MILWAUKEE "City of MILWAUKEE Ward 322" 14 9 5 0
MILWAUKEE "City of MILWAUKEE Ward 323" 29 22 7 0
MILWAUKEE "City of MILWAUKEE Ward 324" 4 2 2 0
MILWAUKEE "City of MILWAUKEE Ward 325" 124 110 14 0
MILWAUKEE "City of MILWAUKEE Ward 326" 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 327" 0 0 0 0
MILWAUKEE "City of OAK CREEK Wards 1-2" 652 307 343 2
MILWAUKEE "City of OAK CREEK Ward 3" 364 189 175 0
MILWAUKEE "City of OAK CREEK Wards 4-6" 720 366 354 0
MILWAUKEE "City of OAK CREEK Wards 7-9" 1061 495 565 1
MILWAUKEE "City of OAK CREEK Ward 10" 322 178 142 2
MILWAUKEE "City of OAK CREEK Wards 11-12" 756 320 436 0
MILWAUKEE "City of OAK CREEK Wards 13-15" 1122 475 646 1
MILWAUKEE "City of OAK CREEK Wards 16-19" 722 385 337 0
MILWAUKEE "City of ST. FRANCIS Ward 1-4" 584 338 245 1
MILWAUKEE "City of ST. FRANCIS Ward 5-8" 611 361 249 1
MILWAUKEE "City of ST. FRANCIS Ward 9-12" 742 474 267 1
MILWAUKEE "City of SOUTH MILWAUKEE Wards 1-4" 1002 555 445 2
MILWAUKEE "City of SOUTH MILWAUKEE Wards 5-8" 687 378 309 0
MILWAUKEE "City of SOUTH MILWAUKEE Wards 9-12" 974 502 471 1
MILWAUKEE "City of SOUTH MILWAUKEE Wards 13-16" 857 456 401 0
MILWAUKEE "City of WAUWATOSA Ward 1" 599 407 192 0
MILWAUKEE "City of WAUWATOSA Ward 2" 491 366 125 0
MILWAUKEE "City of WAUWATOSA Ward 3" 555 347 208 0
MILWAUKEE "City of WAUWATOSA Ward 4" 782 496 285 1
MILWAUKEE "City of WAUWATOSA Ward 5" 350 219 131 0
MILWAUKEE "City of WAUWATOSA Ward 6" 369 254 115 0
MILWAUKEE "City of WAUWATOSA Ward 7" 619 374 244 1
MILWAUKEE "City of WAUWATOSA Ward 8" 349 201 148 0
MILWAUKEE "City of WAUWATOSA Ward 9" 457 231 225 1
MILWAUKEE "City of WAUWATOSA Ward 10" 367 249 118 0
MILWAUKEE "City of WAUWATOSA Ward 11" 488 356 132 0
MILWAUKEE "City of WAUWATOSA Ward 12" 676 414 262 0
MILWAUKEE "City of WAUWATOSA Ward 13" 285 192 93 0
MILWAUKEE "City of WAUWATOSA Ward 14" 602 439 163 0
MILWAUKEE "City of WAUWATOSA Ward 15" 567 433 132 2
MILWAUKEE "City of WAUWATOSA Ward 16" 589 356 233 0
MILWAUKEE "City of WAUWATOSA Ward 17" 532 265 267 0
MILWAUKEE "City of WAUWATOSA Ward 18" 385 217 168 0
MILWAUKEE "City of WAUWATOSA Ward 19" 422 227 193 2
MILWAUKEE "City of WAUWATOSA Ward 20" 578 297 281 0
MILWAUKEE "City of WAUWATOSA Ward 21" 391 209 182 0
MILWAUKEE "City of WAUWATOSA Ward 22" 499 310 189 0
MILWAUKEE "City of WAUWATOSA Ward 23" 397 209 188 0
MILWAUKEE "City of WAUWATOSA Ward 24" 360 221 139 0
MILWAUKEE "City of WEST ALLIS Ward 1" 213 123 90 0
MILWAUKEE "City of WEST ALLIS Ward 2" 256 154 101 1
MILWAUKEE "City of WEST ALLIS Ward 3" 160 96 64 0
MILWAUKEE "City of WEST ALLIS Ward 4" 333 185 148 0
MILWAUKEE "City of WEST ALLIS Ward 5" 281 147 134 0
MILWAUKEE "City of WEST ALLIS Ward 6" 265 147 117 1
MILWAUKEE "City of WEST ALLIS Ward 7" 349 204 145 0
MILWAUKEE "City of WEST ALLIS Ward 8" 278 175 103 0
MILWAUKEE "City of WEST ALLIS Ward 9" 338 188 150 0
MILWAUKEE "City of WEST ALLIS Ward 10" 275 142 133 0
MILWAUKEE "City of WEST ALLIS Ward 11" 376 214 161 1
MILWAUKEE "City of WEST ALLIS Ward 12" 348 177 171 0
MILWAUKEE "City of WEST ALLIS Ward 13" 514 263 251 0
MILWAUKEE "City of WEST ALLIS Ward 14" 206 123 83 0
MILWAUKEE "City of WEST ALLIS Ward 15" 259 137 122 0
MILWAUKEE "City of WEST ALLIS Ward 16" 264 145 118 1
MILWAUKEE "City of WEST ALLIS Ward 17" 340 160 180 0
MILWAUKEE "City of WEST ALLIS Ward 18" 453 235 218 0
MILWAUKEE "City of WEST ALLIS Ward 19" 495 239 256 0
MILWAUKEE "City of WEST ALLIS Ward 20" 286 175 111 0
MILWAUKEE "City of WEST ALLIS Ward 21" 334 168 165 1
MILWAUKEE "City of WEST ALLIS Ward 22" 295 158 136 1
MILWAUKEE "City of WEST ALLIS Ward 23" 415 184 231 0
MILWAUKEE "City of WEST ALLIS Ward 24" 207 114 93 0
MILWAUKEE "City of WEST ALLIS Ward 25" 441 209 232 0
MONROE "Town of ADRIAN Ward 1" 117 46 70 1
MONROE "Town of ANGELO Wards 1-3" 184 87 97 0
MONROE "Town of BYRON Ward 1" 99 44 55 0
MONROE "Town of CLIFTON Ward 1" 98 52 46 0
MONROE "Town of GLENDALE Ward 1" 137 57 80 0
MONROE "Town of GRANT Ward 1" 60 23 37 0
MONROE "Town of GREENFIELD Wards 1-2" 109 42 66 1
MONROE "Town of JEFFERSON Ward 1" 62 28 34 0
MONROE "Town of LAFAYETTE Wards 1-2" 74 29 45 0
MONROE "Town of LA GRANGE Wards 1A-1B" 109 50 59 0
MONROE "Town of LA GRANGE Wards 2A-2B,3A-3B" 101 45 56 0
MONROE "Town of LEON Wards 1-2" 212 90 122 0
MONROE "Town of LINCOLN Ward 1" 98 30 68 0
MONROE "Town of LITTLE FALLS Wards 1-2" 254 123 131 0
MONROE "Town of NEW LYME Ward 1" 44 21 23 0
MONROE "Town of OAKDALE Ward 1" 73 25 48 0
MONROE "Town of PORTLAND Ward 1" 115 49 66 0
MONROE "Town of RIDGEVILLE Ward 1" 92 57 35 0
MONROE "Town of SCOTT Ward 1" 18 2 16 0
MONROE "Town of SHELDON Ward 1" 65 21 44 0
MONROE "Town of SPARTA Wards 1-6" 672 314 358 0
MONROE "Town of TOMAH Wards 1-2" 201 88 113 0
