COUNTY AREA TOTAL DEM REP LIB WRI
"Fairfax County" "527 - Edsall" 914 522 382 8 2
"Fairfax County" "528 - Ridgelea" 638 369 261 8 0
"Fairfax County" "530 - Holmes #2" 605 441 160 4 0
"Fairfax County" "531 - Baileys #2" 413 280 130 3 0
"Fairfax County" "532 - Weyanoke #2" 597 393 199 4 1
"Fairfax County" "534 - Camelot #2" 576 336 237 3 0
"Fairfax County" "601 - Belle Haven" 832 445 381 6 0
"Fairfax County" "602 - Belleview" 899 512 379 5 3
"Fairfax County" "604 - Bucknell" 1098 763 325 9 1
"Fairfax County" "605 - Fort Hunt" 986 513 467 4 2
"Fairfax County" "606 - Hollin Hall" 1059 584 470 4 1
"Fairfax County" "607 - Huntington" 1136 782 336 15 3
"Fairfax County" "608 - Kirkside" 703 487 216 0 0
"Fairfax County" "609 - Marlan" 820 431 385 2 2
"Fairfax County" "610 - Sherwood" 653 434 218 1 0
"Fairfax County" "611 - Stratford" 1144 631 505 6 2
"Fairfax County" "612 - Waynewood" 600 333 264 3 0
"Fairfax County" "613 - Westgate" 1460 645 808 7 0
"Fairfax County" "614 - Riverside" 865 464 396 3 2
"Fairfax County" "615 - Woodley" 1068 614 445 6 3
"Fairfax County" "616 - Gunston" 1228 556 665 6 1
"Fairfax County" "617 - Lorton" 812 543 268 1 0
"Fairfax County" "618 - Newington" 2220 1325 876 14 5
"Fairfax County" "619 - Belvoir" 1172 713 455 4 0
"Fairfax County" "621 - Grosvenor" 794 563 223 4 4
"Fairfax County" "622 - Lorton Station" 1256 903 338 15 0
"Fairfax County" "623 - Alban" 1261 810 431 15 5
"Fairfax County" "626 - Saratoga" 1438 821 608 5 4
"Fairfax County" "627 - Woodlawn" 1237 832 393 12 0
"Fairfax County" "628 - Laurel Hill" 1689 1145 523 16 5
"Fairfax County" "629 - South County" 1439 812 614 11 2
"Fairfax County" "630 - Army" 333 199 133 1 0
"Fairfax County" "701 - Blake" 1525 981 533 10 1
"Fairfax County" "703 - Fort Buffalo" 760 514 241 4 1
"Fairfax County" "704 - Freedom Hill" 966 603 362 1 0
"Fairfax County" "705 - Graham - Greenway" 1378 933 436 7 2
"Fairfax County" "707 - Mantua" 994 634 357 3 0
"Fairfax County" "708 - Marshall" 1438 941 481 8 8
"Fairfax County" "709 - Mosby" 1110 717 379 11 3
"Fairfax County" "710 - Pine Spring" 863 591 263 7 2
"Fairfax County" "711 - Price" 856 506 342 5 3
"Fairfax County" "712 - Shreve" 651 408 238 4 1
"Fairfax County" "713 - Timber Lane" 1253 874 364 13 2
"Fairfax County" "714 - Walker" 1228 764 458 6 0
"Fairfax County" "717 - Woodburn" 758 520 232 5 1
"Fairfax County" "718 - Pine Ridge" 853 497 344 11 1
"Fairfax County" "720 - Thoreau" 1257 754 490 12 1
"Fairfax County" "721 - Merrifield" 1344 953 379 11 1
"Fairfax County" "723 - Gallows East" 593 415 170 7 1
"Fairfax County" "726 - Magarity" 1267 827 432 7 1
"Fairfax County" "727 - Oakton" 1054 575 473 1 5
"Fairfax County" "729 - Nottoway" 968 600 363 3 2
"Fairfax County" "730 - Penderbrook" 1521 938 580 3 0
"Fairfax County" "731 - Tysons" 1070 672 390 7 1
"Fairfax County" "732 - Oak Marr" 1443 722 711 9 1
"Fairfax County" "733 - Kilmer" 1476 942 523 10 1
"Fairfax County" "734 - Hunters Branch" 597 382 211 4 0
"Fairfax County" "735 - Rotonda" 533 334 193 4 2
"Fairfax County" "801 - Burke" 1741 1019 708 12 2
"Fairfax County" "802 - Cedar Lake" 455 276 173 6 0
"Fairfax County" "803 - Clifton" 1755 694 1055 5 1
"Fairfax County" "804 - Colchester" 828 379 443 5 1
"Fairfax County" "805 - Fairfax Station" 795 394 399 1 1
"Fairfax County" "806 - Sydenstricker" 1477 868 604 4 1
"Fairfax County" "807 - Hunt Valley" 990 555 427 7 1
"Fairfax County" "811 - Pohick" 825 519 305 0 1
"Fairfax County" "812 - Valley" 1210 679 512 17 2
"Fairfax County" "815 - Woodyard" 1174 535 633 3 3
"Fairfax County" "824 - Orange" 1693 929 744 16 4
"Fairfax County" "825 - Cherry Run" 1267 690 571 5 1
"Fairfax County" "827 - Irving" 1063 650 409 3 1
"Fairfax County" "833 - White Oaks" 1303 758 540 2 3
"Fairfax County" "838 - Sangster" 1010 514 486 9 1
"Fairfax County" "839 - Silverbrook" 1650 874 769 6 1
"Fairfax County" "840 - West Springfield" 1306 775 527 4 0
"Fairfax County" "841 - Popes Head" 755 348 404 2 1
"Fairfax County" "842 - Parkway" 987 451 533 3 0
"Fairfax County" "843 - Fair Lakes" 1334 796 529 8 1
"Fairfax County" "844 - Centerpointe" 783 477 298 6 2
"Fairfax County" "845 - Fountainhead" 1770 775 983 9 3
"Fairfax County" "846 - Greenbriar East" 1282 781 491 10 0
"Fairfax County" "847 - Greenbriar West" 1009 571 433 2 3
"Fairfax County" "848 - Fair Oaks" 1096 639 446 9 2
"Fairfax County" "849 - Newgate" 2075 996 1065 12 2
"Fairfax County" "850 - South Run" 1176 557 616 1 2
"Fairfax County" "851 - Willow Springs" 1127 589 533 3 2
"Fairfax County" "901 - Centre Ridge" 1091 664 419 8 0
"Fairfax County" "902 - Brookfield" 1531 887 637 6 1
"Fairfax County" "903 - Cub Run" 1546 823 716 7 0
"Fairfax County" "904 - Stonecroft" 581 258 319 3 1
"Fairfax County" "905 - Franklin" 445 271 171 3 0
"Fairfax County" "908 - Hidden Meadow" 1071 587 481 1 2
"Fairfax County" "909 - Oak Hill" 972 562 408 1 1
"Fairfax County" "910 - London Towne" 1350 854 481 13 2
"Fairfax County" "911 - Navy" 1443 799 631 10 3
"Fairfax County" "913 - Rocky Run" 1673 847 818 6 2
"Fairfax County" "914 - Vale" 988 507 475 5 1
"Fairfax County" "915 - Virginia Run" 1216 512 701 3 0
"Fairfax County" "916 - Waples Mill" 1816 927 885 4 0
"Fairfax County" "917 - Stone North" 782 454 325 2 1
"Fairfax County" "918 - Centreville" 1528 928 592 7 1
"Fairfax County" "919 - Green Trails" 1592 967 615 8 2
"Fairfax County" "920 - Chantilly" 1116 640 472 4 0
"Fairfax County" "921 - Deer Park" 1324 660 659 5 0
"Fairfax County" "923 - Bull Run" 1074 476 593 4 1
"Fairfax County" "924 - Spindle" 575 354 212 9 0
"Fairfax County" "925 - Old Mill" 738 404 328 6 0
"Fairfax County" "926 - Powell" 1629 924 694 9 2
"Fairfax County" "927 - Armfield" 811 462 346 2 1
"Fairfax County" "928 - Poplar Tree" 1227 627 590 9 1
"Fairfax County" "929 - Difficult Run" 383 182 201 0 0
"Fairfax County" "930 - Lees Corner " 936 539 389 8 0
"Fairfax County" "931 - Carson" 1033 647 380 4 2
"Fairfax County" "932 - Stone South" 592 380 206 5 1
"Fairfax County" "933 - Compton" 308 171 132 5 0
"Falls Church City" "# Ab - Central Absentee Precinct" 951 833 112 6 0
"Falls Church City" "# Ev - Central Absentee Precinct" 2885 2368 508 9 0
"Falls Church City" "# Pe - Central Absentee Precinct" 28 21 7 0 0
"Falls Church City" "## Provisional" 17 15 2 0 0
"Falls Church City" "1 - First Ward" 1153 811 332 10 0
"Falls Church City" "2 - Second Ward" 892 597 286 6 3
"Falls Church City" "3 - Third Ward" 1100 743 343 11 3
"Fauquier County" "# Ab - Central Absentee Precinct" 338 218 115 5 0
"Fauquier County" "# Ab - Central Absentee Precinct" 2165 1437 700 28 0
"Fauquier County" "# Ev - Central Absentee Precinct" 1743 571 1170 2 0
"Fauquier County" "# Ev - Central Absentee Precinct" 8651 3459 5174 16 2
"Fauquier County" "# Pe - Central Absentee Precinct" 16 10 6 0 0
"Fauquier County" "# Pe - Central Absentee Precinct" 45 27 13 5 0
"Fauquier County" "## Provisional" 7 5 2 0 0
"Fauquier County" "## Provisional" 56 29 26 1 0
"Fauquier County" "101 - Kettle Run" 575 110 458 6 1
"Fauquier County" "102 - Catlett" 1326 212 1110 4 0
"Fauquier County" "103 - Casanova" 633 156 474 3 0
"Fauquier County" "104 - Lois" 608 121 487 0 0
"Fauquier County" "105 - Opal" 638 119 515 2 2
"Fauquier County" "106 - Baldwin Ridge" 789 224 561 3 1
"Fauquier County" "201 - Courthouse" 1342 524 807 10 1
"Fauquier County" "202 - Airlie" 1053 314 728 11 0
"Fauquier County" "203 - Warrenton" 1237 493 741 3 0
"Fauquier County" "301 - Morrisville" 948 158 786 4 0
"Fauquier County" "302 - Remington" 1311 333 969 9 0
"Fauquier County" "303 - Bealeton" 1531 441 1083 7 0
"Fauquier County" "401 - Marshall" 1240 387 849 3 1
"Fauquier County" "402 - Leeds" 1211 408 798 5 0
"Fauquier County" "403 - Waterloo" 1167 263 896 7 1
"Fauquier County" "404 - Springs Valley" 590 170 416 4 0
"Fauquier County" "501 - The Plains" 1146 440 702 2 2
"Fauquier County" "502 - New Baltimore" 1185 302 873 10 0
"Fauquier County" "503 - Broad Run" 931 234 692 3 2
"Fauquier County" "504 - Vint Hill" 1510 405 1101 3 1
"Floyd County" "# Ab - Central Absentee Precinct" 482 310 165 7 0
"Floyd County" "# Ev - Central Absentee Precinct" 1883 798 1074 11 0
"Floyd County" "# Pe - Central Absentee Precinct" 13 11 2 0 0
"Floyd County" "## Provisional" 8 5 3 0 0
"Floyd County" "101 - Locust Grove" 1073 243 819 11 0
"Floyd County" "201 - Little River" 1102 259 825 16 2
"Floyd County" "301 - Courthouse" 791 231 553 5 2
"Floyd County" "401 - Burks Fork" 1021 191 826 3 1
"Floyd County" "501 - Indian Valley" 1125 155 963 6 1
"Fluvanna County" "# Ab - Central Absentee Precinct" 1177 925 240 11 1
"Fluvanna County" "# Ev - Central Absentee Precinct" 4658 2226 2419 11 2
"Fluvanna County" "# Pe - Central Absentee Precinct" 41 29 11 1 0
"Fluvanna County" "## Provisional" 17 8 9 0 0
"Fluvanna County" "101 - Palmyra" 1451 536 902 10 3
"Fluvanna County" "201 - Columbia" 1235 386 842 5 2
"Fluvanna County" "301 - Fork Union" 1239 427 803 9 0
"Fluvanna County" "401 - Cunningham" 1426 295 1123 8 0
"Fluvanna County" "501 - Rivanna" 1210 480 719 10 1
"Franklin City" "# Ab - Central Absentee Precinct" 208 168 38 2 0
"Franklin City" "# Ev - Central Absentee Precinct" 855 494 358 3 0
"Franklin City" "# Pe - Central Absentee Precinct" 2 2 0 0 0
"Franklin City" "## Provisional" 3 2 1 0 0
"Franklin City" "101 - Precinct 1-1" 454 113 340 1 0
"Franklin City" "201 - Precinct 2-1" 429 162 264 3 0
"Franklin City" "301 - Precinct 3-1" 267 233 33 1 0
"Franklin City" "401 - Precinct 4-1" 191 159 31 1 0
"Franklin City" "501 - Precinct 5-1" 216 199 15 2 0
"Franklin City" "601 - Precinct 6-1" 340 148 190 1 1
"Franklin County" "# Ab - Central Absentee Precinct" 1335 811 512 11 1
"Franklin County" "# Ev - Central Absentee Precinct" 4496 1628 2851 12 5
"Franklin County" "# Pe - Central Absentee Precinct" 54 22 30 2 0
"Franklin County" "## Provisional" 12 7 4 1 0
"Franklin County" "102 - Burnt Chimney" 1304 238 1056 9 1
"Franklin County" "103 - Scruggs" 2085 428 1650 6 1
"Franklin County" "201 - Glade Hill" 1132 154 977 1 0
"Franklin County" "202 - Penhook" 809 184 624 1 0
"Franklin County" "203 - Hodgesville" 189 34 153 2 0
"Franklin County" "204 - Dudley" 678 121 554 3 0
"Franklin County" "301 - Snow Creek" 529 78 450 1 0
"Franklin County" "302 - Fork Mountain" 491 70 416 5 0
"Franklin County" "303 - Sontag" 798 215 579 3 1
"Franklin County" "304 - Dickinson" 375 95 279 1 0
"Franklin County" "401 - Henry" 895 100 791 4 0
"Franklin County" "402 - Ferrum" 501 102 393 6 0
"Franklin County" "403 - Endicott" 524 71 452 1 0
"Franklin County" "501 - Waidsboro" 590 110 477 3 0
"Franklin County" "502 - Callaway" 864 130 730 4 0
"Franklin County" "503 - Bowmans" 500 109 391 0 0
"Franklin County" "504 - Gogginsville" 746 141 601 4 0
"Franklin County" "601 - Boones Mill" 1076 189 882 5 0
"Franklin County" "602 - Bonbrook" 1030 158 867 5 0
"Franklin County" "603 - Coopers Cove" 785 117 663 5 0
"Franklin County" "701 - Rocky Mount East" 887 234 651 2 0
"Franklin County" "702 - Rocky Mount West" 627 193 431 3 0
"Franklin County" "703 - Rocky Mount South" 536 155 378 2 1
"Frederick County" "# Ab - Central Absentee Precinct" 2347 1577 749 18 3
"Frederick County" "# Ev - Central Absentee Precinct" 7500 2884 4604 10 2
"Frederick County" "# Pe - Central Absentee Precinct" 139 76 62 1 0
"Frederick County" "## Provisional" 45 23 22 0 0
"Frederick County" "101 - Russells" 1167 198 966 3 0
"Frederick County" "102 - Gore" 1534 266 1263 4 1
"Frederick County" "103 - Kernstown" 1330 314 1013 2 1
"Frederick County" "104 - Cedar Creek" 884 190 689 3 2
"Frederick County" "201 - Gainesborough" 826 95 726 5 0
"Frederick County" "202 - Albin" 1119 220 896 2 1
"Frederick County" "203 - Redland" 1579 315 1261 3 0
"Frederick County" "204 - Nain" 1002 199 800 2 1
"Frederick County" "301 - Clear Brook" 803 126 670 6 1
"Frederick County" "302 - Neff's Town" 1735 603 1119 12 1
"Frederick County" "303 - White Hall" 1590 376 1209 4 1
"Frederick County" "401 - Carpers Valley" 1080 321 753 6 0
"Frederick County" "402 - Shenandoah" 803 192 608 3 0
"Frederick County" "403 - Parkin's Mill" 1270 334 928 7 1
"Frederick County" "404 - Armel" 1160 368 787 4 1
"Frederick County" "501 - Stephens City" 1397 440 951 5 1
"Frederick County" "502 - Newtown" 1679 434 1239 5 1
"Frederick County" "503 - Canterburg" 1663 490 1166 7 0
"Frederick County" "601 - Millbrook" 831 230 597 3 1
"Frederick County" "602 - Ash Hollow" 991 327 658 6 0
"Frederick County" "603 - Greenwood" 1901 566 1326 9 0
"Fredericksburg City" "# Ab - Central Absentee Precinct" 1038 839 187 12 0
"Fredericksburg City" "# Ev - Central Absentee Precinct" 2553 1535 993 22 3
"Fredericksburg City" "# Pe - Central Absentee Precinct" 12 9 3 0 0
"Fredericksburg City" "## Provisional" 19 13 6 0 0
"Fredericksburg City" "101 - Precinct 1 - District One" 1593 828 743 18 4
"Fredericksburg City" "201 - Precinct 1 - District Two" 1344 750 560 28 6
"Fredericksburg City" "301 - Precinct 1 - District Three" 1183 589 582 11 1
"Fredericksburg City" "401 - Precinct 1 - District Four" 711 507 192 12 0
"Fredericksburg City" "402 - Precinct 2 - District Four" 582 332 237 10 3
"Galax City" "# Ab - Central Absentee Precinct" 119 63 55 1 0
"Galax City" "# Ev - Central Absentee Precinct" 540 175 363 2 0
"Galax City" "# Pe - Central Absentee Precinct" 3 2 1 0 0
"Galax City" "## Provisional" 2 1 1 0 0
"Galax City" "1 - East" 562 123 434 5 0
"Galax City" "5 - West" 700 128 570 1 1
"Giles County" "# Ab - Central Absentee Precinct" 308 172 133 2 1
"Giles County" "# Ev - Central Absentee Precinct" 2504 608 1882 13 1
"Giles County" "# Pe - Central Absentee Precinct" 6 4 2 0 0
"Giles County" "## Provisional" 1 1 0 0 0
"Giles County" "101 - Glen Lyn" 85 11 74 0 0
"Giles County" "102 - Rich Creek" 349 49 299 1 0
"Giles County" "103 - Narrows" 872 105 758 8 1
"Giles County" "201 - Pearisburg" 873 123 742 8 0
"Giles County" "202 - Staffordsville" 251 33 217 1 0
"Giles County" "203 - White Gate" 168 14 150 4 0
"Giles County" "301 - Eggleston" 439 103 335 1 0
"Giles County" "302 - Pembroke" 943 152 775 15 1
"Giles County" "303 - Newport" 590 160 421 8 1
"Gloucester County" "# Ab - Central Absentee Precinct" 912 584 319 7 2
"Gloucester County" "# Ev - Central Absentee Precinct" 3917 1451 2447 19 0
"Gloucester County" "# Pe - Central Absentee Precinct" 22 11 11 0 0
"Gloucester County" "## Provisional" 16 5 11 0 0
"Gloucester County" "101 - Harcum" 1002 200 800 2 0
"Gloucester County" "102 - Salem" 862 169 689 4 0
"Gloucester County" "103 - Peasley" 692 129 557 6 0
"Gloucester County" "201 - Courthouse" 851 222 626 2 1
"Gloucester County" "202 - Botetourt" 1308 293 1003 10 2
"Gloucester County" "301 - White Marsh" 1112 218 889 5 0
"Gloucester County" "302 - Roanes" 1335 283 1048 4 0
"Gloucester County" "401 - Hayes" 1310 323 978 8 1
"Gloucester County" "402 - Sarahs Creek" 1171 309 853 9 0
"Gloucester County" "501 - Achilles" 1765 297 1466 2 0
"Gloucester County" "502 - Walker" 1116 218 888 10 0
"Goochland County" "# Ab - Central Absentee Precinct" 940 604 330 6 0
"Goochland County" "# Ev - Central Absentee Precinct" 5490 1974 3503 13 0
"Goochland County" "# Pe - Central Absentee Precinct" 40 27 12 1 0
"Goochland County" "## Provisional" 9 4 5 0 0
"Goochland County" "101 - Fife" 601 145 449 5 2
"Goochland County" "102 - Hadensville" 968 268 697 3 0
"Goochland County" "201 - Three Square" 273 94 178 1 0
"Goochland County" "202 - Sandy Hook" 962 314 641 7 0
"Goochland County" "301 - Goochland Court House 1" 632 172 459 1 0
"Goochland County" "302 - Goochland Court House 2" 284 63 221 0 0
"Goochland County" "401 - Shallow Well" 1081 310 768 3 0
"Goochland County" "402 - Centerville" 1080 299 777 3 1
"Goochland County" "501 - Manakin" 1303 347 947 8 1
"Goochland County" "502 - Blair" 889 289 598 1 1
"Grayson County" "# Ab - Central Absentee Precinct" 359 188 164 7 0
"Grayson County" "# Ev - Central Absentee Precinct" 917 238 678 1 0
"Grayson County" "# Pe - Central Absentee Precinct" 3 1 2 0 0
"Grayson County" "## Provisional" 2 1 1 0 0
"Grayson County" "101 - Bridle Creek" 231 44 185 2 0
"Grayson County" "102 - Flatridge" 122 17 105 0 0
"Grayson County" "103 - Grant" 239 43 196 0 0
"Grayson County" "104 - Mouth Of Wilson" 133 22 110 1 0
"Grayson County" "105 - Mount Rogers" 168 24 144 0 0
"Grayson County" "106 - Rugby" 186 28 154 2 2
"Grayson County" "107 - Troutdale" 106 9 97 0 0
"Grayson County" "108 - Comers Rock" 160 28 131 0 1
"Grayson County" "202 - Elk Creek" 354 42 308 4 0
"Grayson County" "203 - Independence" 834 116 713 5 0
"Grayson County" "301 - Baywood" 533 40 493 0 0
"Grayson County" "302 - Fairview" 672 71 598 3 0
"Grayson County" "401 - Fries" 305 62 242 1 0
"Grayson County" "402 - Providence" 649 56 591 1 1
"Grayson County" "403 - Oldtown" 264 32 232 0 0
"Greene County" "# Ab - Central Absentee Precinct" 607 439 154 14 0
"Greene County" "# Ev - Central Absentee Precinct" 2865 1027 1826 9 3
"Greene County" "# Pe - Central Absentee Precinct" 29 20 8 1 0
"Greene County" "## Provisional" 3 1 2 0 0
"Greene County" "101 - Dyke" 642 121 515 6 0
"Greene County" "102 - Swift Run" 772 161 605 6 0
"Greene County" "201 - Ruckersville" 1421 414 999 6 2
"Greene County" "301 - Stanardsville" 1100 221 866 12 1
"Greene County" "401 - Midway" 1403 402 986 14 1
"Greensville County" "# Ab - Central Absentee Precinct" 295 230 62 2 1
"Greensville County" "# Ev - Central Absentee Precinct" 785 413 372 0 0
"Greensville County" "# Pe - Central Absentee Precinct" 1 1 0 0 0
"Greensville County" "## Provisional" 0 0 0 0 0
"Greensville County" "101 - Precinct 1-A" 303 160 140 2 1
"Greensville County" "102 - Precinct 1-B" 129 34 95 0 0
"Greensville County" "103 - Precinct 1-C" 179 137 40 2 0
"Greensville County" "201 - Precinct 2-A" 296 206 90 0 0
"Greensville County" "202 - Precinct 2-B" 395 113 282 0 0
"Greensville County" "302 - Precinct 3-A" 562 331 227 4 0
"Greensville County" "401 - Precinct 4-A" 209 55 154 0 0
"Greensville County" "402 - Precinct 4-B" 329 184 144 1 0
"Greensville County" "403 - Precinct 4-C" 155 51 103 1 0
"Halifax County" "# Ab - Central Absentee Precinct" 784 541 233 10 0
"Halifax County" "# Ev - Central Absentee Precinct" 3344 1430 1898 15 1
"Halifax County" "# Pe - Central Absentee Precinct" 20 13 6 1 0
"Halifax County" "## Provisional" 6 6 0 0 0
"Halifax County" "101 - Childrey" 528 152 375 1 0
"Halifax County" "102 - Liberty" 259 62 194 3 0
"Halifax County" "103 - Republican Grove" 509 162 344 2 1
"Halifax County" "201 - Clays Mill" 370 84 285 1 0
"Halifax County" "202 - Crossroads" 360 82 277 1 0
"Halifax County" "203 - Clover" 486 187 297 2 0
"Halifax County" "302 - Meadville" 202 118 82 2 0
"Halifax County" "304 - Vernon Hill" 408 99 308 1 0
"Halifax County" "305 - Sinai" 453 236 215 2 0
"Halifax County" "401 - Courthouse" 486 187 294 5 0
"Halifax County" "403 - Center" 510 150 358 2 0
"Halifax County" "502 - Dan River" 616 177 432 7 0
"Halifax County" "503 - Scottsburg" 492 74 417 1 0
"Halifax County" "601 - Black Walnut" 465 108 357 0 0
"Halifax County" "603 - Mt Carmel" 713 232 475 6 0
"Halifax County" "605 - Union" 240 55 185 0 0
"Halifax County" "701 - Hyco" 734 150 583 1 0
"Halifax County" "702 - Midway" 542 64 476 2 0
"Halifax County" "703 - Virgilina" 361 35 325 1 0
"Halifax County" "801 - South Boston" 634 400 225 9 0
"Hampton City" "# Ab - Central Absentee Precinct" 896 696 191 9 0
"Hampton City" "# Ab - Central Absentee Precinct" 3408 2917 448 40 3
"Hampton City" "# Ev - Central Absentee Precinct" 2770 1671 1090 9 0
"Hampton City" "# Ev - Central Absentee Precinct" 9113 7283 1791 38 1
"Hampton City" "# Pe - Central Absentee Precinct" 38 20 18 0 0
"Hampton City" "# Pe - Central Absentee Precinct" 163 129 27 7 0
"Hampton City" "## Provisional" 31 21 8 2 0
"Hampton City" "## Provisional" 95 82 12 1 0
"Hampton City" "101 - Aberdeen" 824 660 154 10 0
"Hampton City" "102 - Bassette" 846 759 76 11 0
"Hampton City" "103 - City Hall" 452 341 102 9 0
"Hampton City" "104 - Cooper" 1100 872 207 18 3
"Hampton City" "105 - East Hampton" 459 301 151 7 0
"Hampton City" "106 - Armstrong" 969 573 371 23 2
"Hampton City" "107 - Lindsay" 862 664 188 10 0
"Hampton City" "108 - Thomas" 891 732 151 7 1
"Hampton City" "109 - Phenix" 1005 867 129 9 0
"Hampton City" "110 - Phoebus" 319 177 137 5 0
"Hampton City" "111 - Hampton Library" 409 215 189 5 0
"Hampton City" "112 - Smith" 1172 721 431 19 1
"Hampton City" "115 - Wythe" 689 336 344 9 0
"Hampton City" "116 - Jones" 472 335 126 10 1
"Hampton City" "117 - Kecoughtan" 805 540 255 9 1
"Hampton City" "118 - Mallory" 1045 882 146 12 5
"Hampton City" "201 - Booker" 1281 516 751 14 0
"Hampton City" "202 - Bryan" 1203 594 591 18 0
"Hampton City" "203 - Burbank" 834 429 396 8 1
"Hampton City" "204 - Forrest" 903 540 352 10 1
"Hampton City" "205 - Asbury" 1943 609 1320 12 2
"Hampton City" "208 - Kraft" 1587 809 767 9 2
"Hampton City" "209 - Langley" 1030 463 550 17 0
"Hampton City" "210 - Machen" 1403 943 435 22 3
"Hampton City" "212 - Bethel" 1509 988 503 17 1
"Hampton City" "213 - Phillips" 1693 707 968 15 3
"Hampton City" "214 - Tucker Capps" 1274 703 557 14 0
"Hampton City" "215 - Tyler" 27 18 9 0 0
"Hampton City" "215 - Tyler" 237 179 55 3 0
"Hampton City" "216 - Sandy Bottom" 775 445 320 8 2
"Hampton City" "217 - Syms" 572 234 335 3 0
"Hanover County" "# Ab - Central Absentee Precinct" 5452 3323 2063 61 5
"Hanover County" "# Ev - Central Absentee Precinct" 16346 5075 11212 52 7
"Hanover County" "# Pe - Central Absentee Precinct" 146 75 65 6 0
"Hanover County" "## Provisional" 71 37 34 0 0
"Hanover County" "101 - Ashland" 824 388 429 5 2
"Hanover County" "104 - Sliding Hill" 949 362 577 9 1
"Hanover County" "105 - Berkley" 738 346 386 6 0
"Hanover County" "106 - Kersey Creek" 570 167 398 4 1
"Hanover County" "107 - Chickahominy" 769 291 474 3 1
"Hanover County" "201 - Beaverdam" 1474 237 1230 7 0
"Hanover County" "202 - Blunts" 745 219 523 3 0
"Hanover County" "203 - Wilmington Parish" 1055 241 809 5 0
"Hanover County" "206 - Courthouse" 767 277 487 2 1
"Hanover County" "208 - Oak Knoll" 808 192 609 7 0
"Hanover County" "209 - West Hanover" 336 83 253 0 0
"Hanover County" "210 - Oak Hill" 329 81 247 1 0
"Hanover County" "301 - Clay" 986 253 727 6 0
"Hanover County" "303 - Shady Grove" 1157 335 809 11 2
"Hanover County" "304 - Atlee" 2576 963 1591 20 2
"Hanover County" "305 - Cool Spring" 1178 349 821 8 0
"Hanover County" "401 - Battlefield" 1245 224 1019 1 1
"Hanover County" "403 - Cold Harbor" 1609 419 1181 9 0
"Hanover County" "404 - Black Creek" 1553 219 1330 3 1
"Hanover County" "405 - Pebble Creek" 856 267 585 4 0
"Hanover County" "406 - Beaverdam Creek" 329 97 228 3 1
"Hanover County" "502 - Rural Point" 1202 334 862 6 0
"Hanover County" "503 - Newman" 950 297 642 9 2
"Hanover County" "504 - Studley" 939 148 787 3 1
"Hanover County" "505 - Totopotomoy" 680 108 568 3 1
"Hanover County" "506 - Georgetown" 854 230 621 3 0
"Hanover County" "507 - Laurel Meadow" 1080 276 798 6 0
"Hanover County" "601 - Village" 1755 515 1229 10 1
"Hanover County" "602 - Lee Davis" 1371 356 1006 9 0
"Hanover County" "603 - Mechanicsville" 897 290 601 5 1
"Hanover County" "604 - Hanover Grove" 818 223 592 3 0
"Hanover County" "701 - Farrington" 1107 235 866 6 0
"Hanover County" "702 - Montpelier" 1143 332 807 4 0
"Hanover County" "703 - Rockville" 1319 311 1001 4 3
"Hanover County" "704 - Elmont" 1330 410 909 10 1
"Hanover County" "705 - South Anna" 751 168 578 5 0
"Harrisonburg City" "# Ab - Central Absentee Precinct" 605 484 113 8 0
"Harrisonburg City" "# Ev - Central Absentee Precinct" 4132 2620 1490 19 3
"Harrisonburg City" "# Pe - Central Absentee Precinct" 64 51 9 4 0
"Harrisonburg City" "## Provisional" 16 12 4 0 0
"Harrisonburg City" "101 - Northeast" 1003 592 393 16 2
"Harrisonburg City" "102 - East Central" 491 307 178 6 0
"Harrisonburg City" "103 - Southeast" 987 572 398 15 2
"Harrisonburg City" "104 - East" 857 435 408 14 0
"Harrisonburg City" "105 - South East Central" 276 203 64 9 0
"Harrisonburg City" "201 - Northwest" 962 494 455 12 1
"Harrisonburg City" "202 - Southwest" 1005 554 432 17 2
"Harrisonburg City" "203 -  West" 939 488 438 11 2
"Henrico County" "# Ab - Central Absentee Precinct" 2817 2384 380 47 6
"Henrico County" "# Ab - Central Absentee Precinct" 9983 7326 2539 108 10
"Henrico County" "# Ev - Central Absentee Precinct" 9577 7616 1877 77 7
"Henrico County" "# Ev - Central Absentee Precinct" 22857 13071 9696 83 7
"Henrico County" "# Pe - Central Absentee Precinct" 414 352 46 15 1
"Henrico County" "# Pe - Central Absentee Precinct" 1962 1369 567 24 2
"Henrico County" "## Provisional" 90 73 15 2 0
"Henrico County" "## Provisional" 266 175 85 6 0
"Henrico County" "101 - Coalpit" 1710 726 968 14 2
"Henrico County" "102 - Dumbarton" 1002 656 328 16 2
"Henrico County" "103 - Glen Allen" 1808 674 1120 10 4
"Henrico County" "105 - Greendale" 1291 690 574 25 2
"Henrico County" "106 - Hermitage" 1280 644 624 12 0
"Henrico County" "108 - Hungary Creek" 1469 678 776 13 2
"Henrico County" "109 - Hunton" 545 181 360 4 0
"Henrico County" "110 - Johnson" 1415 858 523 31 3
"Henrico County" "111 - Lakeside" 1685 869 782 31 3
"Henrico County" "112 - Longan" 1153 524 618 10 1
"Henrico County" "113 - Maude Trevvett" 570 258 306 4 2
"Henrico County" "114 - Monument Hills" 621 314 304 2 1
"Henrico County" "115 - Staples Mill" 1477 635 830 11 1
"Henrico County" "117 - Westwood" 907 499 396 12 0
