COUNTY AREA TOTAL DEM REP Walters Schiess SCATTERING
MILWAUKEE "City of MILWAUKEE Ward 25" 595 543 52 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 26" 575 516 57 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 27" 512 450 62 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 28" 192 163 29 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 29" 265 244 21 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 30" 622 554 66 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 31" 527 485 42 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 32" 1211 1026 183 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 33" 1782 1221 560 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 34" 907 719 186 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 35" 741 535 204 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 36" 660 580 75 0 0 5
MILWAUKEE "City of MILWAUKEE Ward 37" 586 536 49 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 38" 532 497 35 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 39" 605 536 69 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 40" 510 482 27 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 41" 543 508 35 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 42" 771 721 48 1 1 0
MILWAUKEE "City of MILWAUKEE Ward 43" 202 190 11 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 44" 772 713 59 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 45" 731 689 40 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 46" 407 386 19 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 47" 746 714 32 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 48" 372 336 36 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 49" 548 518 30 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 50" 453 420 31 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 51" 427 413 14 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 52" 666 622 43 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 53" 305 288 16 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 54" 394 384 10 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 55" 959 811 148 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 56" 577 560 17 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 57" 716 708 8 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 58" 535 518 17 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 59" 1143 1112 29 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 60" 732 716 16 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 61" 626 610 14 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 62" 493 481 12 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 63" 516 507 8 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 64" 1028 989 39 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 65" 893 862 29 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 66" 512 505 7 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 67" 433 423 10 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 68" 842 777 65 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 69" 670 636 33 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 70" 1022 979 41 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 71" 564 533 31 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 72" 787 735 50 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 73" 872 792 80 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 74" 558 503 55 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 75" 600 493 107 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 76" 565 522 42 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 77" 527 445 79 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 78" 903 779 122 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 79" 939 801 138 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 80" 1226 924 297 0 0 5
MILWAUKEE "City of MILWAUKEE Ward 81" 526 341 185 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 82" 705 437 267 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 83" 828 525 303 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 84" 617 412 205 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 85" 860 554 304 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 86" 838 558 280 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 87" 517 365 152 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 88" 678 522 155 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 89" 851 635 212 0 0 4
MILWAUKEE "City of MILWAUKEE Ward 90" 813 639 173 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 91" 1145 1042 102 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 92" 1169 923 243 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 93" 582 415 166 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 94" 352 328 24 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 95" 450 424 26 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 96" 881 790 91 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 97" 775 614 161 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 98" 559 537 22 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 99" 955 883 72 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 100" 617 593 23 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 101" 820 795 25 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 102" 955 919 35 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 103" 1174 1116 57 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 104" 899 880 17 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 105" 407 394 12 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 106" 319 313 5 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 107" 552 546 6 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 108" 527 518 8 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 109" 591 581 9 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 110" 331 326 5 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 111" 427 420 6 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 112" 490 481 7 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 113" 457 448 8 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 114" 441 436 5 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 115" 739 728 9 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 116" 344 338 6 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 117" 433 425 7 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 118" 503 487 15 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 119" 539 529 10 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 120" 429 418 11 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 121" 567 548 18 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 122" 606 586 20 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 123" 798 754 44 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 124" 528 479 49 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 125" 1069 959 110 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 126" 826 778 46 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 127" 1212 1001 206 0 0 5
MILWAUKEE "City of MILWAUKEE Ward 128" 1348 1101 244 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 129" 912 726 184 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 130" 1031 766 261 0 0 4
MILWAUKEE "City of MILWAUKEE Ward 131" 1038 782 254 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 132" 1474 1109 362 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 133" 744 643 97 0 0 4
MILWAUKEE "City of MILWAUKEE Ward 134" 838 713 122 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 135" 1008 872 133 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 136" 972 829 142 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 137" 607 531 76 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 138" 1882 1756 123 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 139" 1169 1101 66 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 140" 376 356 19 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 141" 463 437 22 0 0 4
MILWAUKEE "City of MILWAUKEE Ward 142" 546 534 12 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 143" 403 392 11 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 144" 345 335 8 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 145" 217 211 5 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 146" 188 183 5 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 147" 683 664 18 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 148" 453 448 4 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 149" 590 574 14 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 150" 493 475 18 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 151" 369 358 11 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 152" 318 310 7 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 153" 572 544 28 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 154" 452 434 17 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 155" 366 354 11 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 156" 619 584 33 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 157" 449 410 39 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 158" 415 393 21 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 159" 378 351 27 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 160" 529 512 17 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 161" 153 146 7 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 162" 298 293 5 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 163" 537 513 23 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 164" 730 641 88 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 165" 662 545 115 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 166" 276 231 45 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 167" 766 638 127 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 168" 1359 1101 257 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 169" 397 383 14 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 170" 304 295 7 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 171" 124 120 4 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 172" 395 372 23 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 173" 509 486 19 0 0 4
MILWAUKEE "City of MILWAUKEE Ward 174" 704 678 20 0 0 6
MILWAUKEE "City of MILWAUKEE Ward 175" 481 445 36 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 176" 625 605 20 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 177" 1796 1455 337 0 0 4
MILWAUKEE "City of MILWAUKEE Ward 178" 1345 1103 238 0 0 4
MILWAUKEE "City of MILWAUKEE Ward 179" 1429 1227 200 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 180" 1042 854 185 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 181" 1423 1097 323 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 182" 1390 1139 243 0 0 8
MILWAUKEE "City of MILWAUKEE Ward 183" 1949 1500 447 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 184" 1300 957 343 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 185" 1697 1292 404 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 186" 2027 1412 612 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 187" 558 429 129 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 188" 432 336 91 0 0 5
MILWAUKEE "City of MILWAUKEE Ward 189" 563 474 88 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 190" 979 745 230 0 0 4
MILWAUKEE "City of MILWAUKEE Ward 191" 650 472 177 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 192" 709 584 124 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 193" 432 409 22 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 194" 465 422 43 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 195" 385 360 24 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 196" 607 549 57 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 197" 278 251 26 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 198" 588 524 60 0 0 4
MILWAUKEE "City of MILWAUKEE Ward 199" 488 458 30 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 200" 363 324 38 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 201" 327 293 33 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 202" 669 562 104 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 203" 913 730 182 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 204" 754 582 169 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 205" 686 518 167 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 206" 494 383 111 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 207" 655 425 230 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 208" 712 463 247 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 209" 652 359 290 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 210" 617 322 295 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 211" 604 382 220 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 212" 738 476 260 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 213" 751 515 232 0 0 4
MILWAUKEE "City of MILWAUKEE Ward 214" 457 367 88 0 1 1
MILWAUKEE "City of MILWAUKEE Ward 215" 271 243 27 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 216" 267 220 47 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 217" 540 448 90 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 218" 594 501 91 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 219" 391 318 72 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 220" 486 406 79 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 221" 811 681 129 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 222" 432 366 66 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 223" 518 427 90 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 224" 362 298 64 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 225" 368 303 63 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 226" 203 188 14 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 227" 555 483 72 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 228" 275 249 26 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 229" 263 233 30 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 230" 520 470 50 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 231" 218 188 30 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 232" 157 132 25 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 233" 170 151 19 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 234" 368 324 44 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 235" 1344 1083 258 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 236" 375 333 42 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 237" 480 447 33 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 238" 373 327 45 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 239" 340 301 39 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 240" 442 403 38 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 241" 1014 843 166 0 0 5
MILWAUKEE "City of MILWAUKEE Ward 242" 795 652 143 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 243" 1007 776 229 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 244" 817 661 156 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 245" 670 522 147 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 246" 1156 962 193 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 247" 583 480 101 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 248" 1143 957 183 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 249" 314 258 54 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 250" 272 238 34 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 251" 217 183 33 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 252" 374 310 64 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 253" 177 147 30 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 254" 174 150 24 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 255" 192 165 27 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 256" 219 192 27 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 257" 514 445 69 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 258" 603 491 110 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 259" 417 346 71 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 260" 343 256 86 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 261" 455 319 136 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 262" 903 575 327 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 263" 467 324 141 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 264" 944 593 348 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 265" 528 337 191 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 266" 582 308 272 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 267" 511 323 186 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 268" 1169 701 461 0 0 7
MILWAUKEE "City of MILWAUKEE Ward 269" 707 444 261 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 270" 705 380 322 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 271" 1156 674 478 0 0 4
MILWAUKEE "City of MILWAUKEE Ward 272" 914 499 414 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 273" 520 282 236 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 274" 493 239 253 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 275" 1120 684 434 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 276" 1052 586 461 0 0 5
MILWAUKEE "City of MILWAUKEE Ward 277" 1037 631 404 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 278" 603 341 260 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 279" 814 503 307 0 0 4
MILWAUKEE "City of MILWAUKEE Ward 280" 1375 992 381 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 281" 653 456 194 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 282" 254 196 57 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 283" 569 394 172 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 284" 576 463 109 0 0 4
MILWAUKEE "City of MILWAUKEE Ward 285" 141 108 32 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 286" 387 294 91 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 287" 449 320 127 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 288" 897 629 267 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 289" 518 377 141 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 290" 446 357 88 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 291" 441 348 90 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 292" 534 400 134 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 293" 706 478 227 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 294" 559 378 180 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 295" 684 520 162 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 296" 869 623 243 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 297" 787 620 166 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 298" 675 530 143 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 299" 772 577 193 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 300" 1132 894 235 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 301" 1025 714 309 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 302" 673 409 263 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 303" 1047 672 371 0 0 4
MILWAUKEE "City of MILWAUKEE Ward 304" 740 472 268 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 305" 804 525 276 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 306" 629 460 167 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 307" 649 427 220 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 308" 539 423 116 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 309" 990 606 381 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 310" 242 184 58 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 311" 544 336 208 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 312" 793 478 314 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 313" 1435 837 594 0 0 4
MILWAUKEE "City of MILWAUKEE Ward 314" 601 316 284 0 0 1
MILWAUKEE "City of MILWAUKEE Ward 315" 1085 632 450 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 316" 642 391 249 0 0 2
MILWAUKEE "City of MILWAUKEE Ward 317" 762 494 265 0 0 3
MILWAUKEE "City of MILWAUKEE Ward 320" 39 37 2 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 321" 150 139 11 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 322" 95 81 14 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 323" 194 160 34 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 324" 85 77 8 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 325" 361 312 49 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 326" 4 1 3 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 327" 0 0 0 0 0 0
MILWAUKEE "City of OAK CREEK Wards 1-3" 2769 1418 1349 0 0 2
MILWAUKEE "City of OAK CREEK Wards 4-6" 2448 1331 1114 0 0 3
MILWAUKEE "City of OAK CREEK Wards 7-9" 2804 1437 1362 0 0 5
MILWAUKEE "City of OAK CREEK Wards 10-12" 2908 1369 1528 0 0 11
MILWAUKEE "City of OAK CREEK Wards 13-15" 3010 1337 1668 0 0 5
MILWAUKEE "City of OAK CREEK Wards 16-19" 2237 1285 947 0 0 5
MILWAUKEE "City of ST. FRANCIS Wards 1-4" 1425 887 531 1 0 6
MILWAUKEE "City of ST. FRANCIS Wards 5-8" 1567 977 588 0 0 2
MILWAUKEE "City of ST. FRANCIS Wards 9-12" 1749 1130 617 0 0 2
MILWAUKEE "City of SOUTH MILWAUKEE Wards 1-4" 2306 1353 946 0 0 7
MILWAUKEE "City of SOUTH MILWAUKEE Wards 5-8" 2045 1152 888 0 0 5
MILWAUKEE "City of SOUTH MILWAUKEE Wards 9-12" 2613 1439 1165 0 0 9
MILWAUKEE "City of SOUTH MILWAUKEE Wards 13-16" 2250 1252 992 0 0 6
MILWAUKEE "City of WAUWATOSA Ward 1" 1185 801 382 0 0 2
MILWAUKEE "City of WAUWATOSA Ward 2" 1152 834 317 0 0 1
MILWAUKEE "City of WAUWATOSA Ward 3" 1250 819 428 0 0 3
MILWAUKEE "City of WAUWATOSA Ward 4" 1682 1043 634 0 0 5
MILWAUKEE "City of WAUWATOSA Ward 5" 905 577 325 0 0 3
MILWAUKEE "City of WAUWATOSA Ward 6" 913 621 291 0 0 1
MILWAUKEE "City of WAUWATOSA Ward 7" 1416 896 517 0 0 3
MILWAUKEE "City of WAUWATOSA Ward 8" 649 348 300 0 0 1
MILWAUKEE "City of WAUWATOSA Ward 9" 1244 681 560 0 0 3
MILWAUKEE "City of WAUWATOSA Ward 10" 1144 812 332 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 11" 1172 808 360 0 0 4
MILWAUKEE "City of WAUWATOSA Ward 12" 1401 809 591 0 0 1
MILWAUKEE "City of WAUWATOSA Ward 13" 641 445 193 0 0 3
MILWAUKEE "City of WAUWATOSA Ward 14" 1222 851 370 0 0 1
MILWAUKEE "City of WAUWATOSA Ward 15" 1283 960 318 0 0 5
MILWAUKEE "City of WAUWATOSA Ward 16" 1419 837 579 0 0 3
MILWAUKEE "City of WAUWATOSA Ward 17" 1187 602 582 0 0 3
MILWAUKEE "City of WAUWATOSA Ward 18" 961 594 365 0 0 2
MILWAUKEE "City of WAUWATOSA Ward 19" 1069 662 405 0 0 2
MILWAUKEE "City of WAUWATOSA Ward 20" 1389 775 609 0 0 5
MILWAUKEE "City of WAUWATOSA Ward 21" 995 531 462 0 0 2
MILWAUKEE "City of WAUWATOSA Ward 22" 1111 662 447 0 0 2
MILWAUKEE "City of WAUWATOSA Ward 23" 1065 590 474 0 0 1
MILWAUKEE "City of WAUWATOSA Ward 24" 896 574 321 0 0 1
MILWAUKEE "City of WEST ALLIS Ward 1" 777 515 261 0 0 1
MILWAUKEE "City of WEST ALLIS Ward 2" 949 656 289 0 0 4
MILWAUKEE "City of WEST ALLIS Ward 3" 707 479 227 0 0 1
MILWAUKEE "City of WEST ALLIS Ward 4" 1102 651 447 0 0 4
MILWAUKEE "City of WEST ALLIS Ward 5" 891 551 339 0 0 1
MILWAUKEE "City of WEST ALLIS Ward 6" 803 482 317 0 0 4
MILWAUKEE "City of WEST ALLIS Ward 7" 954 589 363 0 0 2
MILWAUKEE "City of WEST ALLIS Ward 8" 878 542 331 0 0 5
MILWAUKEE "City of WEST ALLIS Ward 9" 1114 656 451 1 0 6
MILWAUKEE "City of WEST ALLIS Ward 10" 966 570 392 0 0 4
MILWAUKEE "City of WEST ALLIS Ward 11" 1197 647 546 0 0 4
MILWAUKEE "City of WEST ALLIS Ward 12" 1071 547 523 0 0 1
MILWAUKEE "City of WEST ALLIS Ward 13" 1450 755 692 0 0 3
MILWAUKEE "City of WEST ALLIS Ward 14" 812 503 306 0 0 3
MILWAUKEE "City of WEST ALLIS Ward 15" 848 485 358 0 0 5
MILWAUKEE "City of WEST ALLIS Ward 16" 835 448 386 0 0 1
MILWAUKEE "City of WEST ALLIS Ward 17" 1162 634 524 0 0 4
MILWAUKEE "City of WEST ALLIS Ward 18" 1408 739 666 0 0 3
MILWAUKEE "City of WEST ALLIS Ward 19" 1236 661 572 0 0 3
MILWAUKEE "City of WEST ALLIS Ward 20" 849 495 352 0 0 2
MILWAUKEE "City of WEST ALLIS Ward 21" 1081 630 447 0 0 4
MILWAUKEE "City of WEST ALLIS Ward 22" 876 498 376 0 0 2
MILWAUKEE "City of WEST ALLIS Ward 23" 1232 646 585 0 0 1
MILWAUKEE "City of WEST ALLIS Ward 24" 725 444 278 0 0 3
MILWAUKEE "City of WEST ALLIS Ward 25" 1179 607 568 0 0 4
