DIST COUNTY AREA TOTAL DEM REP CPF REF GRE LPF PSL OverVotes UnderVotes WriteinVotes
NA Hillsborough 929 0 2992 2827 1 2 5 23 1 10 18 6
NA Hillsborough 930 0 843 832 2 2 1 19 2 3 1 6
NA Hillsborough 931 0 403 507 0 1 2 7 0 0 3 4
NA Hillsborough 932 0 2479 1537 2 5 11 34 4 12 11 17
NA Hillsborough 933 0 397 488 0 0 1 7 0 1 1 0
NA Hillsborough 934 0 1066 1316 1 3 1 26 1 1 5 3
NA Hillsborough 935 0 603 1203 2 0 0 16 1 4 3 2
NA Hillsborough 936 0 547 1135 0 0 3 10 0 0 5 3
NA Hillsborough 937 0 667 1745 1 0 1 16 0 1 6 3
NA Hillsborough 938 0 60 131 0 0 0 1 0 0 0 1
NA Hillsborough 939 0 1168 1840 2 0 2 28 1 1 9 10
NA Hillsborough 940 0 26 50 0 0 2 0 0 0 1 1
NA Hillsborough 941 0 427 1071 0 1 5 5 0 1 2 1
NA Hillsborough 942 0 2708 1357 3 4 8 43 6 5 9 11
NA Hillsborough 943 0 652 596 1 2 1 21 0 3 5 1
NA Hillsborough 944 0 2976 1824 4 4 2 45 7 10 7 8
NA Hillsborough 945 0 225 401 0 0 0 3 0 2 2 1
NA Hillsborough 946 0 4609 2946 3 6 16 81 4 17 12 25
NA Hillsborough 947 0 2430 1677 4 1 4 36 4 4 9 10
NA Hillsborough 948 0 534 563 1 1 1 12 2 2 5 4
NA Hillsborough 949 0 2701 2504 3 1 12 35 2 9 12 13
NA Hillsborough 950 0 1475 1578 2 2 5 24 2 14 3 1
NA Hillsborough 951 0 637 888 0 2 1 9 1 2 3 4
NA Hillsborough 952 0 893 1237 2 0 2 10 1 0 7 6
NA Hillsborough 953 0 1417 1837 1 5 7 29 2 3 10 5
NA Hillsborough 954 0 370 151 0 1 1 6 2 2 0 1
NA Hillsborough 955 0 1770 1812 2 5 5 46 2 10 13 16
NA Hillsborough 956 0 1137 1193 1 1 7 19 1 4 10 10
NA Hillsborough 957 0 902 809 2 4 0 11 3 4 1 6
NA Hillsborough 958 0 1233 735 0 2 3 28 4 2 4 4
NA Hillsborough 959 0 2296 1242 0 5 10 35 1 2 2 12
NA Hillsborough 960 0 254 502 0 1 0 3 2 0 1 3
NA Hillsborough 961 0 658 368 1 0 2 9 3 4 5 6
NA Hillsborough 962 0 1317 856 2 2 2 21 1 1 8 8
NA Hillsborough 963 0 14 24 0 0 0 0 0 1 0 0
NA Hillsborough 964 0 297 55 0 0 1 2 0 1 1 0
NA Hillsborough 965 0 1462 276 0 1 4 15 0 7 3 3
NA Hillsborough 966 0 489 514 0 0 2 9 2 0 3 1
NA Hillsborough 967 0 784 291 0 1 2 5 1 5 1 1
NA Hillsborough 968 0 1389 600 1 3 2 15 5 9 5 9
NA Hillsborough 969 0 128 135 0 0 0 0 1 1 0 0
NA Hillsborough 970 0 95 139 0 0 2 2 0 1 0 0
NA Hillsborough 971 0 756 398 0 1 3 13 0 14 7 2
NA Hillsborough 972 0 1433 759 2 2 9 27 1 2 4 6
NA Hillsborough 973 0 603 237 0 2 1 4 1 2 2 3
NA Hillsborough 974 0 317 178 0 1 1 8 0 2 1 3
NA Hillsborough 979 0 1149 723 0 3 4 20 2 4 10 4
NA Hillsborough 980 0 784 518 1 3 3 20 2 0 6 12
NA Hillsborough 981 0 1111 732 0 2 4 19 1 3 4 5
NA Hillsborough 982 0 680 544 1 0 1 14 0 0 1 2
NA Hillsborough 983 0 722 625 1 0 2 13 0 0 6 5
NA Hillsborough 999 0 533 398 1 0 2 27 0 0 3 6
NA Holmes 1 0 110 848 0 1 1 15 0 4 2 4
NA Holmes 2 0 91 874 0 1 1 4 0 1 2 0
NA Holmes 3 0 76 683 1 0 0 5 0 1 2 0
NA Holmes 4 0 127 1152 0 0 2 5 0 2 3 1
NA Holmes 5 0 28 452 1 0 1 0 0 1 1 0
NA Holmes 6 0 143 1810 0 0 2 6 1 5 5 1
NA Holmes 7 0 161 1356 1 0 2 5 0 3 2 4
NA Holmes 8 0 188 905 1 0 0 8 0 3 2 0
NA "Indian River" 1 0 5 36 1 0 0 0 0 0 0 0
NA "Indian River" 10 0 2121 3380 0 2 7 31 0 12 8 9
NA "Indian River" 11 0 527 735 1 0 1 0 0 0 7 3
NA "Indian River" 12 0 371 913 0 0 0 4 0 1 2 2
NA "Indian River" 13 0 2378 3761 1 1 3 26 1 6 32 15
NA "Indian River" 14 0 1005 1223 1 0 0 7 0 1 14 16
NA "Indian River" 15 0 144 305 1 0 0 0 0 0 8 3
NA "Indian River" 16 0 1266 2309 2 0 3 7 1 1 37 20
NA "Indian River" 17 0 1550 2360 3 2 4 25 0 1 14 15
NA "Indian River" 18 0 1082 1956 0 2 0 8 1 1 20 13
NA "Indian River" 19 0 1204 1940 0 1 5 14 0 1 8 13
NA "Indian River" 2 0 639 300 0 0 1 3 0 6 2 2
NA "Indian River" 20 0 214 309 2 0 0 2 1 2 2 1
NA "Indian River" 21 0 1926 420 0 0 5 9 2 9 3 8
NA "Indian River" 22 0 1321 2153 2 1 2 21 0 11 11 8
NA "Indian River" 23 0 887 1097 2 1 4 17 2 2 8 4
NA "Indian River" 24 0 312 299 0 0 4 5 1 2 1 0
NA "Indian River" 26 0 846 845 0 0 1 5 4 3 3 4
NA "Indian River" 27 0 1427 2265 2 3 7 31 3 0 10 11
NA "Indian River" 28 0 4649 6699 2 9 14 84 8 18 32 25
NA "Indian River" 29 0 51 136 0 0 0 0 0 0 0 0
NA "Indian River" 3 0 247 835 1 1 0 1 0 1 3 0
NA "Indian River" 30 0 1037 1801 1 3 7 35 1 6 8 10
NA "Indian River" 31 0 1007 1942 4 1 4 15 0 2 13 7
NA "Indian River" 32 0 1870 3573 3 1 6 38 1 3 12 13
NA "Indian River" 33 0 932 1521 0 3 2 15 1 1 9 6
NA "Indian River" 34 0 1203 2160 1 2 6 17 1 7 7 6
NA "Indian River" 35 0 1042 1716 0 0 3 7 1 2 11 5
NA "Indian River" 36 0 691 1309 0 3 6 10 0 2 3 7
NA "Indian River" 4 0 3 22 0 0 0 0 0 0 0 0
NA "Indian River" 5 0 1426 2775 1 3 8 33 1 6 7 8
NA "Indian River" 6 0 457 841 2 0 3 4 0 3 1 5
NA "Indian River" 7 0 640 1101 1 1 4 7 1 4 6 3
NA "Indian River" 8 0 1419 2462 2 1 0 31 2 2 13 10
NA "Indian River" 9 0 1945 3373 2 2 7 22 0 5 16 7
NA Jackson 1 0 451 859 0 0 1 9 0 5 0 7
NA Jackson 10 0 675 855 1 1 0 8 1 0 5 0
NA Jackson 11 0 393 1447 1 2 2 3 3 5 4 1
NA Jackson 12 0 506 1080 0 4 0 8 1 5 1 3
NA Jackson 13 0 399 335 1 0 0 2 0 0 4 0
NA Jackson 14 0 429 1586 0 2 5 18 1 6 7 1
NA Jackson 2 0 654 291 0 0 0 5 0 7 4 1
NA Jackson 3 0 805 1885 0 0 1 19 1 2 10 5
NA Jackson 4 0 502 2258 1 0 1 11 1 0 9 8
NA Jackson 5 0 124 422 0 0 0 0 0 3 1 1
NA Jackson 6 0 1026 940 1 1 0 11 1 7 1 2
NA Jackson 7 0 466 1854 0 1 1 11 3 6 5 9
NA Jackson 8 0 93 702 0 1 0 3 0 1 0 1
NA Jackson 9 0 243 974 0 1 2 8 1 5 1 3
NA Jefferson 1 0 211 322 0 0 2 7 0 0 1 3
NA Jefferson 10 0 306 373 1 1 1 3 1 3 0 2
NA Jefferson 11 0 288 480 1 0 2 7 0 4 4 1
NA Jefferson 12 0 247 391 1 0 3 3 0 0 0 1
NA Jefferson 13 0 46 98 0 0 0 0 0 1 2 1
NA Jefferson 14 0 98 45 0 1 0 0 0 2 0 1
NA Jefferson 15 0 173 342 0 0 2 1 0 0 2 1
NA Jefferson 16 0 56 60 0 0 0 0 0 0 0 0
NA Jefferson 2 0 100 189 0 0 0 0 0 0 1 1
NA Jefferson 3 0 118 124 0 0 0 2 0 0 0 0
NA Jefferson 4 0 245 450 0 0 0 2 0 0 4 4
NA Jefferson 5 0 593 221 0 1 0 5 0 5 3 2
NA Jefferson 6 0 321 257 1 0 0 3 1 2 3 0
NA Jefferson 7 0 348 338 1 0 2 5 1 0 4 0
NA Jefferson 8 0 438 406 0 0 1 5 1 2 2 2
NA Jefferson 9 0 309 383 0 1 0 3 0 0 2 1
NA Lafayette 1 0 76 675 0 1 1 5 0 1 3 0
NA Lafayette 2 0 72 507 0 0 0 4 1 1 2 0
NA Lafayette 3 0 92 797 1 0 1 3 0 4 5 0
NA Lafayette 4 0 101 847 0 0 0 1 0 7 1 0
NA Lafayette 5 0 169 302 1 0 0 1 0 2 1 0
NA Lake 1 0 219 804 1 1 0 2 1 2 6 0
NA Lake 10 0 343 772 2 0 3 13 1 2 4 2
NA Lake 100 0 1190 2615 3 1 7 34 1 2 17 1
NA Lake 101 0 475 727 0 0 0 3 0 1 5 0
NA Lake 102 0 504 645 0 0 0 1 0 3 6 0
NA Lake 103 0 583 888 0 2 0 2 1 0 5 0
NA Lake 104 0 515 668 1 0 0 2 0 0 11 0
NA Lake 105 0 492 1034 0 0 1 9 0 0 5 0
NA Lake 106 0 809 902 0 0 0 5 0 2 14 0
NA Lake 107 0 191 462 0 0 1 1 0 1 1 0
NA Lake 108 0 2 1 0 0 0 0 0 0 0 0
NA Lake 11 0 840 1142 0 0 5 6 1 0 3 0
NA Lake 12 0 753 1453 0 0 4 11 2 1 4 0
NA Lake 13 0 361 867 0 0 0 9 0 0 6 0
NA Lake 14 0 1335 1559 3 3 5 17 3 3 9 0
NA Lake 15 0 1314 1023 2 2 3 22 1 4 8 0
NA Lake 16 0 742 1613 1 1 1 22 2 2 10 0
NA Lake 17 0 384 1165 2 0 1 14 0 2 2 0
NA Lake 18 0 417 1210 0 1 3 10 0 1 2 0
NA Lake 19 0 660 1063 1 1 6 15 1 1 10 0
NA Lake 2 0 218 844 0 0 1 4 0 1 5 0
NA Lake 20 0 1034 1931 2 1 4 6 0 0 8 0
NA Lake 21 0 572 1503 0 1 3 21 1 2 6 0
NA Lake 22 0 3560 4235 2 5 17 80 2 5 34 0
NA Lake 23 0 2558 2965 2 3 7 48 4 4 30 0
NA Lake 24 0 303 920 0 1 1 5 1 1 5 0
NA Lake 25 0 929 2246 0 1 5 30 2 3 10 0
NA Lake 26 0 1053 1010 3 0 3 14 0 4 9 0
NA Lake 27 0 513 159 0 0 1 1 1 7 4 0
NA Lake 28 0 347 307 1 0 1 3 0 3 3 0
NA Lake 29 0 406 621 1 2 1 8 2 4 0 0
NA Lake 3 0 265 997 0 0 1 5 0 0 3 0
NA Lake 30 0 697 1522 0 3 2 16 0 1 10 0
NA Lake 31 0 719 864 1 2 3 6 1 1 11 0
NA Lake 32 0 1266 2324 3 1 4 23 1 6 24 0
NA Lake 33 0 319 873 0 0 1 12 1 3 4 0
NA Lake 34 0 166 423 0 1 0 7 2 3 0 0
NA Lake 35 0 943 1305 0 1 3 18 2 4 18 0
NA Lake 36 0 497 914 0 1 2 1 0 2 5 0
NA Lake 37 0 468 822 0 1 1 2 2 1 3 0
NA Lake 38 0 952 1758 3 3 3 23 1 3 13 0
NA Lake 39 0 704 1303 0 0 3 17 0 1 16 0
NA Lake 4 0 435 1478 2 2 4 16 2 1 6 0
NA Lake 40 0 384 539 0 1 2 6 1 2 9 0
NA Lake 41 0 223 577 0 0 0 3 0 2 3 0
NA Lake 42 0 1235 1788 1 3 2 32 2 4 18 0
NA Lake 43 0 1444 1610 1 2 9 23 0 11 24 2
NA Lake 44 0 712 734 2 2 2 6 0 7 8 0
NA Lake 45 0 864 1102 1 3 2 13 0 3 9 0
NA Lake 46 0 407 633 1 0 0 5 1 0 4 0
NA Lake 47 0 1182 1953 0 5 3 18 2 3 11 0
NA Lake 48 0 1208 1484 2 1 2 17 3 11 15 0
NA Lake 49 0 702 1535 2 2 1 21 0 4 10 0
NA Lake 5 0 525 1292 2 2 3 14 0 3 5 0
NA Lake 50 0 488 435 0 0 0 10 0 1 5 0
NA Lake 51 0 172 276 0 2 0 1 1 1 2 0
NA Lake 52 0 2289 2432 0 2 6 35 3 13 30 0
NA Lake 54 0 233 769 0 0 0 11 0 1 3 0
NA Lake 56 0 232 324 0 0 0 1 0 0 2 0
NA Lake 57 0 473 86 1 1 3 6 1 0 3 0
NA Lake 58 0 1481 1593 0 1 2 37 1 5 24 0
NA Lake 59 0 804 1708 0 2 1 11 1 2 3 0
NA Lake 6 0 1593 1946 0 1 9 31 2 10 20 0
NA Lake 60 0 245 414 0 0 0 2 0 3 5 0
NA Lake 61 0 966 1656 1 1 2 4 3 3 12 0
NA Lake 62 0 1046 3322 1 2 5 31 0 3 15 0
NA Lake 63 0 344 603 0 1 2 2 1 2 3 0
NA Lake 65 0 857 1498 0 2 0 4 0 4 7 0
NA Lake 67 0 918 2129 0 2 3 13 0 1 14 0
NA Lake 68 0 727 811 0 1 6 11 1 9 7 1
NA Lake 69 0 203 418 0 0 1 2 1 1 2 0
NA Lake 7 0 467 675 0 0 2 9 0 0 10 0
NA Lake 70 0 276 519 0 0 0 2 0 0 2 0
NA Lake 71 0 170 865 0 0 2 2 0 1 7 0
NA Lake 72 0 457 764 0 0 1 3 0 2 4 0
NA Lake 73 0 475 854 1 0 0 2 1 0 1 0
NA Lake 74 0 445 805 1 0 0 3 0 2 5 0
NA Lake 75 0 517 992 1 2 1 3 0 6 8 0
NA Lake 76 0 138 225 0 0 0 0 0 0 3 0
NA Lake 77 0 120 178 0 1 0 0 0 0 3 0
NA Lake 78 0 1061 1779 0 1 1 9 0 1 14 0
NA Lake 79 0 2962 3047 7 2 4 38 1 10 34 3
NA Lake 8 0 1042 2237 0 2 6 23 1 3 10 0
NA Lake 80 0 959 1582 2 1 3 22 3 9 11 0
NA Lake 81 0 1375 1653 0 1 1 23 1 2 12 1
NA Lake 82 0 2479 1557 0 1 6 47 3 2 15 1
NA Lake 83 0 829 1378 2 0 0 2 1 1 12 0
NA Lake 84 0 3949 2660 2 7 13 55 9 6 26 1
NA Lake 85 0 422 794 0 1 0 2 0 2 2 0
NA Lake 86 0 472 681 0 0 2 6 0 1 5 0
NA Lake 87 0 740 825 0 0 0 10 0 0 3 0
NA Lake 88 0 1245 2030 2 5 5 21 2 2 15 0
NA Lake 89 0 2794 2770 3 3 5 30 3 7 27 1
NA Lake 9 0 183 713 0 0 0 7 1 2 2 0
NA Lake 90 0 498 587 0 1 0 18 0 1 3 1
NA Lake 91 0 307 1053 0 1 0 2 1 1 8 1
NA Lake 92 0 539 1345 2 1 4 13 1 1 5 0
NA Lake 93 0 834 1470 2 3 4 16 0 1 8 0
NA Lake 94 0 621 1711 0 3 8 17 1 1 5 0
NA Lake 95 0 1184 1435 1 2 3 28 0 2 5 1
NA Lake 96 0 404 690 0 0 1 0 1 0 1 0
NA Lake 97 0 1933 1461 1 2 5 37 3 5 17 0
NA Lake 98 0 177 202 1 0 0 0 0 5 3 0
NA Lake 99 0 421 718 0 0 0 1 0 2 3 0
NA Lee 1 0 419 1678 1 0 1 20 0 5 10 0
NA Lee 10 0 1484 1780 0 2 2 20 1 3 8 0
NA Lee 100 0 1022 1718 1 0 1 3 0 4 8 0
NA Lee 101 0 1054 2390 0 0 0 15 2 6 7 0
NA Lee 102 0 1160 2548 1 1 3 16 2 11 11 0
NA Lee 103 0 1543 2456 0 4 5 18 0 12 8 0
NA Lee 104 0 1275 2211 2 1 3 14 1 6 6 0
NA Lee 105 0 1550 2424 0 1 6 20 1 9 7 0
NA Lee 106 0 1252 2021 0 0 2 21 2 8 7 0
NA Lee 107 0 1644 3292 2 0 5 27 1 3 11 0
NA Lee 108 0 1632 2158 2 1 9 21 3 6 7 0
NA Lee 109 0 1437 1936 0 2 1 9 4 15 8 0
NA Lee 11 0 1393 1837 1 0 4 14 1 9 12 0
NA Lee 110 0 1193 1579 2 1 7 23 1 7 5 0
NA Lee 111 0 995 1542 1 4 3 19 1 3 4 0
NA Lee 112 0 1523 3066 2 3 5 23 1 5 10 0
NA Lee 113 0 1274 1943 0 3 4 10 2 6 7 0
NA Lee 114 0 1510 1987 0 3 4 22 1 6 8 0
NA Lee 115 0 1900 3307 3 4 8 43 5 8 11 0
NA Lee 116 0 1467 2418 0 2 5 32 1 10 3 0
NA Lee 117 0 907 991 0 0 3 8 0 0 9 0
NA Lee 118 0 1349 1959 0 2 1 19 1 3 14 1
NA Lee 119 0 838 1894 0 0 1 12 1 2 8 1
NA Lee 12 0 1011 1705 0 0 4 9 0 2 13 0
NA Lee 120 0 1232 1852 2 4 5 26 1 8 4 0
NA Lee 121 0 1272 2020 2 2 0 26 0 4 7 0
NA Lee 122 0 1365 2083 2 1 4 17 1 8 6 0
NA Lee 123 0 1219 2059 2 3 4 4 2 3 12 0
NA Lee 124 0 1348 2261 0 1 4 13 1 6 14 0
NA Lee 125 0 1132 2307 0 0 0 12 1 1 17 0
NA Lee 126 0 788 838 0 2 3 6 0 1 10 0
NA Lee 127 0 357 589 0 0 1 5 0 2 2 0
NA Lee 13 0 1394 2085 2 1 8 27 2 12 6 0
NA Lee 14 0 498 712 0 0 0 9 0 3 3 0
NA Lee 15 0 890 1709 0 1 3 11 1 5 8 0
NA Lee 16 0 793 727 0 0 0 7 0 0 7 0
NA Lee 17 0 115 158 0 0 0 0 0 1 5 0
NA Lee 18 0 364 587 0 0 0 3 0 2 9 0
NA Lee 19 0 181 486 0 0 0 8 0 0 1 0
NA Lee 2 0 1022 2071 1 2 4 20 1 12 13 0
NA Lee 20 0 1536 1772 2 1 3 12 2 14 8 0
NA Lee 21 0 757 1372 2 1 3 12 1 2 10 0
NA Lee 22 0 955 1698 1 1 0 4 0 3 9 0
NA Lee 23 0 913 1418 0 1 2 6 0 4 14 0
NA Lee 24 0 901 1634 1 1 2 7 0 1 7 0
NA Lee 25 0 1952 3249 1 3 4 8 1 8 14 0
NA Lee 26 0 1154 1762 0 0 4 26 2 5 5 0
NA Lee 27 0 712 1689 0 1 0 4 0 2 7 0
NA Lee 28 0 1398 2423 1 1 7 13 1 7 4 0
NA Lee 29 0 1566 2552 3 2 7 11 1 2 6 0
NA Lee 3 0 1628 1223 0 2 2 11 2 21 8 0
NA Lee 30 0 712 1262 1 0 1 6 1 3 6 0
NA Lee 31 0 1232 1310 2 3 2 28 4 1 3 2
NA Lee 32 0 2685 1168 2 0 5 15 7 36 15 0
NA Lee 33 0 851 1300 0 0 3 7 2 3 3 0
NA Lee 34 0 1204 1815 0 3 3 33 0 8 8 1
NA Lee 35 0 1043 1971 0 0 7 16 1 5 11 0
NA Lee 36 0 4045 6446 3 4 8 32 1 5 44 0
NA Lee 37 0 762 1326 2 0 1 12 1 9 4 0
NA Lee 38 0 1131 1984 2 1 7 13 1 18 3 0
NA Lee 39 0 1090 2011 2 0 2 18 2 6 8 2
NA Lee 4 0 2211 1732 1 1 8 20 3 23 7 0
NA Lee 40 0 1049 1686 2 1 1 13 0 0 13 0
NA Lee 41 0 891 1506 1 0 1 6 0 0 5 1
NA Lee 42 0 1607 1138 0 2 5 16 3 11 7 0
NA Lee 43 0 927 2056 0 1 2 6 2 4 22 0
NA Lee 44 0 1406 2386 1 3 5 11 1 6 11 0
NA Lee 45 0 655 1694 1 3 1 9 1 2 5 0
NA Lee 46 0 1830 1757 2 4 11 34 4 11 18 0
NA Lee 47 0 1882 1646 2 3 3 26 1 15 9 3
NA Lee 48 0 1683 1627 4 2 2 19 1 6 13 0
NA Lee 49 0 954 1643 0 2 4 9 0 2 10 0
NA Lee 5 0 1535 3221 3 0 7 21 1 5 16 0
NA Lee 50 0 1791 1844 4 4 7 24 3 19 5 0
NA Lee 51 0 2190 1568 3 2 9 21 7 27 8 1
NA Lee 52 0 1489 1395 0 1 2 21 3 22 12 0
NA Lee 53 0 1667 1782 0 3 2 20 5 18 6 0
NA Lee 54 0 301 1022 0 0 0 5 1 5 1 0
NA Lee 55 0 1494 2870 1 5 3 28 5 8 8 0
NA Lee 56 0 1296 2028 1 1 2 31 1 11 5 0
NA Lee 57 0 1021 2452 1 0 2 16 1 5 8 0
NA Lee 58 0 1380 1324 2 4 7 9 3 17 6 0
NA Lee 59 0 1448 1377 0 4 3 20 1 7 4 0
NA Lee 6 0 735 724 1 0 0 19 1 11 4 0
NA Lee 60 0 1097 1937 0 1 3 15 0 2 13 0
NA Lee 61 0 1410 1782 0 1 6 15 4 15 13 0
NA Lee 62 0 1566 2049 3 0 5 38 3 5 10 0
NA Lee 63 0 935 1633 2 1 8 12 0 11 10 0
NA Lee 64 0 1315 2619 2 1 0 16 2 5 8 0
NA Lee 65 0 1345 2180 2 1 5 7 0 6 14 0
NA Lee 66 0 981 1602 0 0 4 17 1 2 7 0
NA Lee 67 0 666 2635 1 1 5 17 2 2 8 1
NA Lee 68 0 926 2062 0 2 9 13 1 3 9 0
NA Lee 69 0 1527 2946 2 1 7 21 4 5 10 0
NA Lee 7 0 2072 524 2 1 3 15 4 29 8 0
NA Lee 70 0 1442 2026 1 1 4 13 1 2 11 0
NA Lee 71 0 1079 1452 0 0 1 10 2 0 10 0
NA Lee 72 0 1116 1967 1 1 1 10 1 6 9 0
NA Lee 73 0 1500 1820 0 4 6 17 1 7 6 0
NA Lee 74 0 1209 1989 0 1 1 25 1 6 11 0
NA Lee 75 0 1662 2599 0 2 4 12 1 9 12 0
NA Lee 76 0 923 1396 0 0 5 15 2 2 3 1
NA Lee 77 0 1377 1719 2 4 6 19 4 13 4 0
NA Lee 78 0 1793 1974 2 4 6 19 4 23 16 1
NA Lee 79 0 1542 1912 1 1 4 14 1 7 11 0
NA Lee 8 0 2182 806 0 1 4 16 5 14 19 0
NA Lee 80 0 797 1385 2 1 0 14 0 0 5 0
NA Lee 81 0 690 1316 0 0 1 8 0 0 9 0
NA Lee 82 0 419 681 0 0 3 5 0 1 5 0
NA Lee 83 0 925 1530 2 0 1 2 0 8 11 0
NA Lee 84 0 1245 1816 1 1 7 16 1 8 6 0
NA Lee 85 0 1044 1639 0 4 3 17 2 2 6 0
NA Lee 86 0 1506 2517 1 2 3 23 0 7 14 0
NA Lee 87 0 1008 1479 1 0 3 12 0 3 8 0
NA Lee 88 0 888 1610 0 3 1 8 0 1 10 0
NA Lee 89 0 1062 1383 0 3 6 18 1 8 3 0
NA Lee 9 0 1830 1460 0 5 4 21 4 16 5 0
NA Lee 90 0 1191 1686 1 2 3 14 0 1 6 0
NA Lee 91 0 1295 1697 0 2 4 28 1 4 16 2
NA Lee 92 0 1512 2051 1 1 0 13 1 10 6 0
NA Lee 93 0 1098 2274 1 2 0 15 0 2 6 0
NA Lee 94 0 960 2016 2 2 3 17 0 4 5 0
NA Lee 95 0 1333 1982 2 1 5 15 0 12 5 0
NA Lee 96 0 1256 1900 2 2 1 17 0 5 5 0
NA Lee 97 0 1251 2135 0 3 5 19 1 10 12 0
NA Lee 98 0 1001 1916 0 1 3 19 0 4 8 0
NA Lee 99 0 1248 1898 0 1 4 29 1 13 6 0
NA Leon 1203 0 1544 361 0 1 3 20 1 1 12 6
NA Leon 1205 0 787 169 0 1 2 9 0 0 5 2
NA Leon 1230 0 350 103 0 0 2 4 0 1 2 3
NA Leon 1251 0 58 6 0 0 0 0 0 1 0 0
NA Leon 1255 0 516 194 1 1 0 4 1 0 2 2
NA Leon 1257 0 201 374 0 1 3 4 0 1 2 3
NA Leon 1258 0 0 0 0 0 0 0 0 0 0 0
NA Leon 1259 0 33 52 0 0 0 0 0 0 0 0
NA Leon 1301 0 632 120 0 1 2 4 1 1 1 5
NA Leon 1302 0 659 381 0 0 4 15 1 0 3 4
NA Leon 1303 0 341 127 0 0 1 7 1 2 0 3
NA Leon 1309 0 1060 30 0 2 2 1 1 0 2 4
NA Leon 1311 0 153 4 0 0 0 1 0 0 1 1
NA Leon 1313 0 1871 265 1 1 7 12 4 3 5 11
NA Leon 1314 0 152 129 0 1 2 2 0 0 1 0
NA Leon 1315 0 189 10 0 0 0 1 0 0 2 0
NA Leon 1317 0 978 51 1 2 0 1 1 3 2 2
NA Leon 1319 0 1054 41 0 1 1 1 0 4 1 3
NA Leon 1321 0 2529 207 4 1 7 14 4 13 10 15
NA Leon 1327 0 623 40 0 0 0 1 0 2 1 3
NA Leon 1351 0 104 28 0 0 2 1 0 1 0 0
NA Leon 1353 0 128 36 0 0 0 1 0 0 1 1
NA Leon 1355 0 1140 182 1 0 5 1 1 4 2 4
NA Leon 1359 0 116 22 0 0 0 0 0 0 1 0
NA Leon 1361 0 711 192 0 1 0 5 0 1 2 1
NA Leon 1362 0 48 13 0 0 0 1 0 0 0 0
NA Leon 1501 0 630 89 0 1 7 5 0 1 1 4
NA Leon 1502 0 497 136 0 1 0 5 1 2 2 3
NA Leon 1503 0 1381 222 0 0 2 16 0 6 2 5
NA Leon 1505 0 1034 140 0 3 3 5 3 3 6 7
NA Leon 1507 0 1123 692 0 2 1 15 0 0 0 2
NA Leon 2251 0 235 173 0 0 0 6 0 0 0 1
NA Leon 2252 0 568 631 0 0 0 6 1 1 1 2
NA Leon 2253 0 253 300 0 1 1 3 1 0 1 2
NA Leon 2303 0 271 8 0 0 0 1 0 1 2 2
NA Leon 2305 0 2780 492 2 2 12 41 6 0 11 13
NA Leon 2306 0 948 136 0 0 1 10 0 3 4 8
NA Leon 2307 0 1 8 0 0 0 0 0 0 0 0
NA Leon 2355 0 78 46 0 1 1 1 0 0 0 1
NA Leon 2358 0 173 110 0 0 0 0 0 1 0 0
NA Leon 2359 0 326 130 0 1 1 8 2 1 2 2
NA Leon 2363 0 282 239 0 0 0 1 1 0 0 2
NA Leon 2365 0 879 1987 1 2 1 19 0 3 6 8
NA Leon 2366 0 111 177 0 0 1 2 1 0 2 1
NA Leon 2380 0 140 40 0 0 0 1 1 1 0 1
NA Leon 2401 0 267 71 0 1 1 2 0 1 2 0
NA Leon 2451 0 374 392 1 1 1 4 1 1 3 2
NA Leon 2502 0 590 199 0 1 4 10 3 1 0 7
NA Leon 2503 0 164 52 0 0 2 2 0 0 0 0
NA Leon 2504 0 454 79 0 0 4 13 0 0 0 4
NA Leon 2506 0 1302 498 0 0 2 29 1 0 4 13
NA Leon 2507 0 2045 247 1 2 10 27 5 1 8 10
NA Leon 2509 0 943 211 1 1 2 14 4 1 2 4
NA Leon 2511 0 2239 332 0 4 3 18 6 2 3 8
NA Leon 2513 0 835 246 1 1 3 16 0 1 4 6
NA Leon 3101 0 937 541 0 0 4 13 0 0 6 11
NA Leon 3103 0 838 559 1 0 1 6 0 1 10 7
NA Leon 3104 0 363 188 1 1 1 2 0 2 4 1
NA Leon 3107 0 658 340 1 2 1 4 2 1 4 6
NA Leon 3109 0 476 235 0 1 0 6 0 0 3 0
NA Leon 3110 0 952 474 2 0 0 13 0 0 7 4
NA Leon 3401 0 851 387 0 0 4 16 2 0 3 4
NA Leon 3403 0 589 340 0 0 0 9 1 0 8 2
NA Leon 3405 0 361 293 0 0 0 5 1 0 6 6
NA Leon 3409 0 537 192 1 1 0 3 1 0 6 4
NA Leon 3411 0 1705 583 2 0 7 26 2 4 10 10
NA Leon 3412 0 296 109 0 1 0 6 1 0 1 5
NA Leon 3413 0 7 0 0 0 0 0 0 0 0 0
NA Leon 3414 0 26 23 1 0 0 2 0 0 0 0
NA Leon 3451 0 42 23 0 0 0 0 0 0 0 0
NA Leon 3453 0 818 551 2 0 4 10 0 0 10 3
NA Leon 3455 0 925 669 1 0 1 16 0 1 8 6
NA Leon 3457 0 348 303 3 2 3 7 2 1 3 2
NA Leon 3459 0 646 592 0 1 2 10 0 0 11 5
NA Leon 3461 0 784 801 1 0 1 16 0 0 6 2
NA Leon 3467 0 1293 1021 2 1 0 32 2 1 8 5
NA Leon 3468 0 40 9 0 0 0 0 0 0 0 1
