DIST COUNTY AREA TOTAL DEM REP IND1 IND2 OTH
5 MILWAUKEE "City of WAUWATOSA Ward 7" 2798 828 569 0 0 2
5 MILWAUKEE "City of WAUWATOSA Ward 8" 1268 297 336 0 0 1
5 MILWAUKEE "City of WAUWATOSA Ward 9" 2418 624 585 0 0 0
5 MILWAUKEE "City of WAUWATOSA Ward 10" 2242 763 358 0 0 0
5 MILWAUKEE "City of WAUWATOSA Ward 11" 2308 775 376 0 0 3
5 MILWAUKEE "City of WAUWATOSA Ward 12" 2782 776 614 0 0 1
5 MILWAUKEE "City of WAUWATOSA Ward 13" 1256 413 212 0 0 3
5 MILWAUKEE "City of WAUWATOSA Ward 14" 2392 795 399 0 0 2
5 MILWAUKEE "City of WAUWATOSA Ward 15" 2526 904 357 0 0 2
5 MILWAUKEE "City of WAUWATOSA Ward 16" 2802 791 610 0 0 0
5 MILWAUKEE "City of WAUWATOSA Ward 17" 2332 539 624 0 0 3
5 MILWAUKEE "City of WAUWATOSA Ward 18" 1886 538 404 0 0 1
5 MILWAUKEE "City of WAUWATOSA Ward 19" 2080 604 436 0 0 0
5 MILWAUKEE "City of WAUWATOSA Ward 20" 2732 705 658 0 0 3
5 MILWAUKEE "City of WAUWATOSA Ward 21" 1964 490 489 0 0 3
5 MILWAUKEE "City of WAUWATOSA Ward 22" 2170 612 473 0 0 0
5 MILWAUKEE "City of WAUWATOSA Ward 23" 2086 533 509 0 0 1
5 MILWAUKEE "City of WAUWATOSA Ward 24" 1760 500 380 0 0 0
5 MILWAUKEE "City of WEST ALLIS Ward 1" 1540 465 302 0 0 3
5 MILWAUKEE "City of WEST ALLIS Ward 2" 1858 600 326 0 0 3
5 MILWAUKEE "City of WEST ALLIS Ward 3" 1386 444 248 0 0 1
5 MILWAUKEE "City of WEST ALLIS Ward 4" 2128 573 489 0 0 2
5 MILWAUKEE "City of WEST ALLIS Ward 5" 1750 488 386 0 0 1
5 MILWAUKEE "City of WEST ALLIS Ward 6" 1566 425 354 0 0 4
5 MILWAUKEE "City of WEST ALLIS Ward 7" 1860 516 413 0 0 1
5 MILWAUKEE "City of WEST ALLIS Ward 8" 1720 478 380 0 0 2
5 MILWAUKEE "City of WEST ALLIS Ward 9" 2182 592 496 0 0 3
5 MILWAUKEE "City of WEST ALLIS Ward 10" 1902 546 405 0 0 0
5 MILWAUKEE "City of WEST ALLIS Ward 11" 2352 574 600 0 0 2
5 MILWAUKEE "City of WEST ALLIS Ward 12" 2112 483 572 0 0 1
5 MILWAUKEE "City of WEST ALLIS Ward 13" 2838 663 754 0 0 2
5 MILWAUKEE "City of WEST ALLIS Ward 14" 1594 449 345 0 0 3
5 MILWAUKEE "City of WEST ALLIS Ward 15" 1668 440 391 0 0 3
5 MILWAUKEE "City of WEST ALLIS Ward 16" 1636 402 415 0 0 1
5 MILWAUKEE "City of WEST ALLIS Ward 17" 2294 549 598 0 0 0
5 MILWAUKEE "City of WEST ALLIS Ward 18" 2754 642 735 0 0 0
5 MILWAUKEE "City of WEST ALLIS Ward 19" 2442 562 657 0 0 2
5 MILWAUKEE "City of WEST ALLIS Ward 20" 1656 444 383 0 0 1
5 MILWAUKEE "City of WEST ALLIS Ward 21" 2116 559 497 0 0 2
5 MILWAUKEE "City of WEST ALLIS Ward 22" 1716 457 401 0 0 0
5 MILWAUKEE "City of WEST ALLIS Ward 23" 2424 550 662 0 0 0
5 MILWAUKEE "City of WEST ALLIS Ward 24" 1428 405 307 0 0 2
5 MILWAUKEE "City of WEST ALLIS Ward 25" 2318 531 626 0 0 2
5 WALWORTH "Town of WHITEWATER Ward 3" 106 23 30 0 0 0
5 WALWORTH "City of WHITEWATER Wards 1-2" 2100 609 440 0 0 1
5 WALWORTH "City of WHITEWATER Wards 3-4" 1588 512 280 0 0 2
5 WALWORTH "City of WHITEWATER Wards 5-6" 2418 677 532 0 0 0
5 WALWORTH "City of WHITEWATER Wards 7-9,13" 2102 703 347 0 0 1
5 WASHINGTON "Town of ADDISON Wards 1-6" 3624 371 1441 0 0 0
5 WASHINGTON "Town of BARTON Wards 1-4" 3138 380 1189 0 0 0
5 WASHINGTON "Town of ERIN Wards 1-4" 4736 533 1835 0 0 0
5 WASHINGTON "Town of FARMINGTON Wards 1-5" 3982 411 1580 0 0 0
5 WASHINGTON "Town of GERMANTOWN Ward 1" 306 42 111 0 0 0
5 WASHINGTON "Town of HARTFORD Wards 1-5" 3948 435 1539 0 0 0
5 WASHINGTON "Town of JACKSON Wards 1-6" 5298 512 2137 0 0 0
5 WASHINGTON "Town of KEWASKUM Wards 1-2" 1308 141 513 0 0 0
5 WASHINGTON "Town of POLK Wards 1-6" 4732 506 1860 0 0 0
5 WASHINGTON "Town of TRENTON Wards 1-2,8" 1230 145 470 0 0 0
5 WASHINGTON "Town of TRENTON Wards 3-7" 4032 432 1584 0 0 0
5 WASHINGTON "Town of WAYNE Wards 1-3" 2304 198 954 0 0 0
5 WASHINGTON "Town of WEST BEND Wards 1-8" 5628 689 2125 0 0 0
5 WASHINGTON "Village of GERMANTOWN Wards 1,8,10-11" 5784 801 2091 0 0 0
5 WASHINGTON "Village of GERMANTOWN Wards 2,5-7" 5236 946 1672 0 0 0
5 WASHINGTON "Village of GERMANTOWN Wards 3-4,9,16-17" 5362 839 1842 0 0 0
5 WASHINGTON "Village of GERMANTOWN Wards 12-15" 5976 899 2089 0 0 0
5 WASHINGTON "Village of JACKSON Wards 1-9" 6968 894 2590 0 0 0
5 WASHINGTON "Village of JACKSON Wards 10-12" 2 0 1 0 0 0
5 WASHINGTON "Village of KEWASKUM Wards 1-5,7" 3834 512 1405 0 0 0
5 WASHINGTON "Village of NEWBURG Wards 1-2" 1024 113 399 0 0 0
5 WASHINGTON "Village of RICHFIELD Wards 1-2" 3468 393 1341 0 0 0
5 WASHINGTON "Village of RICHFIELD Ward 3" 1212 165 441 0 0 0
5 WASHINGTON "Village of RICHFIELD Ward 4" 1666 165 668 0 0 0
5 WASHINGTON "Village of RICHFIELD Wards 5-6" 4040 424 1596 0 0 0
5 WASHINGTON "Village of RICHFIELD Wards 7-9" 4162 518 1563 0 0 0
5 WASHINGTON "Village of SLINGER Wards 1-8" 5324 687 1975 0 0 0
5 WASHINGTON "Village of SLINGER Ward 9" 0 0 0 0 0 0
5 WASHINGTON "City of HARTFORD Wards 1-2" 1868 264 670 0 0 0
5 WASHINGTON "City of HARTFORD Wards 3-5,31-32,34" 2330 338 827 0 0 0
5 WASHINGTON "City of HARTFORD Wards 6,9-10,15-17,20,23-25,28,33,35" 3460 557 1173 0 0 0
5 WASHINGTON "City of HARTFORD Wards 7-8" 554 80 197 0 0 0
5 WASHINGTON "City of HARTFORD Wards 11-14,21-22,26-27,29-30" 4766 818 1565 0 0 0
5 WASHINGTON "CITY OF MILWAUKEE Ward 318" 0 0 0 0 0 0
5 WASHINGTON "City of WEST BEND Wards 1-3" 3360 530 1150 0 0 0
5 WASHINGTON "City of WEST BEND Wards 4-6" 3714 733 1124 0 0 0
5 WASHINGTON "City of WEST BEND Wards 7-8" 4200 651 1449 0 0 0
5 WASHINGTON "City of WEST BEND Wards 9-10,32" 3380 567 1123 0 0 0
5 WASHINGTON "City of WEST BEND Wards 11-14,28" 3204 556 1046 0 0 0
5 WASHINGTON "City of WEST BEND Wards 15-19" 3436 589 1129 0 0 0
5 WASHINGTON "City of WEST BEND Wards 20-22" 3034 466 1051 0 0 0
5 WASHINGTON "City of WEST BEND Wards 23-24,26,33" 3946 640 1333 0 0 0
5 WASHINGTON "City of WEST BEND Wards 25,27" 0 0 0 0 0 0
5 WASHINGTON "City of WEST BEND Ward 29" 0 0 0 0 0 0
5 WASHINGTON "City of WEST BEND Wards 30-31" 0 0 0 0 0 0
5 WAUKESHA "Town of BROOKFIELD Wards 1,3-4,10" 3190 565 1028 0 0 2
5 WAUKESHA "Town of BROOKFIELD Wards 2,5-8" 3760 707 1169 0 0 4
5 WAUKESHA "Town of BROOKFIELD Ward 9" 492 92 154 0 0 0
5 WAUKESHA "Town of DELAFIELD Wards 1-2,5-6" 3604 498 1301 0 0 3
5 WAUKESHA "Town of DELAFIELD Wards 3-4" 2328 288 875 0 0 1
5 WAUKESHA "Town of DELAFIELD Wards 7-8" 1684 209 632 0 0 1
5 WAUKESHA "Town of DELAFIELD Wards 9-11" 2468 385 847 0 0 2
5 WAUKESHA "Town of LISBON Wards 1,6" 3890 486 1453 0 0 6
5 WAUKESHA "Town of LISBON Ward 2" 2434 368 849 0 0 0
5 WAUKESHA "Town of LISBON Ward 3" 1308 158 496 0 0 0
5 WAUKESHA "Town of LISBON Wards 4-5" 4124 532 1528 0 0 2
5 WAUKESHA "Town of MERTON Wards 1-3,7-9" 6476 706 2528 0 0 4
5 WAUKESHA "Town of MERTON Wards 4-6,10-11" 3236 419 1197 0 0 2
5 WAUKESHA "Town of OCONOMOWOC Wards 1-2,4" 3924 483 1479 0 0 0
5 WAUKESHA "Town of OCONOMOWOC Wards 3,6-7" 3126 475 1087 0 0 1
5 WAUKESHA "Town of OCONOMOWOC Wards 5,8-9" 3410 415 1288 0 0 2
5 WAUKESHA "Town of OCONOMOWOC Ward 10" 28 5 9 0 0 0
5 WAUKESHA "Town of WAUKESHA Wards 1,8" 1658 303 526 0 0 0
5 WAUKESHA "Town of WAUKESHA Ward 12" 8 0 4 0 0 0
5 WAUKESHA "Village of BUTLER Wards 1-3" 1712 338 515 0 0 3
5 WAUKESHA "Village of CHENEQUA Ward 1" 674 71 266 0 0 0
5 WAUKESHA "Village of DOUSMAN Ward 4" 0 0 0 0 0 0
5 WAUKESHA "Village of DOUSMAN Ward 5" 2 0 1 0 0 0
5 WAUKESHA "Village of ELM GROVE Wards 1-4" 4212 784 1319 0 0 3
5 WAUKESHA "Village of ELM GROVE Wards 5-8" 3736 730 1135 0 0 3
5 WAUKESHA "Village of HARTLAND Wards 1-14" 9438 1588 3126 0 0 5
5 WAUKESHA "Village of LAC LA BELLE Ward 1" 376 55 133 0 0 0
5 WAUKESHA "Village of LANNON Wards 1-2" 1324 212 449 0 0 1
5 WAUKESHA "Village of MENOMONEE FALLS Ward 1" 2504 411 841 0 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 2" 1534 272 495 0 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 3" 2058 372 656 0 0 1
5 WAUKESHA "Village of MENOMONEE FALLS Ward 4" 980 202 287 0 0 1
5 WAUKESHA "Village of MENOMONEE FALLS Ward 5" 1506 284 468 0 0 1
5 WAUKESHA "Village of MENOMONEE FALLS Ward 6" 1962 417 561 0 0 3
5 WAUKESHA "Village of MENOMONEE FALLS Ward 7" 846 144 278 0 0 1
5 WAUKESHA "Village of MENOMONEE FALLS Ward 8" 1530 315 448 0 0 2
5 WAUKESHA "Village of MENOMONEE FALLS Ward 9" 1516 313 444 0 0 1
5 WAUKESHA "Village of MENOMONEE FALLS Ward 10" 1462 233 496 0 0 2
5 WAUKESHA "Village of MENOMONEE FALLS Ward 11" 1376 302 386 0 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 12" 1160 251 328 0 0 1
5 WAUKESHA "Village of MENOMONEE FALLS Ward 13" 2170 378 707 0 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 14" 2474 448 788 0 0 1
5 WAUKESHA "Village of MENOMONEE FALLS Ward 15" 2358 417 762 0 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 16" 1148 190 382 0 0 2
5 WAUKESHA "Village of MENOMONEE FALLS Ward 17" 2216 430 677 1 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 18" 1990 382 611 0 0 2
5 WAUKESHA "Village of MENOMONEE FALLS Ward 19" 2266 368 764 0 0 1
5 WAUKESHA "Village of MENOMONEE FALLS Ward 20" 2116 390 668 0 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 21" 2300 395 755 0 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 22" 1514 273 484 0 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 23" 2022 324 686 0 0 1
5 WAUKESHA "Village of MERTON Wards 1-4" 3574 391 1395 0 0 1
5 WAUKESHA "Village of MERTON Ward 5" 72 9 27 0 0 0
5 WAUKESHA "Village of NASHOTAH Wards 1-3" 1630 214 601 0 0 0
5 WAUKESHA "Village of OCONOMOWOC LAKE Ward 1" 678 74 265 0 0 0
5 WAUKESHA "Village of PEWAUKEE Wards 1-5" 4684 791 1551 0 0 0
5 WAUKESHA "Village of PEWAUKEE Wards 6-10" 3428 633 1077 0 0 4
5 WAUKESHA "Village of SUMMIT Wards 1,6" 1810 238 667 0 0 0
5 WAUKESHA "Village of SUMMIT Wards 2-5" 3626 577 1234 0 0 2
5 WAUKESHA "Village of SUSSEX Wards 1,3" 2920 482 975 0 0 3
5 WAUKESHA "Village of SUSSEX Wards 2,4" 3504 621 1131 0 0 0
5 WAUKESHA "Village of SUSSEX Wards 5,8" 1838 259 660 0 0 0
5 WAUKESHA "Village of SUSSEX Wards 6-7" 2856 419 1009 0 0 0
5 WAUKESHA "Village of SUSSEX Wards 9-10" 88 12 32 0 0 0
5 WAUKESHA "City of BROOKFIELD Ward 1" 2088 398 643 0 0 3
5 WAUKESHA "City of BROOKFIELD Ward 2" 2222 414 697 0 0 0
5 WAUKESHA "City of BROOKFIELD Ward 3" 2372 427 758 0 0 1
5 WAUKESHA "City of BROOKFIELD Ward 4" 1300 262 387 0 0 1
5 WAUKESHA "City of BROOKFIELD Ward 5" 2544 435 836 0 0 1
5 WAUKESHA "City of BROOKFIELD Ward 6" 1442 230 491 0 0 0
5 WAUKESHA "City of BROOKFIELD Ward 7" 1656 333 493 0 0 2
5 WAUKESHA "City of BROOKFIELD Ward 8" 2422 483 727 0 0 1
5 WAUKESHA "City of BROOKFIELD Ward 9" 1900 328 622 0 0 0
5 WAUKESHA "City of BROOKFIELD Ward 10" 2216 424 683 0 0 1
5 WAUKESHA "City of BROOKFIELD Ward 11" 1958 425 554 0 0 0
5 WAUKESHA "City of BROOKFIELD Ward 12" 2250 393 732 0 0 0
5 WAUKESHA "City of BROOKFIELD Ward 13" 2216 396 710 0 0 2
5 WAUKESHA "City of BROOKFIELD Ward 14" 1606 262 540 0 0 1
5 WAUKESHA "City of BROOKFIELD Ward 15" 1866 304 629 0 0 0
5 WAUKESHA "City of BROOKFIELD Ward 16" 822 136 275 0 0 0
5 WAUKESHA "City of BROOKFIELD Ward 17" 2106 371 682 0 0 0
5 WAUKESHA "City of BROOKFIELD Ward 18" 1684 295 546 0 0 1
5 WAUKESHA "City of BROOKFIELD Ward 19" 1430 276 439 0 0 0
5 WAUKESHA "City of BROOKFIELD Ward 20" 2048 402 619 0 0 3
5 WAUKESHA "City of BROOKFIELD Ward 21" 1764 362 519 0 0 1
5 WAUKESHA "City of BROOKFIELD Ward 22" 2112 454 601 0 0 1
5 WAUKESHA "City of BROOKFIELD Ward 23" 1750 367 508 0 0 0
5 WAUKESHA "City of BROOKFIELD Ward 24" 2278 459 680 0 0 0
5 WAUKESHA "City of BROOKFIELD Ward 25" 0 0 0 0 0 0
5 WAUKESHA "City of DELAFIELD Wards 1-14" 8164 1354 2725 0 0 3
5 WAUKESHA "City of NEW BERLIN Ward 1" 2220 409 699 0 0 2
5 WAUKESHA "City of NEW BERLIN Ward 2" 1644 308 514 0 0 0
5 WAUKESHA "City of NEW BERLIN Ward 3" 2304 439 713 0 0 0
5 WAUKESHA "City of NEW BERLIN Ward 4" 1940 381 589 0 0 0
5 WAUKESHA "City of NEW BERLIN Ward 5" 3044 572 948 0 0 2
5 WAUKESHA "City of NEW BERLIN Ward 6" 674 164 173 0 0 0
5 WAUKESHA "City of NEW BERLIN Ward 7" 208 24 80 0 0 0
5 WAUKESHA "City of NEW BERLIN Ward 8" 2798 525 873 0 0 1
5 WAUKESHA "City of NEW BERLIN Ward 9" 2348 473 700 0 0 1
5 WAUKESHA "City of NEW BERLIN Ward 10" 454 62 165 0 0 0
5 WAUKESHA "City of NEW BERLIN Ward 11" 1106 151 400 0 0 2
5 WAUKESHA "City of NEW BERLIN Ward 12" 302 48 102 0 0 1
5 WAUKESHA "City of NEW BERLIN Ward 13" 370 56 129 0 0 0
5 WAUKESHA "City of NEW BERLIN Ward 14" 6 0 3 0 0 0
5 WAUKESHA "City of NEW BERLIN Ward 17" 360 67 113 0 0 0
5 WAUKESHA "City of NEW BERLIN Ward 18" 3668 669 1163 0 0 2
5 WAUKESHA "City of NEW BERLIN Ward 20" 636 90 228 0 0 0
5 WAUKESHA "City of NEW BERLIN Ward 22" 2218 455 654 0 0 0
5 WAUKESHA "City of NEW BERLIN Ward 23" 1624 287 525 0 0 0
5 WAUKESHA "City of NEW BERLIN Ward 24" 2998 520 979 0 0 0
5 WAUKESHA "City of NEW BERLIN Ward 25" 1432 219 497 0 0 0
5 WAUKESHA "City of NEW BERLIN Ward 26" 2310 278 876 0 0 1
5 WAUKESHA "City of NEW BERLIN Ward 27" 3102 518 1032 0 0 1
5 WAUKESHA "City of OCONOMOWOC Wards 1-3,13-15" 5710 1064 1790 0 0 1
5 WAUKESHA "City of OCONOMOWOC Wards 4-6" 4286 708 1433 0 0 2
5 WAUKESHA "City of OCONOMOWOC Wards 7-9" 3988 691 1298 0 0 5
5 WAUKESHA "City of OCONOMOWOC Wards 10-12" 3922 680 1279 0 0 2
5 WAUKESHA "City of PEWAUKEE Wards 1-4" 6410 890 2312 0 0 3
5 WAUKESHA "City of PEWAUKEE Wards 5-7" 5574 875 1910 0 0 2
5 WAUKESHA "City of PEWAUKEE Wards 8-10" 5538 890 1878 0 0 1
5 WAUKESHA "City of WAUKESHA Ward 1" 1882 452 488 0 0 1
5 WAUKESHA "City of WAUKESHA Ward 2" 2042 445 573 0 0 3
5 WAUKESHA "City of WAUKESHA Ward 3" 662 138 193 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 4" 892 210 234 0 0 2
5 WAUKESHA "City of WAUKESHA Ward 5" 1650 474 350 0 0 1
5 WAUKESHA "City of WAUKESHA Ward 6" 1552 384 391 0 0 1
5 WAUKESHA "City of WAUKESHA Ward 7" 1128 253 310 0 0 1
5 WAUKESHA "City of WAUKESHA Ward 8" 378 90 99 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 9" 2324 486 674 0 0 2
5 WAUKESHA "City of WAUKESHA Ward 10" 1010 209 296 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 11" 816 175 232 0 0 1
5 WAUKESHA "City of WAUKESHA Ward 12" 2844 568 853 0 0 1
5 WAUKESHA "City of WAUKESHA Ward 13" 1842 333 587 0 0 1
5 WAUKESHA "City of WAUKESHA Ward 14" 1600 351 449 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 15" 970 229 255 0 0 1
5 WAUKESHA "City of WAUKESHA Ward 16" 1046 230 291 0 0 2
5 WAUKESHA "City of WAUKESHA Ward 17" 3002 600 900 0 0 1
5 WAUKESHA "City of WAUKESHA Ward 18" 1592 437 357 0 0 2
5 WAUKESHA "City of WAUKESHA Ward 19" 2340 545 622 0 0 3
5 WAUKESHA "City of WAUKESHA Ward 20" 2610 503 802 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 21" 1952 394 582 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 22" 1684 365 474 0 0 3
5 WAUKESHA "City of WAUKESHA Ward 23" 1620 337 471 0 0 2
5 WAUKESHA "City of WAUKESHA Ward 24" 1104 277 273 0 0 2
5 WAUKESHA "City of WAUKESHA Ward 25" 1190 334 260 0 0 1
5 WAUKESHA "City of WAUKESHA Ward 26" 750 203 172 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 27" 88 34 10 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 28" 708 197 157 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 29" 698 183 165 0 0 1
5 WAUKESHA "City of WAUKESHA Ward 30" 2772 546 839 0 0 1
5 WAUKESHA "City of WAUKESHA Ward 31" 2808 507 897 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 32" 2348 460 713 0 0 1
5 WAUKESHA "City of WAUKESHA Ward 33" 2030 371 644 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 34" 582 126 165 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 35" 2492 471 774 0 0 1
5 WAUKESHA "City of WAUKESHA Ward 36" 3858 653 1276 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 37" 1478 329 407 0 0 3
5 WAUKESHA "City of WAUKESHA Ward 38" 2324 515 645 0 0 2
5 WAUKESHA "City of WAUKESHA Ward 46" 4 1 1 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 47" 0 0 0 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 50" 6 3 0 0 0 0
6 COLUMBIA "Town of ARLINGTON Ward 1" 860 217 213 0 0 0
6 COLUMBIA "Town of CALEDONIA Wards 1-2" 1634 462 353 0 0 2
6 COLUMBIA "Town of COLUMBUS Ward 1" 648 129 195 0 0 0
6 COLUMBIA "Town of COURTLAND Ward 1" 458 70 159 0 0 0
6 COLUMBIA "Town of DEKORRA Wards 1-3" 2654 675 652 0 0 0
6 COLUMBIA "Town of FORT WINNEBAGO Ward 1" 960 201 278 0 0 1
6 COLUMBIA "Town of FOUNTAIN PRAIRIE Wards 1-2" 828 198 215 0 0 1
6 COLUMBIA "Town of HAMPDEN Ward 1" 608 142 162 0 0 0
6 COLUMBIA "Town of LEEDS Wards 1-2" 862 222 208 0 0 1
6 COLUMBIA "Town of LEWISTON Wards 1-2" 1222 308 303 0 0 0
6 COLUMBIA "Town of LODI Wards 1-5" 3720 966 893 0 0 1
6 COLUMBIA "Town of LOWVILLE Wards 1-2" 1146 273 300 0 0 0
6 COLUMBIA "Town of MARCELLON Wards 1-2" 960 220 260 0 0 0
6 COLUMBIA "Town of NEWPORT Ward 1" 696 155 193 0 0 0
6 COLUMBIA "Town of OTSEGO Ward 1" 712 167 189 0 0 0
6 COLUMBIA "Town of PACIFIC Wards 1-4" 2942 690 781 0 0 0
6 COLUMBIA "Town of RANDOLPH Ward 1" 776 70 318 0 0 0
6 COLUMBIA "Town of SCOTT Ward 1" 598 121 178 0 0 0
6 COLUMBIA "Town of SPRINGVALE Wards 1-2" 546 135 138 0 0 0
6 COLUMBIA "Town of WEST POINT Wards 1-3" 2394 668 529 0 0 0
6 COLUMBIA "Town of WYOCENA Wards 1-2" 1712 425 431 0 0 0
6 COLUMBIA "Village of ARLINGTON Ward 1" 878 226 213 0 0 0
6 COLUMBIA "Village of CAMBRIA Ward 1" 564 142 139 0 0 1
6 COLUMBIA "Village of DOYLESTOWN Ward 1" 250 68 57 0 0 0
6 COLUMBIA "Village of FALL RIVER Wards 1-2" 1388 358 335 0 0 1
6 COLUMBIA "Village of FRIESLAND Ward 1" 274 29 108 0 0 0
6 COLUMBIA "Village of PARDEEVILLE Wards 1-3" 1748 442 431 0 0 1
6 COLUMBIA "Village of POYNETTE Wards 1-4" 2222 659 450 0 0 2
6 COLUMBIA "VILLAGE OF RANDOLPH Ward 3" 406 70 133 0 0 0
6 COLUMBIA "Village of RIO Wards 1-2" 878 284 155 0 0 0
6 COLUMBIA "Village of WYOCENA Ward 1" 566 152 129 0 0 2
6 COLUMBIA "City of COLUMBUS Wards 1-8" 4804 1420 980 0 0 2
6 COLUMBIA "City of COLUMBUS Ward 10" 0 0 0 0 0 0
6 COLUMBIA "City of LODI Wards 1-6" 3184 1041 550 0 0 1
6 COLUMBIA "City of PORTAGE Wards 1,9-10" 2388 667 527 0 0 0
6 COLUMBIA "City of PORTAGE Wards 2-3,5" 2166 691 389 0 0 3
6 COLUMBIA "City of PORTAGE Wards 4,6-8" 2278 683 456 0 0 0
6 COLUMBIA "City of PORTAGE Ward 11" 0 0 0 0 0 0
6 COLUMBIA "City of WISCONSIN DELLS Wards 1-3,6" 2052 556 469 0 0 1
6 COLUMBIA "City of WISCONSIN DELLS Wards 11-12" 0 0 0 0 0 0
6 DODGE "Town of BEAVER DAM Wards 1-4,7-11" 2052 467 559 0 0 0
6 DODGE "Town of BURNETT Wards 1-2" 872 135 301 0 0 0
6 DODGE "Town of CHESTER Wards 1-2" 620 99 211 0 0 0
6 DODGE "Town of FOX LAKE Wards 1-4" 1264 194 438 0 0 0
6 DODGE "Town of HUBBARD Wards 5-6" 0 0 0 0 0 0
6 DODGE "Town of LEROY Wards 1-2" 950 108 367 0 0 0
6 DODGE "Town of LOMIRA Wards 1-2" 1114 112 445 0 0 0
6 DODGE "Town of OAK GROVE Wards 3-5" 0 0 0 0 0 0
6 DODGE "Town of THERESA Wards 1,3-7" 494 54 193 0 0 0
6 DODGE "Town of TRENTON Wards 1-2" 1266 187 446 0 0 0
6 DODGE "Town of WESTFORD Wards 1-2" 1336 281 387 0 0 0
6 DODGE "Village of BROWNSVILLE Ward 1" 606 84 219 0 0 0
6 DODGE "Village of KEKOSKEE Wards 1-3" 980 124 366 0 0 0
6 DODGE "Village of LOMIRA Wards 1-3" 1960 308 672 0 0 0
6 DODGE "Village of RANDOLPH Wards 1-2" 978 189 300 0 0 0
6 DODGE "Village of THERESA Wards 1-3" 1214 201 406 0 0 0
6 DODGE "City of BEAVER DAM Wards 1,3,5" 2536 738 530 0 0 0
6 DODGE "City of BEAVER DAM Wards 2,6" 1910 506 449 0 0 0
6 DODGE "City of BEAVER DAM Wards 4,8,10,14" 3066 869 664 0 0 0
6 DODGE "City of BEAVER DAM Wards 7,12-13" 2460 679 551 0 0 0
6 DODGE "City of BEAVER DAM Wards 9,11" 2414 649 558 0 0 0
6 DODGE "CITY OF COLUMBUS Ward 9" 0 0 0 0 0 0
6 DODGE "City of FOX LAKE Wards 1-3" 1136 280 288 0 0 0
6 DODGE "City of HORICON Wards 1-6" 2952 646 830 0 0 0
6 DODGE "City of MAYVILLE Wards 1-8" 4306 849 1304 0 0 0
6 DODGE "City of WAUPUN Wards 1-8" 3686 772 1071 0 0 0
6 DODGE "City of WAUPUN Wards 13-14" 0 0 0 0 0 0
6 "FOND DU LAC" "Town of ALTO Wards 1-2" 1078 106 433 0 0 0
6 "FOND DU LAC" "Town of ASHFORD Wards 1-3" 1750 207 668 0 0 0
6 "FOND DU LAC" "Town of AUBURN Wards 1-3" 2592 264 1031 0 0 1
6 "FOND DU LAC" "Town of BYRON Wards 1-2" 1734 260 607 0 0 0
6 "FOND DU LAC" "Town of CALUMET Ward 1" 908 154 300 0 0 0
6 "FOND DU LAC" "Town of CALUMET Ward 2" 582 87 204 0 0 0
6 "FOND DU LAC" "Town of EDEN Wards 1-2" 1090 132 412 0 0 1
6 "FOND DU LAC" "Town of ELDORADO Wards 1-3" 1464 221 511 0 0 0
6 "FOND DU LAC" "Town of EMPIRE Wards 1-4" 3226 567 1046 0 0 0
6 "FOND DU LAC" "Town of FOND DU LAC Wards 1-8" 3730 728 1137 0 0 0
6 "FOND DU LAC" "Town of FOND DU LAC Ward 1A" 0 0 0 0 0 0
6 "FOND DU LAC" "Town of FOREST Wards 1-2" 1162 135 446 0 0 0
6 "FOND DU LAC" "Town of FRIENDSHIP Wards 1-3" 2334 432 733 0 0 2
6 "FOND DU LAC" "Town of LAMARTINE Wards 1-2" 1830 286 629 0 0 0
6 "FOND DU LAC" "Town of MARSHFIELD Wards 1-2" 1188 168 426 0 0 0
6 "FOND DU LAC" "Town of METOMEN Wards 1-2" 716 99 259 0 0 0
6 "FOND DU LAC" "Town of OAKFIELD Wards 1-2" 656 98 230 0 0 0
6 "FOND DU LAC" "Town of OSCEOLA Wards 1-2" 1906 237 716 0 0 0
6 "FOND DU LAC" "Town of RIPON Wards 1-2" 1442 280 441 0 0 0
