COUNTY AREA TOTAL DEM REP SCATTERING
MILWAUKEE "City of FRANKLIN Ward 3" 844 418 426 0
MILWAUKEE "City of FRANKLIN Ward 4" 392 168 224 0
MILWAUKEE "City of FRANKLIN Ward 5" 360 174 186 0
MILWAUKEE "City of FRANKLIN Ward 6" 562 242 320 0
MILWAUKEE "City of FRANKLIN Ward 7" 844 371 473 0
MILWAUKEE "City of FRANKLIN Ward 8" 388 225 163 0
MILWAUKEE "City of FRANKLIN Ward 9" 451 253 198 0
MILWAUKEE "City of FRANKLIN Ward 10" 223 114 109 0
MILWAUKEE "City of FRANKLIN Ward 11" 596 283 312 1
MILWAUKEE "City of FRANKLIN Ward 12" 413 168 245 0
MILWAUKEE "City of FRANKLIN Ward 13" 590 264 326 0
MILWAUKEE "City of FRANKLIN Ward 14" 551 251 299 1
MILWAUKEE "City of FRANKLIN Ward 15A" 249 109 140 0
MILWAUKEE "City of FRANKLIN Ward 15B" 224 107 117 0
MILWAUKEE "City of FRANKLIN Ward 16" 631 271 359 1
MILWAUKEE "City of FRANKLIN Ward 17" 422 210 212 0
MILWAUKEE "City of FRANKLIN Ward 18" 224 89 135 0
MILWAUKEE "City of FRANKLIN Ward 19" 671 280 391 0
MILWAUKEE "City of FRANKLIN Ward 20" 325 191 133 1
MILWAUKEE "City of FRANKLIN Ward 21" 120 78 42 0
MILWAUKEE "City of FRANKLIN Ward 22B" 390 178 212 0
MILWAUKEE "City of FRANKLIN Ward 22A" 394 204 190 0
MILWAUKEE "City of FRANKLIN Ward 23" 692 301 390 1
MILWAUKEE "City of GLENDALE Wards 1,7" 816 613 202 1
MILWAUKEE "City of GLENDALE Wards 2,8-8S" 923 677 246 0
MILWAUKEE "City of GLENDALE Wards 3,9" 922 640 281 1
MILWAUKEE "City of GLENDALE Wards 4,10" 1016 736 279 1
MILWAUKEE "City of GLENDALE Wards 5,11-11S" 908 666 242 0
MILWAUKEE "City of GLENDALE Wards 6,12" 617 460 156 1
MILWAUKEE "City of GREENFIELD Ward 1" 448 279 169 0
MILWAUKEE "City of GREENFIELD Ward 2" 420 227 193 0
MILWAUKEE "City of GREENFIELD Ward 3" 335 193 140 2
MILWAUKEE "City of GREENFIELD Ward 4" 317 188 129 0
MILWAUKEE "City of GREENFIELD Ward 5" 472 254 218 0
MILWAUKEE "City of GREENFIELD Ward 6" 473 224 248 1
MILWAUKEE "City of GREENFIELD Ward 7" 636 302 334 0
MILWAUKEE "City of GREENFIELD Ward 8" 505 293 211 1
MILWAUKEE "City of GREENFIELD Ward 9" 527 259 268 0
MILWAUKEE "City of GREENFIELD Ward 10" 525 269 255 1
MILWAUKEE "City of GREENFIELD Ward 11" 748 349 399 0
MILWAUKEE "City of GREENFIELD Ward 12" 642 301 341 0
MILWAUKEE "City of GREENFIELD Ward 13" 304 170 134 0
MILWAUKEE "City of GREENFIELD Ward 14" 323 173 150 0
MILWAUKEE "City of GREENFIELD Ward 15" 316 171 145 0
MILWAUKEE "City of GREENFIELD Ward 16" 157 80 77 0
MILWAUKEE "City of GREENFIELD Ward 17" 314 181 133 0
MILWAUKEE "City of GREENFIELD Ward 18" 365 204 160 1
MILWAUKEE "City of GREENFIELD Ward 19" 688 423 265 0
MILWAUKEE "City of GREENFIELD Ward 20" 652 330 322 0
MILWAUKEE "City of GREENFIELD Ward 21" 343 188 155 0
MILWAUKEE "City of MILWAUKEE Ward 1" 333 247 86 0
MILWAUKEE "City of MILWAUKEE Ward 2" 54 32 22 0
MILWAUKEE "City of MILWAUKEE Ward 3" 334 231 102 1
MILWAUKEE "City of MILWAUKEE Ward 4" 495 384 109 2
MILWAUKEE "City of MILWAUKEE Ward 5" 281 208 73 0
MILWAUKEE "City of MILWAUKEE Ward 6" 683 518 164 1
MILWAUKEE "City of MILWAUKEE Ward 7" 168 122 45 1
MILWAUKEE "City of MILWAUKEE Ward 8" 675 481 193 1
MILWAUKEE "City of MILWAUKEE Ward 9" 274 209 65 0
MILWAUKEE "City of MILWAUKEE Ward 10" 491 329 161 1
MILWAUKEE "City of MILWAUKEE Ward 11" 318 223 93 2
MILWAUKEE "City of MILWAUKEE Ward 12" 223 178 45 0
MILWAUKEE "City of MILWAUKEE Ward 13" 182 140 42 0
MILWAUKEE "City of MILWAUKEE Ward 14" 285 227 58 0
MILWAUKEE "City of MILWAUKEE Ward 15" 316 221 95 0
MILWAUKEE "City of MILWAUKEE Ward 16" 418 324 93 1
MILWAUKEE "City of MILWAUKEE Ward 17" 203 159 43 1
MILWAUKEE "City of MILWAUKEE Ward 18" 278 204 72 2
MILWAUKEE "City of MILWAUKEE Ward 19" 159 114 45 0
MILWAUKEE "City of MILWAUKEE Ward 20" 232 173 59 0
MILWAUKEE "City of MILWAUKEE Ward 21" 154 117 36 1
MILWAUKEE "City of MILWAUKEE Ward 22" 187 135 51 1
MILWAUKEE "City of MILWAUKEE Ward 23" 79 52 27 0
MILWAUKEE "City of MILWAUKEE Ward 24" 40 28 12 0
MILWAUKEE "City of MILWAUKEE Ward 25" 147 107 40 0
MILWAUKEE "City of MILWAUKEE Ward 26" 192 136 55 1
MILWAUKEE "City of MILWAUKEE Ward 27" 169 123 45 1
MILWAUKEE "City of MILWAUKEE Ward 28" 23 12 11 0
MILWAUKEE "City of MILWAUKEE Ward 29" 68 51 17 0
MILWAUKEE "City of MILWAUKEE Ward 30" 197 147 50 0
MILWAUKEE "City of MILWAUKEE Ward 31" 134 102 32 0
MILWAUKEE "City of MILWAUKEE Ward 32" 463 340 123 0
MILWAUKEE "City of MILWAUKEE Ward 33" 836 542 293 1
MILWAUKEE "City of MILWAUKEE Ward 34" 341 226 114 1
MILWAUKEE "City of MILWAUKEE Ward 35" 290 164 126 0
MILWAUKEE "City of MILWAUKEE Ward 36" 228 166 61 1
MILWAUKEE "City of MILWAUKEE Ward 37" 147 104 42 1
MILWAUKEE "City of MILWAUKEE Ward 38" 148 115 33 0
MILWAUKEE "City of MILWAUKEE Ward 39" 208 135 72 1
MILWAUKEE "City of MILWAUKEE Ward 40" 179 140 36 3
MILWAUKEE "City of MILWAUKEE Ward 41" 164 131 33 0
MILWAUKEE "City of MILWAUKEE Ward 42" 281 219 60 2
MILWAUKEE "City of MILWAUKEE Ward 43" 61 46 14 1
MILWAUKEE "City of MILWAUKEE Ward 44" 291 227 63 1
MILWAUKEE "City of MILWAUKEE Ward 45" 216 163 53 0
MILWAUKEE "City of MILWAUKEE Ward 46" 108 79 28 1
MILWAUKEE "City of MILWAUKEE Ward 47" 206 156 50 0
MILWAUKEE "City of MILWAUKEE Ward 48" 132 100 32 0
MILWAUKEE "City of MILWAUKEE Ward 49" 122 90 32 0
MILWAUKEE "City of MILWAUKEE Ward 50" 113 89 24 0
MILWAUKEE "City of MILWAUKEE Ward 51" 104 79 25 0
MILWAUKEE "City of MILWAUKEE Ward 52" 166 134 32 0
MILWAUKEE "City of MILWAUKEE Ward 53" 85 67 18 0
MILWAUKEE "City of MILWAUKEE Ward 54" 107 89 18 0
MILWAUKEE "City of MILWAUKEE Ward 55" 380 269 109 2
MILWAUKEE "City of MILWAUKEE Ward 56" 186 154 32 0
MILWAUKEE "City of MILWAUKEE Ward 57" 190 153 36 1
MILWAUKEE "City of MILWAUKEE Ward 58" 187 146 40 1
MILWAUKEE "City of MILWAUKEE Ward 59" 415 342 73 0
MILWAUKEE "City of MILWAUKEE Ward 60" 210 175 34 1
MILWAUKEE "City of MILWAUKEE Ward 61" 191 156 33 2
MILWAUKEE "City of MILWAUKEE Ward 62" 137 117 20 0
MILWAUKEE "City of MILWAUKEE Ward 63" 139 109 30 0
MILWAUKEE "City of MILWAUKEE Ward 64" 294 240 54 0
MILWAUKEE "City of MILWAUKEE Ward 65" 301 233 68 0
MILWAUKEE "City of MILWAUKEE Ward 66" 135 114 21 0
MILWAUKEE "City of MILWAUKEE Ward 67" 116 88 27 1
MILWAUKEE "City of MILWAUKEE Ward 68" 303 218 85 0
MILWAUKEE "City of MILWAUKEE Ward 69" 221 161 60 0
MILWAUKEE "City of MILWAUKEE Ward 70" 422 325 97 0
MILWAUKEE "City of MILWAUKEE Ward 71" 220 169 51 0
MILWAUKEE "City of MILWAUKEE Ward 72" 321 250 69 2
MILWAUKEE "City of MILWAUKEE Ward 73" 327 256 69 2
MILWAUKEE "City of MILWAUKEE Ward 74" 211 169 40 2
MILWAUKEE "City of MILWAUKEE Ward 75" 306 206 97 3
MILWAUKEE "City of MILWAUKEE Ward 76" 210 153 57 0
MILWAUKEE "City of MILWAUKEE Ward 77" 199 142 56 1
MILWAUKEE "City of MILWAUKEE Ward 78" 325 239 86 0
MILWAUKEE "City of MILWAUKEE Ward 79" 374 272 102 0
MILWAUKEE "City of MILWAUKEE Ward 80" 591 424 163 4
MILWAUKEE "City of MILWAUKEE Ward 81" 226 143 83 0
MILWAUKEE "City of MILWAUKEE Ward 82" 430 271 159 0
MILWAUKEE "City of MILWAUKEE Ward 83" 413 291 122 0
MILWAUKEE "City of MILWAUKEE Ward 84" 301 204 97 0
MILWAUKEE "City of MILWAUKEE Ward 85" 438 313 125 0
MILWAUKEE "City of MILWAUKEE Ward 86" 436 319 117 0
MILWAUKEE "City of MILWAUKEE Ward 87" 271 204 66 1
MILWAUKEE "City of MILWAUKEE Ward 88" 353 265 88 0
MILWAUKEE "City of MILWAUKEE Ward 89" 374 262 109 3
MILWAUKEE "City of MILWAUKEE Ward 90" 371 251 120 0
MILWAUKEE "City of MILWAUKEE Ward 91" 390 276 114 0
MILWAUKEE "City of MILWAUKEE Ward 92" 565 424 141 0
MILWAUKEE "City of MILWAUKEE Ward 93" 403 294 109 0
MILWAUKEE "City of MILWAUKEE Ward 94" 97 65 32 0
MILWAUKEE "City of MILWAUKEE Ward 95" 163 125 38 0
MILWAUKEE "City of MILWAUKEE Ward 96" 432 337 93 2
MILWAUKEE "City of MILWAUKEE Ward 97" 350 254 96 0
MILWAUKEE "City of MILWAUKEE Ward 98" 255 217 38 0
MILWAUKEE "City of MILWAUKEE Ward 99" 394 313 80 1
MILWAUKEE "City of MILWAUKEE Ward 100" 209 169 40 0
MILWAUKEE "City of MILWAUKEE Ward 101" 313 261 52 0
MILWAUKEE "City of MILWAUKEE Ward 102" 404 321 83 0
MILWAUKEE "City of MILWAUKEE Ward 103" 414 337 74 3
MILWAUKEE "City of MILWAUKEE Ward 104" 297 232 65 0
MILWAUKEE "City of MILWAUKEE Ward 105" 98 80 17 1
MILWAUKEE "City of MILWAUKEE Ward 106" 85 66 19 0
MILWAUKEE "City of MILWAUKEE Ward 107" 145 114 31 0
MILWAUKEE "City of MILWAUKEE Ward 108" 153 126 25 2
MILWAUKEE "City of MILWAUKEE Ward 109" 140 117 23 0
MILWAUKEE "City of MILWAUKEE Ward 110" 74 57 17 0
MILWAUKEE "City of MILWAUKEE Ward 111" 91 66 24 1
MILWAUKEE "City of MILWAUKEE Ward 112" 104 82 21 1
MILWAUKEE "City of MILWAUKEE Ward 113" 121 102 18 1
MILWAUKEE "City of MILWAUKEE Ward 114" 129 111 18 0
MILWAUKEE "City of MILWAUKEE Ward 115" 219 178 41 0
MILWAUKEE "City of MILWAUKEE Ward 116" 84 71 13 0
MILWAUKEE "City of MILWAUKEE Ward 117" 92 71 21 0
MILWAUKEE "City of MILWAUKEE Ward 118" 129 104 25 0
MILWAUKEE "City of MILWAUKEE Ward 119" 173 142 30 1
MILWAUKEE "City of MILWAUKEE Ward 120" 97 77 20 0
MILWAUKEE "City of MILWAUKEE Ward 121" 147 131 16 0
MILWAUKEE "City of MILWAUKEE Ward 122" 164 137 27 0
MILWAUKEE "City of MILWAUKEE Ward 123" 325 297 26 2
MILWAUKEE "City of MILWAUKEE Ward 124" 229 198 31 0
MILWAUKEE "City of MILWAUKEE Ward 125" 705 641 64 0
MILWAUKEE "City of MILWAUKEE Ward 126" 507 474 33 0
MILWAUKEE "City of MILWAUKEE Ward 127" 587 526 61 0
MILWAUKEE "City of MILWAUKEE Ward 128" 581 545 36 0
MILWAUKEE "City of MILWAUKEE Ward 129" 500 446 54 0
MILWAUKEE "City of MILWAUKEE Ward 130" 112 99 13 0
MILWAUKEE "City of MILWAUKEE Ward 131" 616 509 107 0
MILWAUKEE "City of MILWAUKEE Ward 132" 959 757 200 2
MILWAUKEE "City of MILWAUKEE Ward 133" 391 365 25 1
MILWAUKEE "City of MILWAUKEE Ward 134" 432 385 45 2
MILWAUKEE "City of MILWAUKEE Ward 135" 556 503 53 0
MILWAUKEE "City of MILWAUKEE Ward 136" 381 353 27 1
MILWAUKEE "City of MILWAUKEE Ward 137" 349 326 23 0
MILWAUKEE "City of MILWAUKEE Ward 138" 1164 1115 48 1
MILWAUKEE "City of MILWAUKEE Ward 139" 561 509 52 0
MILWAUKEE "City of MILWAUKEE Ward 140" 88 68 20 0
MILWAUKEE "City of MILWAUKEE Ward 141" 165 129 32 4
MILWAUKEE "City of MILWAUKEE Ward 142" 160 130 30 0
MILWAUKEE "City of MILWAUKEE Ward 143" 96 81 15 0
MILWAUKEE "City of MILWAUKEE Ward 144" 104 90 13 1
MILWAUKEE "City of MILWAUKEE Ward 145" 53 47 6 0
MILWAUKEE "City of MILWAUKEE Ward 146" 48 40 8 0
MILWAUKEE "City of MILWAUKEE Ward 147" 139 99 40 0
MILWAUKEE "City of MILWAUKEE Ward 148" 144 120 22 2
MILWAUKEE "City of MILWAUKEE Ward 149" 132 104 28 0
MILWAUKEE "City of MILWAUKEE Ward 150" 147 106 39 2
MILWAUKEE "City of MILWAUKEE Ward 151" 62 49 13 0
MILWAUKEE "City of MILWAUKEE Ward 152" 86 68 18 0
MILWAUKEE "City of MILWAUKEE Ward 153" 222 187 34 1
MILWAUKEE "City of MILWAUKEE Ward 154" 153 122 29 2
MILWAUKEE "City of MILWAUKEE Ward 155" 79 66 13 0
MILWAUKEE "City of MILWAUKEE Ward 156" 183 136 45 2
MILWAUKEE "City of MILWAUKEE Ward 157" 162 136 26 0
MILWAUKEE "City of MILWAUKEE Ward 158" 153 124 29 0
MILWAUKEE "City of MILWAUKEE Ward 159" 134 109 24 1
MILWAUKEE "City of MILWAUKEE Ward 160" 166 122 43 1
MILWAUKEE "City of MILWAUKEE Ward 161" 54 47 7 0
MILWAUKEE "City of MILWAUKEE Ward 162" 88 70 17 1
MILWAUKEE "City of MILWAUKEE Ward 163" 162 138 24 0
MILWAUKEE "City of MILWAUKEE Ward 164" 268 212 56 0
MILWAUKEE "City of MILWAUKEE Ward 165" 263 207 56 0
MILWAUKEE "City of MILWAUKEE Ward 166" 139 112 27 0
MILWAUKEE "City of MILWAUKEE Ward 167" 468 400 68 0
MILWAUKEE "City of MILWAUKEE Ward 168" 943 807 136 0
MILWAUKEE "City of MILWAUKEE Ward 169" 85 67 18 0
MILWAUKEE "City of MILWAUKEE Ward 170" 66 54 12 0
MILWAUKEE "City of MILWAUKEE Ward 171" 28 20 8 0
MILWAUKEE "City of MILWAUKEE Ward 172" 86 68 18 0
MILWAUKEE "City of MILWAUKEE Ward 173" 200 171 29 0
MILWAUKEE "City of MILWAUKEE Ward 174" 255 212 39 4
MILWAUKEE "City of MILWAUKEE Ward 175" 167 144 23 0
MILWAUKEE "City of MILWAUKEE Ward 176" 121 97 23 1
MILWAUKEE "City of MILWAUKEE Ward 177" 964 829 134 1
MILWAUKEE "City of MILWAUKEE Ward 178" 643 546 96 1
MILWAUKEE "City of MILWAUKEE Ward 179" 702 637 63 2
MILWAUKEE "City of MILWAUKEE Ward 180" 535 459 75 1
MILWAUKEE "City of MILWAUKEE Ward 181" 861 714 147 0
MILWAUKEE "City of MILWAUKEE Ward 182" 677 583 92 2
MILWAUKEE "City of MILWAUKEE Ward 183" 921 791 130 0
MILWAUKEE "City of MILWAUKEE Ward 184" 623 482 138 3
MILWAUKEE "City of MILWAUKEE Ward 185" 876 721 155 0
MILWAUKEE "City of MILWAUKEE Ward 186" 1083 828 253 2
MILWAUKEE "City of MILWAUKEE Ward 187" 271 224 47 0
MILWAUKEE "City of MILWAUKEE Ward 188" 204 168 36 0
MILWAUKEE "City of MILWAUKEE Ward 189" 201 156 45 0
MILWAUKEE "City of MILWAUKEE Ward 190" 203 168 34 1
MILWAUKEE "City of MILWAUKEE Ward 191" 53 49 4 0
MILWAUKEE "City of MILWAUKEE Ward 192" 92 82 10 0
MILWAUKEE "City of MILWAUKEE Ward 193" 161 137 24 0
MILWAUKEE "City of MILWAUKEE Ward 194" 120 100 20 0
MILWAUKEE "City of MILWAUKEE Ward 195" 103 83 19 1
MILWAUKEE "City of MILWAUKEE Ward 196" 150 115 34 1
MILWAUKEE "City of MILWAUKEE Ward 197" 87 76 11 0
MILWAUKEE "City of MILWAUKEE Ward 198" 174 127 47 0
MILWAUKEE "City of MILWAUKEE Ward 199" 145 113 32 0
MILWAUKEE "City of MILWAUKEE Ward 200" 129 109 20 0
MILWAUKEE "City of MILWAUKEE Ward 201" 90 83 7 0
MILWAUKEE "City of MILWAUKEE Ward 202" 304 246 58 0
MILWAUKEE "City of MILWAUKEE Ward 203" 578 480 97 1
MILWAUKEE "City of MILWAUKEE Ward 204" 470 385 85 0
MILWAUKEE "City of MILWAUKEE Ward 205" 380 316 64 0
MILWAUKEE "City of MILWAUKEE Ward 206" 394 305 89 0
MILWAUKEE "City of MILWAUKEE Ward 207" 302 199 103 0
MILWAUKEE "City of MILWAUKEE Ward 208" 358 245 112 1
MILWAUKEE "City of MILWAUKEE Ward 209" 320 208 112 0
MILWAUKEE "City of MILWAUKEE Ward 210" 243 157 85 1
MILWAUKEE "City of MILWAUKEE Ward 211" 267 173 94 0
MILWAUKEE "City of MILWAUKEE Ward 212" 294 183 111 0
MILWAUKEE "City of MILWAUKEE Ward 213" 299 226 73 0
MILWAUKEE "City of MILWAUKEE Ward 214" 162 126 35 1
MILWAUKEE "City of MILWAUKEE Ward 215" 81 63 18 0
MILWAUKEE "City of MILWAUKEE Ward 216" 76 52 24 0
MILWAUKEE "City of MILWAUKEE Ward 217" 162 119 43 0
MILWAUKEE "City of MILWAUKEE Ward 218" 212 150 62 0
MILWAUKEE "City of MILWAUKEE Ward 219" 115 78 37 0
MILWAUKEE "City of MILWAUKEE Ward 220" 162 121 41 0
MILWAUKEE "City of MILWAUKEE Ward 221" 329 227 101 1
MILWAUKEE "City of MILWAUKEE Ward 222" 92 73 19 0
MILWAUKEE "City of MILWAUKEE Ward 223" 147 105 42 0
MILWAUKEE "City of MILWAUKEE Ward 224" 80 51 29 0
MILWAUKEE "City of MILWAUKEE Ward 225" 87 63 24 0
MILWAUKEE "City of MILWAUKEE Ward 226" 53 40 13 0
MILWAUKEE "City of MILWAUKEE Ward 227" 139 108 29 2
MILWAUKEE "City of MILWAUKEE Ward 228" 80 61 19 0
MILWAUKEE "City of MILWAUKEE Ward 229" 64 48 15 1
MILWAUKEE "City of MILWAUKEE Ward 230" 94 61 33 0
MILWAUKEE "City of MILWAUKEE Ward 231" 69 51 18 0
MILWAUKEE "City of MILWAUKEE Ward 232" 42 30 12 0
MILWAUKEE "City of MILWAUKEE Ward 233" 40 32 8 0
MILWAUKEE "City of MILWAUKEE Ward 234" 118 99 19 0
MILWAUKEE "City of MILWAUKEE Ward 235" 723 606 114 3
MILWAUKEE "City of MILWAUKEE Ward 236" 109 87 22 0
MILWAUKEE "City of MILWAUKEE Ward 237" 109 93 15 1
MILWAUKEE "City of MILWAUKEE Ward 238" 100 78 22 0
MILWAUKEE "City of MILWAUKEE Ward 239" 106 84 22 0
MILWAUKEE "City of MILWAUKEE Ward 240" 182 149 32 1
MILWAUKEE "City of MILWAUKEE Ward 241" 621 555 66 0
MILWAUKEE "City of MILWAUKEE Ward 242" 465 393 71 1
MILWAUKEE "City of MILWAUKEE Ward 243" 675 552 123 0
MILWAUKEE "City of MILWAUKEE Ward 244" 544 480 63 1
MILWAUKEE "City of MILWAUKEE Ward 245" 452 371 80 1
MILWAUKEE "City of MILWAUKEE Ward 246" 760 656 104 0
MILWAUKEE "City of MILWAUKEE Ward 247" 370 305 65 0
MILWAUKEE "City of MILWAUKEE Ward 248" 694 606 87 1
MILWAUKEE "City of MILWAUKEE Ward 249" 107 71 36 0
MILWAUKEE "City of MILWAUKEE Ward 250" 85 66 19 0
MILWAUKEE "City of MILWAUKEE Ward 251" 58 34 23 1
MILWAUKEE "City of MILWAUKEE Ward 252" 101 64 36 1
MILWAUKEE "City of MILWAUKEE Ward 253" 37 25 12 0
MILWAUKEE "City of MILWAUKEE Ward 254" 33 19 14 0
MILWAUKEE "City of MILWAUKEE Ward 255" 54 33 20 1
MILWAUKEE "City of MILWAUKEE Ward 256" 62 42 20 0
MILWAUKEE "City of MILWAUKEE Ward 257" 151 115 36 0
MILWAUKEE "City of MILWAUKEE Ward 258" 224 156 68 0
MILWAUKEE "City of MILWAUKEE Ward 259" 160 118 42 0
MILWAUKEE "City of MILWAUKEE Ward 260" 146 98 47 1
MILWAUKEE "City of MILWAUKEE Ward 261" 229 146 83 0
MILWAUKEE "City of MILWAUKEE Ward 262" 480 319 160 1
MILWAUKEE "City of MILWAUKEE Ward 263" 225 153 72 0
MILWAUKEE "City of MILWAUKEE Ward 264" 498 311 186 1
MILWAUKEE "City of MILWAUKEE Ward 265" 250 167 83 0
MILWAUKEE "City of MILWAUKEE Ward 266" 285 146 139 0
MILWAUKEE "City of MILWAUKEE Ward 267" 262 178 84 0
MILWAUKEE "City of MILWAUKEE Ward 268" 561 322 239 0
MILWAUKEE "City of MILWAUKEE Ward 269" 323 185 138 0
MILWAUKEE "City of MILWAUKEE Ward 270" 323 162 161 0
MILWAUKEE "City of MILWAUKEE Ward 271" 623 353 270 0
MILWAUKEE "City of MILWAUKEE Ward 272" 443 218 223 2
MILWAUKEE "City of MILWAUKEE Ward 273" 242 129 113 0
MILWAUKEE "City of MILWAUKEE Ward 274" 221 114 107 0
MILWAUKEE "City of MILWAUKEE Ward 275" 484 276 208 0
MILWAUKEE "City of MILWAUKEE Ward 276" 604 340 263 1
MILWAUKEE "City of MILWAUKEE Ward 277" 535 304 231 0
MILWAUKEE "City of MILWAUKEE Ward 278" 241 129 111 1
MILWAUKEE "City of MILWAUKEE Ward 279" 367 218 149 0
MILWAUKEE "City of MILWAUKEE Ward 280" 695 456 239 0
MILWAUKEE "City of MILWAUKEE Ward 281" 301 196 105 0
MILWAUKEE "City of MILWAUKEE Ward 282" 69 50 19 0
MILWAUKEE "City of MILWAUKEE Ward 283" 232 140 92 0
MILWAUKEE "City of MILWAUKEE Ward 284" 180 139 40 1
MILWAUKEE "City of MILWAUKEE Ward 285" 55 31 24 0
MILWAUKEE "City of MILWAUKEE Ward 286" 130 75 55 0
MILWAUKEE "City of MILWAUKEE Ward 287" 188 121 67 0
MILWAUKEE "City of MILWAUKEE Ward 288" 389 258 131 0
MILWAUKEE "City of MILWAUKEE Ward 289" 226 159 66 1
MILWAUKEE "City of MILWAUKEE Ward 290" 137 92 45 0
MILWAUKEE "City of MILWAUKEE Ward 291" 163 107 56 0
MILWAUKEE "City of MILWAUKEE Ward 292" 256 198 58 0
MILWAUKEE "City of MILWAUKEE Ward 293" 357 259 97 1
MILWAUKEE "City of MILWAUKEE Ward 294" 318 228 90 0
MILWAUKEE "City of MILWAUKEE Ward 295" 415 315 98 2
MILWAUKEE "City of MILWAUKEE Ward 296" 520 398 121 1
MILWAUKEE "City of MILWAUKEE Ward 297" 527 422 102 3
MILWAUKEE "City of MILWAUKEE Ward 298" 398 316 82 0
MILWAUKEE "City of MILWAUKEE Ward 299" 541 410 131 0
MILWAUKEE "City of MILWAUKEE Ward 300" 802 679 122 1
MILWAUKEE "City of MILWAUKEE Ward 301" 564 421 143 0
MILWAUKEE "City of MILWAUKEE Ward 302" 355 237 118 0
MILWAUKEE "City of MILWAUKEE Ward 303" 624 436 188 0
MILWAUKEE "City of MILWAUKEE Ward 304" 381 244 137 0
MILWAUKEE "City of MILWAUKEE Ward 305" 379 271 108 0
MILWAUKEE "City of MILWAUKEE Ward 306" 292 196 96 0
MILWAUKEE "City of MILWAUKEE Ward 307" 296 176 120 0
MILWAUKEE "City of MILWAUKEE Ward 308" 170 100 70 0
MILWAUKEE "City of MILWAUKEE Ward 309" 458 272 185 1
MILWAUKEE "City of MILWAUKEE Ward 310" 82 46 36 0
MILWAUKEE "City of MILWAUKEE Ward 311" 218 124 93 1
MILWAUKEE "City of MILWAUKEE Ward 312" 433 252 181 0
MILWAUKEE "City of MILWAUKEE Ward 313" 693 388 305 0
MILWAUKEE "City of MILWAUKEE Ward 314" 291 151 140 0
MILWAUKEE "City of MILWAUKEE Ward 315" 492 283 208 1
MILWAUKEE "City of MILWAUKEE Ward 316" 270 157 113 0
MILWAUKEE "City of MILWAUKEE Ward 317" 382 247 135 0
MILWAUKEE "City of MILWAUKEE Ward 320" 11 10 1 0
MILWAUKEE "City of MILWAUKEE Ward 321" 35 27 8 0
MILWAUKEE "City of MILWAUKEE Ward 322" 29 20 9 0
MILWAUKEE "City of MILWAUKEE Ward 323" 49 37 12 0
MILWAUKEE "City of MILWAUKEE Ward 324" 25 19 6 0
MILWAUKEE "City of MILWAUKEE Ward 325" 211 180 31 0
MILWAUKEE "City of MILWAUKEE Ward 326" 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 327" 0 0 0 0
MILWAUKEE "City of OAK CREEK Wards 1-2" 983 505 478 0
MILWAUKEE "City of OAK CREEK Ward 3" 553 280 272 1
MILWAUKEE "City of OAK CREEK Wards 4-6" 1295 731 562 2
MILWAUKEE "City of OAK CREEK Wards 7-9" 1613 852 759 2
MILWAUKEE "City of OAK CREEK Ward 10" 532 285 247 0
MILWAUKEE "City of OAK CREEK Wards 11-12" 1210 559 650 1
MILWAUKEE "City of OAK CREEK Wards 13-15" 1702 750 952 0
MILWAUKEE "City of OAK CREEK Wards 16-19" 1264 727 535 2
MILWAUKEE "City of ST. FRANCIS Wards 1-4" 828 515 311 2
MILWAUKEE "City of ST. FRANCIS Wards 5-8" 906 552 352 2
MILWAUKEE "City of ST. FRANCIS Wards 9-12" 1162 760 401 1
MILWAUKEE "City of SOUTH MILWAUKEE Wards 1-4" 1414 845 569 0
MILWAUKEE "City of SOUTH MILWAUKEE Wards 5-8" 1087 614 472 1
MILWAUKEE "City of SOUTH MILWAUKEE Wards 9-12" 1578 848 730 0
MILWAUKEE "City of SOUTH MILWAUKEE Wards 13-16" 1259 677 581 1
MILWAUKEE "City of WAUWATOSA Ward 1" 919 654 265 0
MILWAUKEE "City of WAUWATOSA Ward 2" 834 647 185 2
MILWAUKEE "City of WAUWATOSA Ward 3" 900 616 284 0
MILWAUKEE "City of WAUWATOSA Ward 4" 1251 825 426 0
MILWAUKEE "City of WAUWATOSA Ward 5" 535 365 169 1
MILWAUKEE "City of WAUWATOSA Ward 6" 602 442 158 2
MILWAUKEE "City of WAUWATOSA Ward 7" 1056 665 391 0
MILWAUKEE "City of WAUWATOSA Ward 8" 411 221 190 0
MILWAUKEE "City of WAUWATOSA Ward 9" 816 461 355 0
MILWAUKEE "City of WAUWATOSA Ward 10" 694 518 176 0
MILWAUKEE "City of WAUWATOSA Ward 11" 856 612 242 2
MILWAUKEE "City of WAUWATOSA Ward 12" 1073 663 410 0
MILWAUKEE "City of WAUWATOSA Ward 13" 460 329 131 0
MILWAUKEE "City of WAUWATOSA Ward 14" 895 667 227 1
MILWAUKEE "City of WAUWATOSA Ward 15" 922 741 180 1
MILWAUKEE "City of WAUWATOSA Ward 16" 1013 639 373 1
MILWAUKEE "City of WAUWATOSA Ward 17" 887 492 395 0
MILWAUKEE "City of WAUWATOSA Ward 18" 665 422 243 0
MILWAUKEE "City of WAUWATOSA Ward 19" 712 429 282 1
MILWAUKEE "City of WAUWATOSA Ward 20" 920 530 389 1
