COUNTY AREA TOTAL DEM REP CST GRE LIB (Write-In) (Miscellaneous)
FRANKLIN 08 0 1012 1396 4 4 22 0 1
FRANKLIN 09 0 411 799 1 2 9 0 0
FRANKLIN 10 0 235 568 2 2 3 0 3
FRANKLIN 11 0 689 562 4 2 7 0 1
FRANKLIN 12 0 427 660 0 1 6 0 1
FRANKLIN 13 0 531 1085 4 4 8 0 0
FRANKLIN 14 0 1279 2311 6 9 44 0 19
FRANKLIN 15 0 1644 919 10 5 21 0 2
FRANKLIN 16 0 858 640 2 1 12 0 3
FRANKLIN 17 0 951 2008 3 10 23 0 5
FRANKLIN 18 0 993 1519 7 2 45 0 14
FRANKLIN 19 0 2185 2965 14 11 47 0 23
GASTON 01 0 562 423 1 7 16 0 4
GASTON 02 0 947 656 1 6 18 0 3
GASTON 03 0 817 455 4 1 3 0 3
GASTON 04 0 1497 2211 3 8 19 0 8
GASTON 05 0 919 613 1 3 4 0 2
GASTON 06 0 872 307 2 3 4 0 1
GASTON 07 0 660 65 1 1 0 0 1
GASTON 08 0 840 427 1 8 12 0 0
GASTON 09 0 707 654 3 4 11 0 1
GASTON 10 0 1003 976 2 7 22 0 5
GASTON 11 0 673 507 1 2 3 0 4
GASTON 12 0 750 1452 2 4 14 0 3
GASTON 13 0 873 1381 1 7 13 0 4
GASTON 14 0 375 560 4 2 7 0 3
GASTON 15 0 2214 3089 12 6 49 0 5
GASTON 16 0 1319 2411 4 9 35 0 16
GASTON 17 0 1404 1834 4 12 27 0 7
GASTON 18 0 2279 2291 8 14 45 0 12
GASTON 19 0 1065 2400 5 10 20 0 5
GASTON 20 0 586 2150 2 3 16 0 5
GASTON 21 0 593 1086 2 0 11 0 0
GASTON 22 0 965 2320 9 5 27 0 7
GASTON 23 0 1191 1728 5 5 30 0 6
GASTON 24 0 956 1418 4 6 24 0 4
GASTON 25 0 666 1256 5 8 22 0 2
GASTON 26 0 891 1438 2 4 26 0 7
GASTON 27 0 1429 2637 5 4 39 0 6
GASTON 28 0 1149 2027 1 8 35 0 14
GASTON 29 0 1261 2666 3 9 31 0 11
GASTON 30 0 515 1233 1 2 9 0 3
GASTON 31 0 606 2032 1 2 21 0 6
GASTON 32 0 582 1254 2 3 20 0 4
GASTON 33 0 253 1451 1 2 17 0 1
GASTON 34 0 301 1472 5 0 9 0 2
GASTON 35 0 304 1086 0 0 3 0 1
GASTON 36 0 435 1959 1 2 19 0 6
GASTON 37 0 314 875 2 5 3 0 1
GASTON 38 0 367 1964 1 2 12 0 2
GASTON 39 0 379 2491 5 2 23 0 2
GASTON 40 0 1245 2506 3 5 19 0 10
GASTON 41 0 793 2000 4 4 21 0 7
GASTON 42 0 721 1588 1 1 16 0 4
GASTON 43 0 1098 2381 3 13 30 1 9
GASTON 44 0 1058 2890 6 2 29 0 8
GASTON 45 0 1376 1571 2 5 35 0 5
GASTON 46 0 1149 2842 6 9 41 0 8
GATES 1 0 616 497 0 1 6 0 3
GATES 2 0 194 542 1 1 4 0 0
GATES 3 0 728 744 0 0 12 0 2
GATES 4N 0 355 691 2 2 9 0 0
GATES 4S 0 386 351 4 0 6 0 0
GATES 5 0 267 542 0 0 4 0 1
GRAHAM EAST 0 362 1490 6 1 4 0 0
GRAHAM STEC 0 204 669 2 2 9 0 4
GRAHAM TAPO 0 39 294 2 0 3 0 0
GRAHAM WEST 0 300 1257 3 2 10 0 2
GRANVILLE ANTI 0 595 343 2 0 2 0 1
GRANVILLE BERE 0 511 758 2 4 11 0 0
GRANVILLE BTNR 0 1215 955 3 4 12 0 7
GRANVILLE CORI 0 803 1030 1 2 13 0 1
GRANVILLE CRDL 0 980 453 2 0 7 1 4
GRANVILLE CRDM 0 2024 1861 1 12 39 0 8
GRANVILLE EAOX 0 997 464 1 8 7 1 3
GRANVILLE MTEN 0 1603 2303 5 9 35 0 7
GRANVILLE OKHL 0 402 542 3 0 4 0 1
GRANVILLE SALM 0 697 766 2 2 9 0 1
GRANVILLE SASS 0 569 906 1 2 4 0 2
GRANVILLE SOOX 0 763 246 1 2 8 0 3
GRANVILLE TYHO 0 1015 2279 3 3 41 0 4
GRANVILLE WILT 0 1682 3306 4 6 45 0 10
GRANVILLE WOEL 0 709 435 0 1 7 0 2
GREENE ARBA 0 386 346 0 1 3 0 2
GREENE BEAR 0 245 456 0 0 1 0 1
GREENE BULL 0 295 348 1 0 2 0 2
GREENE CAST 0 204 476 0 0 1 0 0
GREENE HOOK 0 272 339 0 0 1 0 2
GREENE MAUR 0 570 688 1 1 2 0 0
GREENE SH#1 0 696 586 2 3 6 0 0
GREENE SHIN 0 460 770 0 1 5 0 1
GREENE SUGG 0 326 444 0 0 3 0 1
GREENE WALS 0 378 421 0 2 2 0 0
GUILFORD ABSENTEE 0 36466 12471 77 143 391 0 154
GUILFORD CG1 0 153 106 2 0 4 0 2
GUILFORD CG2 0 116 152 1 2 1 0 1
GUILFORD CG3A 0 72 114 1 1 3 0 1
GUILFORD CG3B 0 104 163 0 1 3 0 3
GUILFORD FEN1 0 168 96 0 2 0 0 1
GUILFORD FEN2 0 79 218 1 0 7 0 1
GUILFORD FR1 0 229 216 0 2 11 0 2
GUILFORD FR2 0 80 144 0 0 9 0 3
GUILFORD FR3 0 69 135 1 0 3 0 1
GUILFORD FR4 0 85 141 0 2 5 0 2
GUILFORD FR5A 0 124 168 1 1 8 0 3
GUILFORD FR5B 0 65 91 0 0 5 0 0
GUILFORD G01 0 106 19 0 0 1 0 2
GUILFORD G02 0 131 76 1 1 1 0 0
GUILFORD G03 0 197 18 2 2 2 0 1
GUILFORD G04 0 218 32 3 2 3 0 1
GUILFORD G05 0 181 8 1 2 0 0 0
GUILFORD G06 0 143 18 2 1 2 0 0
GUILFORD G07 0 202 84 0 0 1 0 3
GUILFORD G08 0 195 72 0 0 3 0 0
GUILFORD G09 0 257 72 1 4 6 0 3
GUILFORD G10 0 240 70 0 2 3 0 4
GUILFORD G11 0 126 77 0 0 4 0 2
GUILFORD G12 0 93 52 1 1 3 0 1
GUILFORD G13 0 96 96 0 4 4 0 1
GUILFORD G14 0 91 74 1 2 6 0 1
GUILFORD G15 0 95 86 2 1 4 0 1
GUILFORD G16 0 88 110 0 1 5 0 1
GUILFORD G17 0 79 106 0 0 4 0 0
GUILFORD G18 0 73 127 0 1 4 0 2
GUILFORD G19 0 106 144 1 0 3 0 1
GUILFORD G20 0 114 155 2 0 3 0 1
GUILFORD G21 0 177 164 0 1 6 0 4
GUILFORD G22 0 76 213 3 0 4 0 3
GUILFORD G23 0 87 90 0 2 4 0 0
GUILFORD G24 0 77 55 0 2 4 0 1
GUILFORD G25 0 125 152 2 0 5 0 1
GUILFORD G26 0 177 108 0 1 4 0 0
GUILFORD G27 0 111 183 2 2 11 0 3
GUILFORD G28 0 68 78 0 1 7 0 3
GUILFORD G29 0 100 62 1 0 1 0 1
GUILFORD G30 0 73 144 0 1 2 0 2
GUILFORD G31 0 100 123 0 0 6 0 0
GUILFORD G32 0 94 168 0 1 4 0 3
GUILFORD G33 0 80 127 0 0 3 0 2
GUILFORD G34 0 77 127 0 1 8 0 1
GUILFORD G35 0 43 86 0 0 5 0 0
GUILFORD G36 0 125 119 2 0 4 0 4
GUILFORD G37 0 267 108 0 2 11 0 2
GUILFORD G38 0 138 112 2 1 5 0 3
GUILFORD G39 0 61 59 0 2 2 0 0
GUILFORD G40A1 0 80 120 0 1 5 0 2
GUILFORD G40A2 0 132 99 3 1 0 0 0
GUILFORD G40B 0 93 108 0 0 2 0 2
GUILFORD G41A 0 76 73 0 1 5 0 0
GUILFORD G41B 0 87 118 3 1 5 0 2
GUILFORD G42A 0 87 151 0 0 3 0 1
GUILFORD G42B 0 64 65 0 1 0 0 0
GUILFORD G43 0 218 121 2 3 4 0 0
GUILFORD G44 0 128 51 0 3 5 0 3
GUILFORD G45 0 118 23 1 0 2 0 1
GUILFORD G46 0 385 27 0 3 2 0 3
GUILFORD G47 0 241 76 2 6 5 0 0
GUILFORD G48 0 249 92 1 1 8 0 1
GUILFORD G49 0 102 44 0 2 3 0 1
GUILFORD G50 0 348 133 0 3 3 0 1
GUILFORD G51 0 171 93 0 1 5 0 1
GUILFORD G52 0 203 34 1 1 3 0 2
GUILFORD G53 0 268 42 1 3 0 0 1
GUILFORD G54 0 257 46 0 1 1 0 0
GUILFORD G55 0 165 49 2 0 1 0 2
GUILFORD G56 0 151 76 1 2 1 0 0
GUILFORD G57 0 128 40 0 1 1 0 2
GUILFORD G58 0 195 72 0 3 3 0 1
GUILFORD G59 0 139 52 0 0 6 0 1
GUILFORD G60 0 133 63 0 2 3 1 0
GUILFORD G61 0 213 92 0 2 0 0 2
GUILFORD G62 0 85 95 0 0 0 0 3
GUILFORD G63 0 118 94 0 1 3 0 5
GUILFORD G64 0 207 108 0 1 3 0 1
GUILFORD G65 0 144 122 0 2 8 0 4
GUILFORD G66 0 121 124 0 1 7 0 1
GUILFORD G67 0 69 11 0 0 0 0 1
GUILFORD G68 0 53 0 0 0 1 0 0
GUILFORD G69 0 228 31 1 3 5 0 1
GUILFORD G70 0 238 13 1 1 0 0 3
GUILFORD G71 0 257 28 0 3 2 0 1
GUILFORD G72 0 257 25 2 2 1 0 1
GUILFORD G73 0 165 16 0 1 2 0 2
GUILFORD G74 0 187 22 0 1 1 0 1
GUILFORD G75 0 165 16 0 2 0 0 0
GUILFORD GIB 0 130 240 3 2 5 0 0
GUILFORD GR 0 101 598 1 2 11 0 1
GUILFORD H01 0 225 101 0 0 2 0 2
GUILFORD H02 0 84 87 2 0 2 0 0
GUILFORD H03 0 153 66 0 2 2 0 1
GUILFORD H04 0 201 109 0 1 2 0 0
GUILFORD H05 0 204 46 1 1 2 0 3
GUILFORD H06 0 178 157 0 5 7 0 0
GUILFORD H07 0 172 30 0 1 2 0 0
GUILFORD H08 0 126 13 0 0 2 0 1
GUILFORD H09 0 162 27 0 3 1 0 1
GUILFORD H10 0 166 34 0 1 2 0 2
GUILFORD H11 0 154 84 1 0 6 0 0
GUILFORD H12 0 106 40 0 2 0 0 1
GUILFORD H13 0 96 158 4 1 5 0 1
GUILFORD H14 0 63 176 0 0 5 0 0
GUILFORD H15 0 111 134 0 1 7 0 1
GUILFORD H16 0 68 116 1 0 0 0 1
GUILFORD H17 0 86 45 1 1 2 0 0
GUILFORD H18 0 142 40 0 0 2 0 1
GUILFORD H19A 0 129 42 1 2 1 0 2
GUILFORD H19B 0 114 125 2 0 2 0 1
GUILFORD H20A 0 71 76 1 0 3 0 0
GUILFORD H20B 0 44 93 0 1 4 0 2
GUILFORD H21 0 61 126 2 1 4 0 0
GUILFORD H22 0 89 61 1 1 3 0 0
GUILFORD H23 0 54 113 0 0 2 0 0
GUILFORD H24 0 87 176 2 0 5 0 2
GUILFORD H25 0 105 241 1 0 9 0 1
GUILFORD H26 0 69 123 1 0 3 0 1
GUILFORD H27-A 0 78 79 1 0 1 0 3
GUILFORD H27-B 0 79 105 1 0 2 0 2
GUILFORD H28 0 116 151 0 0 14 0 0
GUILFORD H29A 0 102 105 0 0 7 0 2
GUILFORD H29B 0 133 133 0 1 9 0 3
GUILFORD JAM1 0 62 102 1 1 2 0 2
GUILFORD JAM2 0 65 117 1 2 4 0 0
GUILFORD JAM3 0 74 146 1 1 2 0 2
GUILFORD JAM4 0 60 162 0 1 1 0 4
GUILFORD JAM5 0 45 211 0 0 0 0 0
GUILFORD JEF1 0 111 219 2 1 2 0 0
GUILFORD JEF2 0 175 142 2 3 6 0 0
GUILFORD JEF3 0 208 121 0 1 6 0 1
GUILFORD JEF4 0 52 177 1 1 3 0 2
GUILFORD MON1 0 246 147 0 0 5 0 2
GUILFORD MON2A 0 202 134 3 2 1 0 1
GUILFORD MON2B 0 125 107 1 0 3 0 1
GUILFORD MON3 0 163 485 3 1 6 0 6
GUILFORD NCGR1 0 100 316 2 1 8 0 1
GUILFORD NCGR2 0 68 269 0 1 4 0 4
GUILFORD NCLAY1 0 91 233 1 1 5 0 0
GUILFORD NCLAY2 0 31 195 1 1 1 0 0
GUILFORD NDRI 0 66 301 2 0 1 0 0
GUILFORD NMAD 0 126 202 1 1 9 0 0
GUILFORD NWASH 0 20 210 1 0 2 0 0
GUILFORD ONE-STOP 0 115511 73211 229 377 1194 3 367
GUILFORD OR1 0 65 195 0 2 5 0 0
GUILFORD OR2 0 60 222 0 1 6 0 2
GUILFORD PG1 0 54 119 1 3 4 0 0
GUILFORD PG2 0 49 298 2 2 7 0 2
GUILFORD PROVISIONAL 0 240 161 1 3 4 0 0
GUILFORD RC1 0 95 186 1 1 4 0 1
GUILFORD RC2 0 179 376 2 2 6 0 2
GUILFORD SCLAY 0 42 351 0 0 10 0 0
GUILFORD SDRI 0 187 541 0 2 12 0 3
GUILFORD SF1 0 92 355 0 1 3 0 2
GUILFORD SF2 0 77 229 1 0 0 0 2
GUILFORD SF3 0 118 258 0 0 7 0 5
GUILFORD SF4 0 134 339 1 2 12 0 2
GUILFORD SMAD 0 94 186 0 2 6 0 0
GUILFORD STOK 0 91 526 0 0 9 0 2
GUILFORD SUM1 0 151 87 0 1 6 0 2
GUILFORD SUM2 0 144 111 0 2 5 0 0
GUILFORD SUM3 0 53 236 0 0 2 0 0
GUILFORD SUM4 0 47 429 0 0 4 0 1
GUILFORD SWASH 0 32 178 1 0 2 0 4
HALIFAX ABSENTEE 0 1560 531 5 3 2 0 1
HALIFAX BUTWD 0 28 58 0 1 0 0 0
HALIFAX CONC 0 54 39 0 0 1 0 0
HALIFAX "ENF 2" 0 229 21 0 0 1 0 0
HALIFAX ENF1 0 348 80 0 1 0 0 0
HALIFAX FAUCT 0 55 176 1 2 0 0 1
HALIFAX HAL 0 87 50 0 0 0 0 0
HALIFAX HOL 0 272 59 0 0 1 0 0
HALIFAX HPR 0 96 139 0 1 1 0 0
HALIFAX LIT 0 233 316 2 1 0 0 1
HALIFAX "OS HALIFAX" 0 3239 952 2 2 0 0 2
HALIFAX "OS LITTLETON" 0 4624 5289 3 14 26 0 6
HALIFAX "OS RINGWOOD" 0 2059 287 3 1 4 0 0
HALIFAX "OS SCOTLAND NECK" 0 1320 471 3 0 6 0 1
HALIFAX PROVISIONAL 0 87 61 1 1 0 0 0
HALIFAX RINGW 0 122 24 0 0 0 0 0
HALIFAX "RR 10" 0 93 203 1 0 4 0 2
HALIFAX "RR 11" 0 107 234 0 0 2 0 0
HALIFAX RR1-2 0 66 120 0 0 5 0 0
HALIFAX RR3-4 0 66 259 1 0 3 0 1
HALIFAX RR7-9 0 243 176 1 1 5 0 1
HALIFAX RRCE 0 107 288 0 2 1 0 0
HALIFAX SN 0 190 103 0 0 0 0 0
HALIFAX TRANSFER 0 0 0 0 0 0 0 0
HALIFAX "WEL 3" 0 121 92 1 1 0 0 1
HALIFAX WEL1-2 0 139 52 0 0 0 0 0
HARNETT ABSENTEE 0 5117 3545 14 39 147 0 36
HARNETT "OS ANGIER" 0 1942 4229 8 10 48 0 8
HARNETT "OS ERWIN" 0 3041 6729 9 8 59 0 8
HARNETT "OS LOBBY" 0 3721 6235 16 6 71 0 16
HARNETT "OS WESTERN" 0 5496 8435 18 29 204 0 17
HARNETT PR01 0 319 631 1 2 30 0 3
HARNETT PR07 0 353 668 2 5 41 0 5
HARNETT PR08 0 239 465 2 7 10 0 1
HARNETT PR16 0 263 489 1 5 15 0 2
HARNETT PR20 0 214 255 1 4 9 0 2
HARNETT PR23 0 162 473 0 3 10 0 0
HARNETT PR24 0 173 605 4 1 10 0 3
HARNETT PR25 0 241 290 0 2 3 0 1
HARNETT PR26 0 109 315 0 0 4 0 1
HARNETT PR28 0 153 880 2 0 25 0 1
HARNETT PR29 0 216 307 1 2 5 0 1
HARNETT PR31 0 112 164 0 0 4 0 0
HARNETT PR32 0 129 348 1 2 10 0 3
HARNETT PROVISIONAL 0 93 114 0 0 3 0 2
HARNETT TRANSFER 0 0 0 0 0 0 0 0
HAYWOOD ABSENTEE 0 4158 1905 7 16 42 0 17
HAYWOOD AC 0 435 965 6 3 17 0 4
HAYWOOD BC 0 10 12 0 0 0 0 0
HAYWOOD BE-1 0 191 656 0 4 9 0 1
HAYWOOD BE-2 0 257 602 1 5 9 0 2
HAYWOOD BE-3 0 338 978 1 5 7 0 2
HAYWOOD BE-4 0 337 822 1 0 13 0 3
HAYWOOD BE-7 0 165 698 1 3 3 0 3
HAYWOOD BE56 0 433 771 1 6 17 0 2
HAYWOOD CE 0 36 260 0 0 3 0 0
HAYWOOD CL-N 0 458 1015 7 2 12 0 3
HAYWOOD CL-S 0 519 1159 0 2 23 0 3
HAYWOOD CR 0 321 725 3 3 10 0 3
HAYWOOD EF 0 160 700 2 0 5 0 5
HAYWOOD FC-1 0 131 388 0 1 4 0 0
HAYWOOD FC-2 0 21 88 0 0 1 0 0
HAYWOOD HA 0 205 410 0 3 14 0 1
HAYWOOD ID 0 228 455 3 1 3 0 1
HAYWOOD IH 0 809 1778 6 11 27 0 5
HAYWOOD JC 0 639 1460 4 4 17 0 3
HAYWOOD LJ 0 473 684 2 2 16 0 5
HAYWOOD P 0 392 1454 3 3 9 0 3
HAYWOOD PC 0 155 666 1 3 6 0 1
HAYWOOD PROVISIONAL 0 0 0 0 0 0 0 0
HAYWOOD SA 0 428 987 1 1 12 0 1
HAYWOOD TRANSFER 0 0 0 0 0 0 0 0
HAYWOOD WC 0 175 234 0 1 9 0 0
HAYWOOD WE 0 381 602 2 1 5 0 7
HAYWOOD WO 0 58 166 0 0 2 0 0
HAYWOOD WS-1 0 486 812 1 3 15 0 2
HAYWOOD WS-2 0 390 678 1 5 11 0 3
HAYWOOD WW 0 355 704 2 1 13 0 5
HENDERSON ABSENTEE 0 10473 4730 28 37 132 0 51
HENDERSON AR 0 305 601 1 4 10 0 0
HENDERSON AT 0 587 1440 2 6 24 0 3
HENDERSON BC 0 218 421 3 0 8 0 0
HENDERSON BK 0 410 576 0 5 14 0 1
HENDERSON CB 0 213 621 0 1 10 0 0
HENDERSON CC 0 616 1744 3 4 16 0 3
HENDERSON CV 0 193 166 1 2 1 0 0
HENDERSON ED 0 462 1433 3 1 12 0 2
HENDERSON EF 0 469 1170 2 6 16 0 0
HENDERSON ES 0 436 1006 5 4 19 0 1
HENDERSON EV 0 471 1320 5 2 22 0 3
HENDERSON FL 0 1106 1718 2 11 41 0 4
HENDERSON FR 0 847 1285 5 4 15 0 5
HENDERSON GM 0 249 536 4 0 9 0 1
HENDERSON GR 0 345 1442 0 0 12 0 3
HENDERSON HC 0 630 1564 4 7 26 0 5
HENDERSON HS 0 485 1029 2 3 14 0 5
HENDERSON HV-1 0 606 701 6 8 15 0 3
HENDERSON HV-2 0 620 579 3 7 16 0 4
HENDERSON HV-3 0 735 706 2 2 23 0 10
HENDERSON LJ 0 428 781 6 2 17 0 3
HENDERSON LP 0 513 584 1 3 16 0 4
HENDERSON MG 0 185 473 0 0 9 0 1
HENDERSON NB 0 607 1936 4 4 27 0 3
HENDERSON NE 0 446 725 2 2 15 0 4
HENDERSON NM 0 570 1402 1 3 15 0 2
HENDERSON NW 0 415 757 4 6 7 0 4
HENDERSON "OS BOE" 0 0 0 0 0 0 0 0
HENDERSON "OS ETOWAH" 0 0 0 0 0 0 0 0
HENDERSON "OS FLAT ROCK" 0 0 0 0 0 0 0 0
HENDERSON "OS FLETCHER" 0 0 0 0 0 0 0 0
HENDERSON PR 0 594 1197 4 7 21 0 5
HENDERSON PROVISIONAL 0 9 47 1 0 2 0 0
HENDERSON PV 0 437 829 5 7 8 0 3
HENDERSON RG 0 450 1011 5 2 12 0 3
HENDERSON RR 0 190 457 3 3 5 0 1
HENDERSON SB 0 437 1586 3 12 16 0 2
HENDERSON SE 0 273 576 0 1 10 0 0
HENDERSON SM 0 622 1853 8 1 20 0 9
HENDERSON SW 0 559 1030 3 8 15 0 4
HENDERSON TRANSFER 0 0 0 0 0 0 0 0
HERTFORD A1 0 147 84 0 0 0 0 0
HERTFORD A2 0 84 90 0 0 0 0 0
HERTFORD A3 0 135 16 0 0 2 0 1
HERTFORD ABSENTEE 0 822 184 2 0 1 0 1
HERTFORD "BOE OFFICE" 0 3482 1599 4 6 11 0 3
HERTFORD BR 0 50 13 0 0 0 0 0
HERTFORD CM 0 36 123 0 0 0 0 0
HERTFORD CO 0 77 19 0 0 0 0 0
HERTFORD HV 0 82 112 0 0 1 0 2
HERTFORD M1 0 137 85 0 0 0 0 0
HERTFORD M2 0 90 34 0 0 2 0 0
HERTFORD ML 0 22 178 0 0 0 0 0
HERTFORD "MURFREE CNTR" 0 1725 705 1 1 9 0 5
HERTFORD PROVISIONAL 0 6 7 0 1 0 0 0
HERTFORD SJ 0 72 92 0 1 2 0 1
HERTFORD TRANSFER 0 0 0 0 0 0 0 0
HERTFORD UN 0 56 84 0 0 0 0 0
HERTFORD WN 0 74 54 0 0 0 0 1
HOKE 01 0 102 167 1 1 3 0 0
HOKE 02 0 625 594 4 2 11 0 0
HOKE 03 0 351 249 0 4 2 0 1
HOKE 04 0 315 423 2 2 6 0 1
HOKE 05 0 525 624 2 1 8 0 2
HOKE 06B 0 1491 1397 4 8 39 0 8
HOKE 12 0 1091 1597 2 5 43 0 4
HOKE 13 0 339 612 0 2 6 0 4
HOKE 14 0 1953 1062 8 8 53 0 8
HOKE 15 0 1161 676 2 3 30 0 4
HOKE 61 0 644 396 1 0 7 0 2
HOKE 62 0 390 325 1 1 8 0 0
HOKE 63 0 1527 644 1 9 31 0 1
HOKE 64 0 811 654 3 4 14 0 4
HOKE 65 0 479 33 0 0 1 0 0
HYDE ABSENTEE 0 146 69 1 0 1 0 0
HYDE BM 0 8 153 0 0 1 0 0
HYDE ENG 0 65 179 0 2 1 0 0
HYDE FF 0 32 122 0 0 1 0 0
HYDE LL 0 80 109 0 0 2 0 0
HYDE OCK 0 94 91 0 1 5 0 1
HYDE "OS BOE" 0 287 394 0 0 1 0 1
HYDE "OS OCK" 0 254 85 0 1 2 0 2
HYDE PROVISIONAL 0 4 9 0 0 0 0 0
HYDE SLAD 0 49 105 0 2 0 0 0
HYDE SQ 0 27 102 0 0 3 0 0
HYDE TRANSFER 0 0 0 0 0 0 0 0
IREDELL BA 0 1062 3080 6 7 34 0 13
IREDELL BE 0 1198 2997 4 12 34 0 4
IREDELL CC1 0 2042 3283 8 8 64 0 12
IREDELL CC2 0 2001 2952 6 16 53 0 8
IREDELL CC3 0 2924 4712 12 18 70 0 22
IREDELL CC4 0 1984 3481 14 8 75 0 17
IREDELL CD 0 874 2963 8 5 25 0 5
IREDELL CH-A 0 679 1251 4 2 14 0 4
IREDELL CH-B 0 576 1633 4 6 24 0 1
IREDELL CS 0 604 1542 3 2 15 0 5
IREDELL DV1-A 0 2725 5450 14 15 85 0 15
IREDELL DV1-B 0 2624 5784 6 18 61 0 19
IREDELL DV2-A 0 1061 2491 5 6 37 0 17
IREDELL DV2-B 0 1789 2763 8 6 52 0 16
IREDELL EM 0 168 816 1 1 1 0 1
IREDELL FT 0 1793 4538 9 8 49 0 18
IREDELL NH 0 135 899 1 1 7 0 0
IREDELL OL 0 204 877 1 1 6 0 0
IREDELL SB 0 229 1308 0 0 9 0 4
IREDELL SH-A 0 511 1922 3 0 5 0 3
IREDELL SH-B 0 464 1979 5 1 18 0 5
IREDELL ST1 0 1250 1778 8 4 30 0 9
IREDELL ST2 0 1138 1189 2 2 27 0 11
IREDELL ST3 0 1365 1190 2 10 20 0 4
IREDELL ST4 0 1071 1264 2 4 26 0 8
IREDELL ST5 0 1249 1126 6 5 19 0 14
IREDELL ST6 0 1479 1362 6 10 23 0 1
IREDELL TB 0 502 1397 1 1 14 0 1
IREDELL UG 0 187 983 1 1 10 0 1
JACKSON BCK 0 337 690 2 6 12 0 3
JACKSON CAN 0 88 288 1 2 3 0 0
JACKSON CAS 0 566 974 2 5 16 0 4
JACKSON CFK 0 185 279 1 4 10 0 3
JACKSON CUL 0 2509 1632 7 32 77 0 21
JACKSON GCK 0 352 515 1 5 9 0 1
JACKSON GLV 0 394 864 9 5 7 0 4
JACKSON QUA 0 1223 1265 8 10 30 0 7
JACKSON RIV 0 219 388 2 0 8 0 0
JACKSON SAV 0 310 592 3 9 6 0 1
JACKSON SCC 0 491 848 3 3 15 0 2
JACKSON SDC 0 2125 2213 14 15 48 0 9
JACKSON WEB 0 792 808 5 6 16 0 9
JOHNSTON ABSENTEE 0 10162 5441 39 64 225 0 60
JOHNSTON "ARCHER LODGE" 0 4525 9540 19 23 148 0 23
JOHNSTON BENSON 0 1139 5626 4 2 38 0 5
JOHNSTON CLAYTON 0 7626 9411 17 32 154 0 25
JOHNSTON CLEVELAND 0 4880 8432 14 28 141 0 28
JOHNSTON PR04 0 85 316 3 0 0 0 0
JOHNSTON PR07 0 138 676 0 1 10 0 0
JOHNSTON PR08 0 48 555 2 1 4 0 0
JOHNSTON PR09 0 158 367 0 2 14 0 2
JOHNSTON PR10A 0 150 169 1 1 9 0 0
JOHNSTON PR10B 0 85 195 0 0 3 0 4
JOHNSTON PR11A 0 92 251 1 0 11 0 1
JOHNSTON PR11B 0 155 263 2 4 6 0 1
JOHNSTON PR12A 0 174 353 1 3 12 0 1
JOHNSTON PR12B 0 137 334 2 0 12 0 2
JOHNSTON PR13 0 68 366 2 1 9 0 3
JOHNSTON PR14 0 68 381 1 2 5 0 1
JOHNSTON PR19 0 74 396 2 0 3 0 1
JOHNSTON PR20 0 210 681 0 4 4 0 1
JOHNSTON PR21 0 75 529 0 0 6 0 2
JOHNSTON PR22 0 145 553 0 1 12 1 0
JOHNSTON PR23A 0 103 452 0 2 14 0 1
JOHNSTON PR23B 0 133 385 0 1 9 0 0
JOHNSTON PR24 0 157 144 0 1 4 0 0
JOHNSTON PR25 0 142 173 0 2 3 0 1
JOHNSTON PR26 0 122 104 0 2 6 0 1
JOHNSTON PR27A 0 91 122 1 0 2 0 0
JOHNSTON PR27B 0 137 255 0 3 5 0 1
JOHNSTON PR28 0 107 338 1 1 10 0 4
JOHNSTON PR29A 0 173 413 1 1 14 0 0
JOHNSTON PR29B 0 269 538 4 1 14 0 1
JOHNSTON PR30 0 193 412 3 0 8 0 4
JOHNSTON PR31A 0 72 222 2 1 5 0 2
JOHNSTON PR31B 0 146 389 0 0 10 0 3
JOHNSTON PR32 0 133 485 1 1 14 0 2
JOHNSTON PR33 0 85 341 1 1 8 0 0
JOHNSTON PR34 0 235 326 2 2 11 0 4
JOHNSTON PR35 0 150 386 0 0 15 0 1
JOHNSTON PR36 0 129 609 0 0 6 0 1
JOHNSTON PR37 0 161 556 0 1 14 1 2
JOHNSTON PR38 0 67 493 1 0 1 0 4
JOHNSTON PROVIDENCE 0 1664 5401 10 2 54 0 6
JOHNSTON PROVISIONAL 0 90 167 1 1 7 0 0
JOHNSTON SELMA 0 2437 3096 2 10 32 0 7
JOHNSTON SMITHFIELD 0 4067 7711 10 13 72 0 11
JOHNSTON TRANSFER 0 0 0 0 0 0 0 0
JONES ABSENTEE 0 238 202 1 1 5 0 0
JONES "ONE STOP" 0 1442 1914 3 3 15 0 1
JONES P01 0 61 162 0 0 2 0 0
JONES P02 0 22 97 0 1 0 0 0
JONES P03 0 36 170 0 0 0 0 0
JONES P04 0 77 251 0 0 6 0 0
JONES P05 0 84 91 0 0 3 0 2
JONES P06 0 18 190 0 0 0 0 1
JONES P07 0 209 194 1 0 2 0 0
JONES PROVISIONAL 0 10 9 0 0 1 0 0
JONES TRANSFER 0 0 0 0 0 0 0 0
LEE A1 0 228 237 1 1 5 0 3
LEE A2 0 320 184 2 1 9 0 0
LEE ABSENTEE 0 2623 1366 4 12 39 1 11
LEE B1 0 85 359 1 1 3 0 2
LEE B2 0 93 133 1 2 8 0 1
LEE C1 0 160 384 0 4 2 0 1
