"COUNTY" "AREA" "TOTAL" DEM REP "Castle" "Johnson" "Stein" "Moorehead" "De.La.Fuente" "WRI1" "WRI2" "WRI3" "WRI4" "WRI5" "WRI6" "WRI7" "WRI8" "WRI9" "SCATTERING"
MILWAUKEE "CITY OF MILWAUKEE Ward 180" 1132 845 192 2 54 10 1 1 0 7 0 0 0 0 0 0 0 20
MILWAUKEE "CITY OF MILWAUKEE Ward 181" 1493 1068 320 1 62 14 1 0 0 7 0 0 0 0 0 0 0 20
MILWAUKEE "CITY OF MILWAUKEE Ward 182" 1466 1047 276 1 86 31 0 2 0 4 0 0 0 0 0 0 1 18
MILWAUKEE "CITY OF MILWAUKEE Ward 183" 1936 1343 419 5 106 36 1 3 0 4 0 0 2 0 0 0 0 17
MILWAUKEE "CITY OF MILWAUKEE Ward 184" 1447 953 361 7 84 22 1 2 0 2 0 0 0 0 0 0 0 15
MILWAUKEE "CITY OF MILWAUKEE Ward 185" 1965 1328 462 8 108 23 1 0 0 12 0 0 0 0 0 0 1 22
MILWAUKEE "CITY OF MILWAUKEE Ward 186" 2001 1267 554 4 120 15 0 2 0 8 0 0 0 0 0 0 0 31
MILWAUKEE "CITY OF MILWAUKEE Ward 187" 537 374 115 2 31 8 1 0 0 1 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 188" 462 299 120 0 28 6 0 0 0 1 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 189" 617 484 95 1 20 5 0 0 0 0 0 0 0 0 0 0 0 12
MILWAUKEE "CITY OF MILWAUKEE Ward 190" 1369 866 355 8 96 13 2 3 0 4 4 0 0 0 0 0 0 18
MILWAUKEE "CITY OF MILWAUKEE Ward 191" 1004 633 299 4 49 10 0 0 0 2 2 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 192" 999 665 253 5 48 5 0 0 0 6 2 0 1 0 0 0 0 14
MILWAUKEE "CITY OF MILWAUKEE Ward 193" 621 564 30 2 4 13 2 0 0 1 0 0 0 0 0 0 1 4
MILWAUKEE "CITY OF MILWAUKEE Ward 194" 548 465 51 1 20 8 0 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 195" 469 419 35 0 4 9 1 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 196" 820 718 61 1 18 13 2 1 0 2 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 197" 323 290 24 0 4 3 0 0 0 2 0 0 0 0 0 0 0 0
MILWAUKEE "CITY OF MILWAUKEE Ward 198" 791 704 65 3 6 5 0 0 0 0 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 199" 579 534 24 0 7 6 1 0 0 2 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 200" 374 329 26 0 8 6 0 0 0 1 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 201" 372 330 29 2 2 4 0 0 0 0 0 0 1 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 202" 736 571 114 1 23 15 1 0 0 1 0 0 0 0 0 0 0 10
MILWAUKEE "CITY OF MILWAUKEE Ward 203" 957 678 213 0 35 18 1 0 0 2 0 0 0 0 0 0 0 10
MILWAUKEE "CITY OF MILWAUKEE Ward 204" 814 558 184 5 33 18 0 0 0 3 0 0 0 0 0 0 0 13
MILWAUKEE "CITY OF MILWAUKEE Ward 205" 754 504 194 2 25 13 3 0 0 6 0 0 0 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 206" 603 400 159 1 28 5 0 1 0 3 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 207" 717 377 264 4 43 17 0 0 0 3 0 0 0 0 0 0 0 9
MILWAUKEE "CITY OF MILWAUKEE Ward 208" 787 440 285 2 38 15 0 0 0 2 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 209" 724 354 287 4 48 13 0 0 0 6 0 0 0 0 0 0 0 12
MILWAUKEE "CITY OF MILWAUKEE Ward 210" 785 337 361 3 50 9 0 0 0 4 0 0 0 0 0 0 0 21
MILWAUKEE "CITY OF MILWAUKEE Ward 211" 689 348 271 3 36 11 0 1 0 5 0 0 0 0 0 0 0 14
MILWAUKEE "CITY OF MILWAUKEE Ward 212" 817 415 330 3 47 9 0 0 0 0 2 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 213" 876 502 306 2 39 12 0 1 0 0 0 0 0 0 0 0 0 14
MILWAUKEE "CITY OF MILWAUKEE Ward 214" 405 297 87 1 10 6 2 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 215" 336 271 48 1 7 3 3 1 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 216" 303 232 57 1 4 6 0 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 217" 627 486 116 2 12 10 0 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 218" 723 561 127 0 14 14 0 1 0 1 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 219" 505 399 92 0 5 5 0 1 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 220" 549 420 88 4 17 9 0 3 0 0 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 221" 921 717 154 6 23 10 0 2 0 2 0 0 0 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 222" 600 502 79 1 6 4 0 0 0 1 0 0 0 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 223" 641 505 108 3 12 8 0 1 0 1 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 224" 512 415 80 1 6 7 0 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 225" 487 403 74 0 5 4 0 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 226" 270 226 33 1 4 2 0 0 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 227" 780 666 79 2 13 11 1 0 0 0 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 228" 397 358 30 0 6 2 1 0 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "CITY OF MILWAUKEE Ward 229" 372 322 39 2 5 2 0 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 230" 652 567 64 1 8 5 1 2 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 231" 349 295 45 1 4 1 0 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 232" 230 201 20 0 2 3 1 1 0 1 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 233" 222 195 21 0 4 1 0 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 234" 404 318 62 0 13 5 0 0 0 2 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 235" 1341 942 288 0 66 24 1 1 0 3 0 0 0 0 0 0 1 15
MILWAUKEE "CITY OF MILWAUKEE Ward 236" 462 383 56 1 14 5 1 0 0 0 0 0 0 0 0 0 1 1
MILWAUKEE "CITY OF MILWAUKEE Ward 237" 574 504 48 0 2 9 0 3 0 0 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 238" 511 430 64 0 7 6 1 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 239" 434 354 61 0 5 3 1 0 0 0 0 0 0 0 0 0 0 10
MILWAUKEE "CITY OF MILWAUKEE Ward 240" 506 434 53 0 7 9 1 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 241" 902 646 168 1 49 28 0 0 0 2 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 242" 821 606 147 8 24 22 0 0 0 5 0 0 0 0 0 0 0 9
MILWAUKEE "CITY OF MILWAUKEE Ward 243" 1029 717 242 2 35 21 0 0 0 5 0 0 0 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 244" 806 593 162 1 22 18 0 0 0 1 0 0 0 0 0 0 0 9
MILWAUKEE "CITY OF MILWAUKEE Ward 245" 710 515 146 1 30 14 0 0 0 1 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 246" 1213 914 218 1 47 17 1 1 0 0 0 0 0 0 0 0 0 14
MILWAUKEE "CITY OF MILWAUKEE Ward 247" 609 423 141 2 23 7 0 0 0 4 1 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 248" 1230 934 187 3 55 34 1 1 0 2 1 0 0 0 0 0 0 12
MILWAUKEE "CITY OF MILWAUKEE Ward 249" 399 301 74 1 15 8 0 0 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "CITY OF MILWAUKEE Ward 250" 350 270 52 1 10 12 0 1 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 251" 214 170 36 2 2 3 0 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 252" 467 350 90 2 11 11 0 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 253" 234 174 54 0 4 1 0 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 254" 202 166 32 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 255" 279 227 46 0 2 1 0 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 256" 315 267 35 1 5 4 0 1 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 257" 679 558 96 4 9 7 0 1 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 258" 723 531 152 1 22 7 0 1 0 1 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 259" 474 349 92 1 16 12 0 1 0 1 1 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 260" 367 241 96 4 15 5 0 1 0 0 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 261" 498 280 187 1 13 8 0 1 0 2 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 262" 1031 561 398 0 34 16 1 0 0 7 0 0 0 0 0 0 0 14
MILWAUKEE "CITY OF MILWAUKEE Ward 263" 540 334 174 2 17 8 0 1 0 1 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 264" 1141 634 438 5 42 7 0 0 0 2 0 0 0 0 0 0 0 13
MILWAUKEE "CITY OF MILWAUKEE Ward 265" 600 325 236 0 21 10 1 0 0 2 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 266" 665 278 337 4 30 8 0 0 0 2 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 267" 597 318 245 1 23 3 1 0 0 4 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 268" 1306 658 563 2 56 14 1 1 0 0 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 269" 829 415 346 6 33 11 1 2 0 2 1 0 0 0 0 0 0 12
MILWAUKEE "CITY OF MILWAUKEE Ward 270" 773 365 360 5 26 8 1 0 0 2 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 271" 1371 679 599 3 53 15 0 1 0 5 0 0 1 0 0 0 0 15
MILWAUKEE "CITY OF MILWAUKEE Ward 272" 995 456 487 1 43 5 0 0 0 1 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 273" 579 265 277 0 28 5 0 0 0 2 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 274" 558 255 275 2 19 2 2 0 0 1 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 275" 1234 638 510 6 41 16 1 1 0 6 0 0 0 0 0 0 0 15
MILWAUKEE "CITY OF MILWAUKEE Ward 276" 1257 583 591 9 41 11 2 0 0 5 0 0 0 0 0 0 0 15
MILWAUKEE "CITY OF MILWAUKEE Ward 277" 1206 621 521 2 43 3 1 2 0 5 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 278" 731 356 328 1 33 7 0 0 0 2 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 279" 991 477 447 2 39 9 1 2 0 3 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 280" 1552 1003 472 5 30 15 0 1 0 6 0 0 0 0 0 0 0 20
MILWAUKEE "CITY OF MILWAUKEE Ward 281" 737 456 239 2 19 14 1 1 0 2 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 282" 356 265 75 1 8 6 0 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 283" 679 428 210 4 23 8 0 0 0 0 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 284" 703 518 158 1 13 7 0 1 0 2 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 285" 168 117 42 0 5 4 0 0 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "CITY OF MILWAUKEE Ward 286" 471 310 133 2 15 4 0 0 0 0 0 0 0 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 287" 459 286 141 2 21 5 0 0 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 288" 1066 642 361 3 37 12 0 0 0 0 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 289" 617 406 178 0 21 5 0 0 0 0 0 0 0 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 290" 514 369 115 0 16 10 0 0 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 291" 544 377 130 3 17 7 0 2 0 1 0 0 0 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 292" 602 375 179 2 28 13 0 0 0 0 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 293" 748 437 258 2 24 15 0 0 0 1 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 294" 588 341 205 3 21 9 0 0 0 2 0 0 0 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 295" 711 444 195 3 26 15 1 0 6 6 0 0 0 0 0 0 0 15
MILWAUKEE "CITY OF MILWAUKEE Ward 296" 911 551 284 1 33 21 1 1 0 4 0 0 0 0 0 0 0 15
MILWAUKEE "CITY OF MILWAUKEE Ward 297" 833 590 187 2 24 16 1 0 0 3 0 0 0 0 0 0 0 10
MILWAUKEE "CITY OF MILWAUKEE Ward 298" 690 475 161 0 31 16 3 0 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 299" 846 529 236 5 44 14 0 1 0 4 0 0 1 0 0 0 0 12
MILWAUKEE "CITY OF MILWAUKEE Ward 300" 1162 842 250 1 39 14 0 0 0 2 0 0 0 0 0 0 0 14
MILWAUKEE "CITY OF MILWAUKEE Ward 301" 1062 627 360 2 43 11 0 0 0 5 0 0 0 0 0 0 0 14
MILWAUKEE "CITY OF MILWAUKEE Ward 302" 705 353 306 3 31 5 0 0 0 0 0 0 0 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 303" 1115 613 425 3 44 17 2 0 0 0 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 304" 861 475 327 3 30 6 2 0 0 3 0 0 0 0 0 0 0 15
MILWAUKEE "CITY OF MILWAUKEE Ward 305" 856 459 336 1 43 4 1 0 0 0 0 0 0 0 0 0 0 12
MILWAUKEE "CITY OF MILWAUKEE Ward 306" 741 485 210 4 23 8 0 0 0 0 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 307" 794 462 289 2 23 9 0 0 0 1 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 308" 674 480 176 0 9 7 0 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 309" 1075 571 432 8 41 9 0 1 0 0 0 0 0 0 0 0 0 13
MILWAUKEE "CITY OF MILWAUKEE Ward 310" 335 221 100 1 4 7 0 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 311" 625 352 238 2 20 5 1 1 0 1 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 312" 852 415 375 2 28 12 0 0 0 6 0 0 0 0 0 0 0 14
MILWAUKEE "CITY OF MILWAUKEE Ward 313" 1740 903 747 5 46 14 0 1 0 2 0 0 0 0 0 0 0 22
MILWAUKEE "CITY OF MILWAUKEE Ward 314" 665 308 323 2 11 3 1 0 0 6 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 315" 1172 593 519 4 34 13 0 2 0 1 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 316" 704 321 342 2 22 10 0 2 0 0 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 317" 821 457 315 2 29 8 0 0 0 2 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 320" 42 35 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "CITY OF MILWAUKEE Ward 321" 221 199 18 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 322" 139 115 19 0 2 1 0 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 323" 241 193 42 1 0 2 0 1 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 324" 98 79 16 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "CITY OF MILWAUKEE Ward 325" 361 272 67 1 6 10 1 0 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 326" 5 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "CITY OF MILWAUKEE Ward 327" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "CITY OF OAK CREEK Wards 1-3" 2934 1241 1515 11 93 21 1 0 0 18 0 0 0 0 0 0 0 34
MILWAUKEE "CITY OF OAK CREEK Wards 4-6" 2831 1355 1270 11 112 16 2 0 0 25 0 0 0 0 0 0 0 40
MILWAUKEE "CITY OF OAK CREEK Wards 7-9" 2960 1278 1507 9 102 19 0 2 0 12 0 0 1 0 1 0 0 29
MILWAUKEE "CITY OF OAK CREEK Wards 10-12" 3250 1301 1722 17 119 23 3 0 0 24 1 0 0 0 0 0 0 40
MILWAUKEE "CITY OF OAK CREEK Wards 13-15" 3242 1227 1813 8 125 22 0 0 0 15 0 0 0 0 0 0 0 32
MILWAUKEE "CITY OF OAK CREEK Wards 16-19" 2616 1237 1212 7 112 16 1 0 0 6 0 0 0 0 0 0 0 25
MILWAUKEE "CITY OF ST. FRANCIS Ward 1-4" 1568 803 639 4 69 32 1 0 0 5 0 0 0 0 0 0 0 15
MILWAUKEE "CITY OF ST. FRANCIS Ward 5-8" 1668 849 693 10 64 14 2 1 0 8 0 0 0 0 1 0 0 26
MILWAUKEE "CITY OF ST. FRANCIS Ward 9-12" 1836 1024 670 3 83 22 0 2 0 7 1 0 0 0 0 0 0 24
MILWAUKEE "CITY OF SOUTH MILWAUKEE Ward 1-4" 2547 1240 1124 12 91 37 2 1 0 16 0 0 0 0 0 0 0 24
MILWAUKEE "CITY OF SOUTH MILWAUKEE Ward 5-8" 2286 1067 1041 10 114 23 2 0 0 9 0 0 0 0 0 0 0 20
MILWAUKEE "CITY OF SOUTH MILWAUKEE Ward 9-12" 2891 1299 1409 11 115 25 3 1 0 11 0 0 0 0 0 0 0 17
MILWAUKEE "CITY OF SOUTH MILWAUKEE Ward 13-16" 2561 1212 1183 4 95 32 1 0 0 11 0 0 0 0 0 0 0 23
MILWAUKEE "CITY OF WAUWATOSA Ward 1" 1210 788 343 0 54 4 0 0 0 9 0 0 0 0 0 0 0 12
MILWAUKEE "CITY OF WAUWATOSA Ward 2" 1196 792 323 3 40 14 0 0 0 10 0 0 0 0 0 0 0 14
MILWAUKEE "CITY OF WAUWATOSA Ward 3" 1309 780 391 5 86 10 2 0 0 13 0 0 0 0 0 0 0 22
MILWAUKEE "CITY OF WAUWATOSA Ward 4" 1742 987 602 5 81 21 0 2 0 16 0 0 0 0 0 0 0 28
MILWAUKEE "CITY OF WAUWATOSA Ward 5" 959 572 317 3 39 6 0 1 0 7 0 0 0 0 0 0 0 14
MILWAUKEE "CITY OF WAUWATOSA Ward 6" 860 517 261 7 46 14 0 3 0 2 0 0 0 0 0 0 0 10
MILWAUKEE "CITY OF WAUWATOSA Ward 7" 1422 801 505 6 56 10 1 0 0 12 0 0 0 0 0 0 0 31
MILWAUKEE "CITY OF WAUWATOSA Ward 8" 675 337 298 6 22 3 0 0 0 1 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF WAUWATOSA Ward 9" 1389 649 639 5 61 16 1 2 0 5 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF WAUWATOSA Ward 10" 1171 718 344 4 49 17 0 0 0 20 0 0 0 0 0 0 0 19
MILWAUKEE "CITY OF WAUWATOSA Ward 11" 1247 802 359 0 54 12 1 1 0 7 1 0 0 0 0 0 0 10
MILWAUKEE "CITY OF WAUWATOSA Ward 12" 1413 748 543 1 70 11 0 0 0 24 0 0 0 0 0 0 0 16
MILWAUKEE "CITY OF WAUWATOSA Ward 13" 695 422 209 2 35 9 0 1 0 5 2 0 0 0 0 0 0 10
MILWAUKEE "CITY OF WAUWATOSA Ward 14" 1281 806 354 2 65 23 1 0 0 7 0 0 0 0 0 0 0 23
MILWAUKEE "CITY OF WAUWATOSA Ward 15" 1378 921 318 3 74 23 3 1 0 18 0 0 0 0 0 0 0 17
MILWAUKEE "CITY OF WAUWATOSA Ward 16" 1442 824 479 4 81 7 0 2 0 22 0 0 0 0 0 0 0 23
MILWAUKEE "CITY OF WAUWATOSA Ward 17" 1214 614 501 4 54 6 1 0 0 18 0 0 1 0 0 0 0 15
MILWAUKEE "CITY OF WAUWATOSA Ward 18" 1077 612 390 4 48 10 0 0 0 12 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF WAUWATOSA Ward 19" 1114 608 426 6 48 4 1 2 0 7 0 0 0 0 0 0 0 12
MILWAUKEE "CITY OF WAUWATOSA Ward 20" 1480 740 635 4 53 14 3 0 0 16 0 0 0 0 0 0 0 15
MILWAUKEE "CITY OF WAUWATOSA Ward 21" 1078 519 468 3 44 11 0 2 0 11 3 0 0 0 0 0 0 17
MILWAUKEE "CITY OF WAUWATOSA Ward 22" 1166 644 427 2 59 12 0 1 0 10 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF WAUWATOSA Ward 23" 1143 526 522 5 63 12 1 0 0 3 1 0 0 0 0 0 0 10
MILWAUKEE "CITY OF WAUWATOSA Ward 24" 1050 587 383 4 50 7 1 2 0 5 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF WEST ALLIS Ward 1" 876 461 333 3 45 17 1 1 0 3 0 0 1 0 0 0 0 11
MILWAUKEE "CITY OF WEST ALLIS Ward 2" 1157 666 381 5 63 19 2 0 0 6 0 0 0 0 0 0 0 15
MILWAUKEE "CITY OF WEST ALLIS Ward 3" 802 464 284 1 28 15 1 0 0 1 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF WEST ALLIS Ward 4" 1259 629 509 5 54 14 3 2 0 11 0 0 0 0 0 0 0 32
MILWAUKEE "CITY OF WEST ALLIS Ward 5" 1001 547 384 6 35 17 0 0 0 2 0 0 0 0 0 0 0 10
MILWAUKEE "CITY OF WEST ALLIS Ward 6" 930 445 407 2 35 12 1 1 0 7 0 0 0 0 0 0 0 20
MILWAUKEE "CITY OF WEST ALLIS Ward 7" 1129 581 462 4 57 12 0 0 0 0 0 0 0 0 0 0 0 13
MILWAUKEE "CITY OF WEST ALLIS Ward 8" 968 513 374 7 48 16 2 2 0 0 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF WEST ALLIS Ward 9" 1295 645 539 3 61 18 3 1 0 5 1 0 0 0 0 0 0 19
MILWAUKEE "CITY OF WEST ALLIS Ward 10" 1113 534 467 0 62 20 2 1 0 5 0 0 0 0 0 0 0 22
MILWAUKEE "CITY OF WEST ALLIS Ward 11" 1347 599 645 4 61 17 0 2 0 2 0 0 0 0 0 0 0 17
MILWAUKEE "CITY OF WEST ALLIS Ward 12" 1210 476 643 10 51 15 1 0 0 0 0 0 0 0 0 0 0 14
MILWAUKEE "CITY OF WEST ALLIS Ward 13" 1649 709 805 5 84 12 0 0 0 5 0 0 0 0 0 0 0 29
MILWAUKEE "CITY OF WEST ALLIS Ward 14" 960 458 409 2 47 14 1 0 0 11 0 0 0 0 0 0 0 18
MILWAUKEE "CITY OF WEST ALLIS Ward 15" 953 421 434 5 60 10 1 0 0 9 0 0 0 0 0 0 0 13
MILWAUKEE "CITY OF WEST ALLIS Ward 16" 953 403 475 6 42 12 0 0 0 4 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF WEST ALLIS Ward 17" 1339 604 629 5 58 20 2 0 0 4 0 0 0 0 0 0 0 17
MILWAUKEE "CITY OF WEST ALLIS Ward 18" 1545 678 745 7 67 23 0 1 0 4 1 0 0 0 0 0 0 19
MILWAUKEE "CITY OF WEST ALLIS Ward 19" 1464 659 717 6 48 12 1 2 0 6 0 0 0 0 0 0 0 13
MILWAUKEE "CITY OF WEST ALLIS Ward 20" 975 474 438 3 30 14 0 1 0 8 0 0 0 0 0 0 0 7
MILWAUKEE "CITY OF WEST ALLIS Ward 21" 1240 593 547 4 51 21 1 1 0 8 0 0 0 0 0 0 0 14
MILWAUKEE "CITY OF WEST ALLIS Ward 22" 980 490 414 4 43 13 1 0 0 3 0 0 0 0 0 0 0 12
MILWAUKEE "CITY OF WEST ALLIS Ward 23" 1449 581 775 9 53 13 1 0 0 6 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF WEST ALLIS Ward 24" 883 495 333 3 34 11 0 1 0 2 1 0 0 0 0 0 0 3
MILWAUKEE "CITY OF WEST ALLIS Ward 25" 1287 543 659 4 55 7 0 0 0 5 0 0 0 0 0 0 0 14
MONROE "TOWN OF ADRIAN Ward 1" 415 118 280 1 12 2 0 0 0 0 0 0 0 0 0 0 0 2
MONROE "TOWN OF ANGELO Wards 1-3" 617 202 388 3 14 5 0 0 0 0 0 0 0 0 0 0 0 5
MONROE "TOWN OF BYRON Ward 1" 600 184 373 4 22 4 0 0 0 0 0 0 0 0 0 0 0 13
