COUNTY AREA TOTAL DEM REP Anderson White Turnbull Enz Cason Boucher Grimek William Hoffman Turtenwald Gehler Davis SCATTERING
MILWAUKEE "City of MILWAUKEE Ward 172" 396 372 21 0 1 NA 2 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 173" 507 485 16 2 3 NA 0 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 174" 693 665 19 4 3 NA 2 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 175" 482 440 38 0 3 NA 1 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 176" 618 580 27 1 6 NA 4 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 177" 1792 1363 389 25 6 NA 9 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 178" 1344 1037 273 16 12 NA 6 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 179" 1421 1168 215 21 7 NA 8 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 180" 1032 781 214 14 6 NA 15 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 181" 1420 1006 386 16 6 NA 5 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 182" 1388 1098 254 18 8 NA 9 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 183" 1948 1399 497 23 10 NA 19 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 184" 1297 889 364 26 9 NA 9 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 185" 1704 1224 437 20 5 NA 17 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 186" 2026 1273 705 25 11 NA 9 3 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 187" 555 402 138 4 4 NA 7 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 188" 434 318 101 9 3 NA 3 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 189" 556 444 93 9 3 NA 7 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 190" 976 679 254 20 7 NA 14 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 191" 651 441 193 8 1 NA 7 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 192" 705 554 126 6 5 NA 14 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 193" 429 396 26 1 5 NA 1 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 194" 457 405 45 2 1 NA 2 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 195" 377 342 25 4 3 NA 2 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 196" 604 530 56 10 3 NA 5 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 197" 276 247 20 2 2 NA 3 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 198" 584 502 63 3 10 NA 6 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 199" 485 443 30 0 6 NA 2 4 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 200" 365 321 39 2 0 NA 2 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 201" 329 291 32 1 0 NA 5 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 202" 675 555 106 5 3 NA 6 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 203" 918 699 200 4 7 NA 8 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 204" 756 555 188 5 5 NA 2 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 205" 687 483 184 8 7 NA 5 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 206" 497 355 132 4 3 NA 2 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 207" 658 398 241 9 5 NA 5 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 208" 715 431 259 13 7 NA 4 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 209" 652 336 301 8 5 NA 2 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 210" 619 279 314 16 4 NA 5 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 211" 603 349 237 5 8 NA 3 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 212" 738 426 289 11 4 NA 7 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 213" 755 465 266 11 6 NA 6 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 214" 456 345 100 6 2 NA 2 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 215" 275 238 30 0 4 NA 3 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 216" 268 206 57 1 1 NA 2 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 217" 537 423 101 2 4 NA 7 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 218" 595 484 99 6 4 NA 2 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 219" 388 306 71 3 3 NA 4 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 220" 483 393 78 4 6 NA 2 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 221" 809 651 144 3 5 NA 6 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 222" 438 357 71 2 6 NA 2 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 223" 525 407 102 4 9 NA 2 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 224" 367 295 62 2 3 NA 3 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 225" 365 290 66 3 3 NA 2 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 226" 200 172 24 2 1 NA 0 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 227" 555 464 77 5 2 NA 6 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 228" 280 247 28 2 3 NA 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 229" 261 208 43 4 2 NA 3 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 230" 520 452 61 1 3 NA 3 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 231" 218 183 32 1 2 NA 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 232" 163 132 25 2 1 NA 3 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 233" 171 150 15 2 3 NA 1 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 234" 368 304 56 2 3 NA 2 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 235" 1348 1014 283 19 16 NA 14 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 236" 374 317 50 3 3 NA 1 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 237" 478 426 39 3 2 NA 7 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 238" 368 313 47 3 3 NA 1 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 239" 343 295 41 1 3 NA 1 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 240" 441 379 51 2 3 NA 3 3 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 241" 1019 794 189 15 8 NA 11 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 242" 795 621 157 7 7 NA 3 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 243" 1012 741 248 12 7 NA 3 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 244" 820 634 173 4 4 NA 5 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 245" 667 507 154 3 1 NA 2 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 246" 1154 921 209 8 2 NA 13 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 247" 586 463 108 9 2 NA 4 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 248" 1151 917 200 15 10 NA 8 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 249" 315 241 68 2 0 NA 3 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 250" 272 215 46 2 3 NA 4 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 251" 217 180 31 1 3 NA 2 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 252" 375 292 70 7 5 NA 0 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 253" 180 143 32 1 2 NA 2 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 254" 173 139 32 1 1 NA 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 255" 193 157 29 2 4 NA 1 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 256" 220 187 27 2 2 NA 1 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 257" 522 426 83 6 4 NA 3 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 258" 602 474 115 5 2 NA 6 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 259" 419 335 77 2 1 NA 4 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 260" 346 247 89 4 1 NA 4 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 261" 458 295 153 6 2 NA 2 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 262" 907 544 334 13 6 NA 9 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 263" 466 302 157 0 2 NA 5 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 264" 949 568 365 6 5 NA 5 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 265" 533 314 211 2 0 NA 6 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 266" 584 273 293 4 5 NA 9 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 267" 509 289 210 5 1 NA 3 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 268" 1169 630 511 12 5 NA 11 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 269" 715 394 309 3 1 NA 5 3 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 270" 709 336 358 7 6 NA 2 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 271" 1164 611 526 13 4 NA 10 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 272" 917 456 445 7 4 NA 3 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 273" 524 259 251 5 4 NA 5 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 274" 491 225 257 5 0 NA 4 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 275" 1122 590 498 13 7 NA 14 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 276" 1052 526 497 7 8 NA 12 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 277" 1034 558 452 9 6 NA 8 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 278" 609 317 280 4 1 NA 6 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 279" 817 451 348 8 0 NA 9 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 280" 1380 926 426 10 6 NA 10 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 281" 655 427 211 6 9 NA 0 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 282" 254 184 62 3 1 NA 2 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 283" 572 360 207 2 3 NA 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 284" 573 450 112 2 5 NA 3 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 285" 141 103 36 1 1 NA 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 286" 388 270 110 3 2 NA 2 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 287" 452 297 143 6 2 NA 3 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 288" 904 578 312 8 4 NA 2 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 289" 527 357 161 3 2 NA 4 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 290" 452 353 90 2 2 NA 3 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 291" 448 329 109 2 4 NA 4 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 292" 532 366 158 3 1 NA 4 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 293" 710 438 260 3 4 NA 5 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 294" 557 355 192 7 2 NA 1 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 295" 689 484 186 4 7 NA 8 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 296" 867 570 271 11 6 NA 8 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 297" 787 594 179 5 3 NA 6 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 298" 680 509 158 2 6 NA 5 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 299" 775 545 216 9 4 NA 1 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 300" 1133 833 268 11 6 NA 14 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 301" 1030 673 328 10 11 NA 8 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 302" 677 393 264 9 2 NA 9 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 303" 1048 619 405 11 4 NA 8 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 304" 744 431 297 6 1 NA 9 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 305" 805 476 307 10 4 NA 8 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 306" 631 414 207 4 1 NA 4 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 307" 654 389 258 1 2 NA 4 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 308" 537 387 134 11 2 NA 3 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 309" 1000 564 414 9 4 NA 9 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 310" 244 174 65 3 2 NA 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 311" 547 298 237 4 2 NA 5 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 312" 798 437 348 5 3 NA 3 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 313" 1433 764 646 9 8 NA 6 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 314" 602 294 296 5 2 NA 4 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 315" 1087 565 507 7 3 NA 5 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 316" 646 347 292 2 0 NA 3 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 317" 767 459 290 7 5 NA 6 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 320" 39 38 1 0 0 NA 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 321" 148 132 12 0 4 NA 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 322" 96 77 16 0 1 NA 2 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 323" 196 157 36 3 0 NA 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 324" 85 74 11 0 0 NA 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 325" 364 295 56 5 4 NA 3 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 326" 4 2 2 0 0 NA 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of MILWAUKEE Ward 327" 0 0 0 0 0 NA 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of OAK CREEK Wards 1-3" 2784 1196 1536 18 17 NA 17 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of OAK CREEK Wards 4-6" 2473 1202 1223 16 12 NA 17 3 0 0 0 0 0 0 0 0
MILWAUKEE "City of OAK CREEK Wards 7-9" 2822 1243 1540 23 3 NA 12 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of OAK CREEK Wards 10-12" 2936 1221 1661 17 7 NA 24 6 0 0 0 0 0 0 0 0
MILWAUKEE "City of OAK CREEK Wards 13-15" 3033 1168 1828 11 9 NA 17 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of OAK CREEK Wards 16-19" 2248 1155 1057 10 10 NA 16 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of ST. FRANCIS Wards 1-4" 1433 811 585 19 4 NA 13 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of ST. FRANCIS Wards 5-8" 1577 852 693 10 6 NA 15 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of ST. FRANCIS Wards 9-12" 1754 1038 689 13 3 NA 9 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of SOUTH MILWAUKEE Wards 1-4" 2331 1226 1025 28 20 NA 27 5 0 0 0 0 0 0 0 0
MILWAUKEE "City of SOUTH MILWAUKEE Wards 5-8" 2047 1016 981 18 12 NA 13 6 0 0 0 0 0 1 0 0
MILWAUKEE "City of SOUTH MILWAUKEE Wards 9-12" 2632 1256 1318 14 24 NA 16 4 0 0 0 0 0 0 0 0
MILWAUKEE "City of SOUTH MILWAUKEE Wards 13-16" 2265 1110 1081 34 14 NA 25 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 1" 1190 743 432 8 1 NA 6 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 2" 1154 768 374 8 0 NA 4 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 3" 1250 767 461 11 6 NA 3 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 4" 1680 951 713 10 1 NA 3 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 5" 910 523 371 8 5 NA 3 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 6" 919 581 319 8 4 NA 6 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 7" 1419 809 589 10 2 NA 8 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 8" 655 303 343 2 0 NA 7 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 9" 1248 617 600 14 6 NA 10 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 10" 1149 750 377 9 8 NA 5 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 11" 1171 752 401 10 4 NA 4 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 12" 1402 743 642 8 4 NA 5 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 13" 641 412 220 5 1 NA 2 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 14" 1221 785 418 10 4 NA 4 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 15" 1285 910 344 17 6 NA 8 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 16" 1423 755 648 9 4 NA 6 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 17" 1196 540 640 8 2 NA 5 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 18" 968 546 401 12 0 NA 8 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 19" 1073 606 442 13 6 NA 5 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 20" 1393 703 670 6 2 NA 9 3 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 21" 993 480 495 6 5 NA 7 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 22" 1117 614 491 5 0 NA 7 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 23" 1069 537 515 8 6 NA 3 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of WAUWATOSA Ward 24" 899 516 370 5 3 NA 5 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 1" 793 483 284 14 4 NA 7 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 2" 956 598 319 16 8 NA 14 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 3" 718 436 257 8 8 NA 7 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 4" 1107 583 498 10 8 NA 8 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 5" 901 495 384 9 7 NA 5 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 6" 813 427 362 8 5 NA 6 5 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 7" 967 528 415 11 5 NA 7 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 8" 876 472 365 16 9 NA 13 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 9" 1130 614 490 12 8 NA 5 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 10" 975 531 420 12 7 NA 5 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 11" 1208 578 602 10 6 NA 11 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 12" 1081 472 588 10 4 NA 6 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 13" 1456 661 753 13 6 NA 20 3 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 14" 818 450 342 8 3 NA 14 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 15" 857 443 394 8 3 NA 8 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 16" 844 396 418 9 8 NA 13 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 17" 1174 576 577 9 3 NA 7 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 18" 1420 657 722 21 9 NA 10 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 19" 1250 582 646 11 7 NA 3 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 20" 855 439 390 7 8 NA 9 2 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 21" 1088 570 498 10 4 NA 5 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 22" 878 456 405 7 7 NA 2 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 23" 1243 557 660 9 5 NA 12 0 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 24" 726 403 310 5 2 NA 5 1 0 0 0 0 0 0 0 0
MILWAUKEE "City of WEST ALLIS Ward 25" 1188 534 632 7 3 NA 11 1 0 0 0 0 0 0 0 0
MONROE "Town of ADRIAN Ward 1" 360 115 238 1 4 NA 2 0 0 0 0 0 0 0 0 0
MONROE "Town of ANGELO Wards 1-3" 518 186 322 1 5 NA 4 0 0 0 0 0 0 0 0 0
MONROE "Town of BYRON Ward 1" 444 168 263 6 2 NA 5 0 0 0 0 0 0 0 0 0
MONROE "Town of CLIFTON Ward 1" 188 76 109 1 0 NA 2 0 0 0 0 0 0 0 0 0
MONROE "Town of GLENDALE Ward 1" 295 98 188 5 1 NA 3 0 0 0 0 0 0 0 0 0
MONROE "Town of GRANT Ward 1" 200 56 140 3 1 NA 0 0 0 0 0 0 0 0 0 0
MONROE "Town of GREENFIELD Wards 1-2" 331 109 217 2 1 NA 2 0 0 0 0 0 0 0 0 0
MONROE "Town of JEFFERSON Ward 1" 252 97 152 1 1 NA 1 0 0 0 0 0 0 0 0 0
MONROE "Town of LAFAYETTE Wards 1-2" 154 55 98 0 0 NA 1 0 0 0 0 0 0 0 0 0
MONROE "Town of LA GRANGE Wards 1A-3A" 866 347 503 6 4 NA 5 1 0 0 0 0 0 0 0 0
MONROE "Town of LA GRANGE Wards 1B-3B" 60 19 39 0 1 NA 1 0 0 0 0 0 0 0 0 0
MONROE "Town of LEON Wards 1-2" 525 170 347 2 2 NA 3 1 0 0 0 0 0 0 0 0
MONROE "Town of LINCOLN Ward 1" 364 105 249 5 2 NA 3 0 0 0 0 0 0 0 0 0
MONROE "Town of LITTLE FALLS Wards 1-2" 623 237 374 4 0 NA 7 1 0 0 0 0 0 0 0 0
MONROE "Town of NEW LYME Ward 1" 88 29 59 0 0 NA 0 0 0 0 0 0 0 0 0 0
MONROE "Town of OAKDALE Ward 1" 304 107 187 8 1 NA 1 0 0 0 0 0 0 0 0 0
MONROE "Town of PORTLAND Ward 1" 371 138 223 5 2 NA 3 0 0 0 0 0 0 0 0 0
MONROE "Town of RIDGEVILLE Ward 1" 233 97 135 1 0 NA 0 0 0 0 0 0 0 0 0 0
MONROE "Town of SCOTT Ward 1" 45 9 34 0 2 NA 0 0 0 0 0 0 0 0 0 0
