COUNTY AREA TOTAL DEM REP LIB GRN REF NLP CON WI
"De Kalb" "Rec Center Lobby-6A" 0 102 118 0 3 1 0 0 0
"De Kalb" "Rec Center Lobby-6B" 0 112 92 5 1 1 0 0 0
"De Kalb" "VFW Hall Ft. Payne 7A" 0 78 197 2 3 1 0 0 0
"De Kalb" "VFW Hall Ft. Payne 7B" 0 89 188 1 1 1 0 0 0
"De Kalb" "Forrest Ave.\Sch. Library" 0 93 169 2 3 0 0 0 0
"De Kalb" "Garrett Carpet\Five Pts." 0 63 233 3 5 1 0 0 0
"De Kalb" "Ft. Payne Arm." 0 157 388 2 5 0 0 0 0
"De Kalb" "Town Hall\Valley Head" 0 158 177 2 3 2 0 0 0
"De Kalb" Armory\Hammondville 0 102 191 0 4 0 0 3 0
"De Kalb" "Sulpher Sprg.\Comm. Ctr." 0 58 56 3 0 0 0 0 0
"De Kalb" "Cartersville F.D." 0 133 268 5 4 0 0 1 0
"De Kalb" "Paynes Chapel\Shiloh" 0 85 201 0 2 1 0 0 0
"De Kalb" "Mt. Olive Advent\Ch. Highpt." 0 97 168 1 2 1 0 1 0
"De Kalb" "Town Hall Sylvania-2A" 0 137 205 4 1 1 0 2 0
"De Kalb" "Town Hall Sylvania-2B" 0 98 218 0 1 0 0 1 0
"De Kalb" "Ruritan Bldg\Henagar-3A" 0 112 303 2 2 2 0 0 0
"De Kalb" "Ruritan Bldg\Henagar-3B" 0 140 305 4 1 1 0 0 1
"De Kalb" "Blake Comm. Ctr." 0 94 246 1 2 2 0 0 0
"De Kalb" "R'ville Burnt Ch." 0 35 34 0 0 1 0 0 0
"De Kalb" "Civic Ctr\Rainsville-3A" 0 129 278 4 6 0 0 0 0
"De Kalb" "Civic Ctr\Rainsville-3B" 0 91 299 3 2 0 0 0 0
"De Kalb" "Civic Ctr\Rainsville-3C" 0 129 292 3 2 2 0 0 0
"De Kalb" "Civic Ctr\Rainsville-3D" 0 156 296 6 1 1 0 0 0
"De Kalb" "Town Hall Powell" 0 158 225 2 1 3 0 0 1
"De Kalb" "Tenbroeck Comm. Ctr." 0 98 148 2 1 2 0 0 0
"De Kalb" "Club Hse.\Grove Oak" 0 84 132 3 2 0 0 0 0
"De Kalb" "School Lobby Grove Oak" 0 55 83 1 0 1 0 0 0
"De Kalb" "Town Hall\Crossville" 0 160 295 3 6 1 0 0 0
"De Kalb" "Kilpatrick Ch. Fshp." 0 106 153 0 2 6 0 0 0
"De Kalb" "Aroney Chevron St." 0 126 191 2 1 0 0 0 0
"De Kalb" "Comm. Hse\Rodentown" 0 91 157 1 1 0 0 0 0
"De Kalb" "Crossville Sch." 0 87 174 2 0 2 0 0 0
"De Kalb" "Lathemville Meth. Ch." 0 34 45 1 0 2 0 0 0
"De Kalb" "Pea Ridge Ch." 0 33 79 0 1 0 0 0 0
"De Kalb" "Town Hall Ider-2A" 0 149 286 3 4 2 0 0 0
"De Kalb" "Town Hall Ider-2B" 0 127 230 3 5 0 0 1 0
"De Kalb" "Mt. Home Ch.\Double Bridges" 0 54 115 3 1 0 0 0 0
"De Kalb" "Adamsburg VFD" 0 55 163 0 2 3 0 0 0
"De Kalb" "F H #3 E. Highland" 0 83 234 1 7 2 0 0 0
"De Kalb" "Town Hall Mentone" 0 169 322 5 18 2 0 0 1
"De Kalb" "Club Hse. P'ville" 0 9 26 5 1 0 0 0 0
"De Kalb" "Fairview Cmnty Ctr." 0 64 107 1 1 1 0 0 0
"De Kalb" "McKestes Cmnty Ctr." 0 76 120 0 2 1 0 0 0
"De Kalb" "Whiton Old Sch.\Building" 0 78 73 1 0 0 0 0 0
"De Kalb" "Painter Comm. Ctr." 0 82 165 1 3 0 0 0 0
"De Kalb" "Harmony Masonic Ldg." 0 63 53 1 1 2 0 0 0
"De Kalb" "Antioch Barrys BBQ" 0 67 95 1 0 1 0 0 0
"De Kalb" "Fyffe Town Hall" 0 221 351 3 5 5 1 0 0
"De Kalb" "Shiloh Town Hall" 0 85 94 0 3 0 0 0 0
"De Kalb" "Fyffe Cty. Hall\Moores' xrds." 0 20 60 0 0 0 0 0 0
"De Kalb" "Pleasant Hill\Comm. Ctr." 0 98 183 1 3 0 0 0 0
"De Kalb" "Guest McKestes C C" 0 66 64 2 1 0 0 0 0
"De Kalb" "A to Z Ctr. Gr'dine" 0 67 96 2 1 1 0 0 0
"De Kalb" "Geraldine Town Hall" 0 210 293 1 2 7 0 0 0
"De Kalb" "Oak Hill Meth Ch." 0 53 59 1 2 0 0 0 0
"De Kalb" "Fischer Crossroads\Old Sch." 0 100 223 3 4 1 0 0 0
"De Kalb" "Loveless McNutt Ch." 0 9 23 0 0 0 0 0 0
"De Kalb" "Skirum Comm. Ctr." 0 122 115 0 1 1 0 0 0
Elmore "TALLASSEE RECREATION CENTER #1" 0 362 974 5 14 4 0 0 1
Elmore "TALLASSEE RECREATION CENTER #2" 0 0 0 0 0 0 0 0 0
Elmore "SOUTHSIDE SCHOOL TALLASSEE" 0 171 41 1 4 0 0 1 0
Elmore "FRIENDSHIP FIRE DEPARTMENT" 0 146 282 4 5 1 1 0 0
Elmore "ASBURY KENT COMMUNITY CENTER" 0 140 358 1 3 1 1 0 0
Elmore "KOWALIGA FIRE DEPARTMENT" 0 121 432 2 5 0 0 0 0
Elmore "REDHILL VOTING HOUSE" 0 101 312 3 6 0 0 0 0
Elmore "ECLECTIC FIRE STATION" 0 291 486 4 6 2 0 0 1
Elmore "SEMAN COMMUNITY CENTER" 0 113 438 1 11 5 0 0 0
Elmore "SANTUCK COMMUNITY CENTER" 0 244 472 1 3 1 0 1 0
Elmore "WALLSBORO FIRE DEPARTMENT" 0 244 517 4 7 1 1 0 1
Elmore "WEOKA VOTING HOUSE" 0 46 232 0 2 0 0 0 0
Elmore "BUYCK FIRE DEPARTMENT" 0 168 515 1 8 3 2 1 0
Elmore "TITUS COMMUNITY CENTER" 0 86 214 1 1 1 2 0 0
Elmore "LIGHTWOOD FIRE STATION" 0 144 394 2 9 2 0 0 0
Elmore "HOLTVILLE FIRE STATION" 0 264 970 6 8 2 0 0 1
Elmore "DEATSVILLE MASONIC LODGE" 0 41 213 3 2 0 0 0 0
Elmore "CRENSHAW PARK" 0 277 80 1 0 0 0 0 0
Elmore "FITZPATRICK COMMUNITY HOUSE" 0 205 505 1 6 0 0 0 0
Elmore "COOSADA CITY HALL" 0 269 394 1 6 2 0 1 0
Elmore "VICTORY BAPTIST SCHOOL #1" 0 303 1156 3 9 5 0 0 1
Elmore "VICTORY BAPTIST SCHOOL #2" 0 349 1368 8 16 2 0 0 0
Elmore "MILLBROOK MEMORIAL PARK #1" 0 375 367 1 4 3 0 0 0
Elmore "MILLBROOK MEMORIAL PARK #2" 0 389 915 4 15 1 0 0 1
Elmore "FAIN PARK - WETUMPKA" 0 500 560 6 12 1 0 0 1
Elmore "WETUMPKA ARMORY #1" 0 195 590 4 8 6 1 0 0
Elmore "WETUMPKA ARMORY #2" 0 236 724 3 12 2 0 0 0
Elmore "PLEASANT HILL COMMUNITY CENTER" 0 129 550 2 2 2 0 0 0
Elmore "BLUE RIDGE VOTING HOUSE" 0 131 641 2 5 2 0 0 1
Elmore "REDLAND FIRE STATION #1" 0 208 727 4 6 2 0 0 0
Elmore "REDLAND FIRE STATION #2" 0 115 611 4 8 0 0 0 1
Elmore "ROCK SPRINGS" 0 103 235 0 1 0 0 0 0
Elmore "ABSENTEE VOTERS" 0 186 504 4 8 2 0 0 2
Escambia "DIXIE VOLUNTEER FIRE DEPT." 0 12 17 0 0 0 0 0 0
Escambia "BETHEL ROBERTS CO VOTING HOUSE" 0 20 56 0 0 4 0 0 0
Escambia "EAST BREWTON NEAL SCHOOL" 0 199 336 0 7 7 0 1 0
Escambia "BREWTON COURTHOUSE" 0 506 162 0 0 2 0 0 1
Escambia "EAST BREWTON CITY HALL" 0 186 179 1 4 1 0 1 0
Escambia "RIVERVIEW TOWN HALL" 0 73 193 1 1 0 0 1 0
Escambia "POLLARD TOWN HALL" 0 77 155 0 2 1 0 0 0
Escambia "ALCO J.D. JC MUSEUM" 0 163 205 0 3 1 0 0 0
Escambia "BREWTON COMMUNITY CENTER #1" 0 356 645 4 10 3 0 1 0
Escambia "BREWTON COMMUNITY CENTER #2" 0 108 222 0 5 1 0 0 1
Escambia "MCCALL SCHOOL" 0 92 388 0 2 4 0 0 0
Escambia "FLOMATON CITY HALL" 0 78 289 0 6 1 1 3 0
Escambia "FLOMATON COMMUNITY HOUSE" 0 175 242 0 3 1 1 0 0
Escambia "LITTLE ESCAMBIA VOTING HOUSE" 0 26 120 0 0 0 0 0 0
Escambia "PINEVIEW VOTING HOUSE" 0 46 112 0 0 3 0 0 0
Escambia "BARNETTS CROSS ROADS" 0 9 93 0 1 0 0 0 0
Escambia "HUXFORD MASONIC LODGE" 0 31 144 1 1 3 0 0 0
Escambia "MCCULLOGH VFD" 0 57 159 0 0 0 0 0 0
Escambia "CANOE CIVIC CLUB BUILDING" 0 47 204 0 2 0 0 0 0
Escambia "ATMORE RACHEL PATTERSON SCHOOL" 0 129 457 0 5 3 0 0 0
Escambia "ATMORE CITY HALL #1" 0 402 15 1 1 1 0 0 0
Escambia "ATMORE CITY HALL #2" 0 202 12 0 1 0 0 0 0
Escambia "LITTLE ROCK ALLENS STORE" 0 17 52 0 0 0 0 0 0
Escambia "ATMORE COUNTY ROAD DEPARTMENT" 0 73 88 0 0 3 1 0 0
Escambia "ATMORE STAFF CHEVROLET #1" 0 143 413 1 4 1 0 0 0
Escambia "ATMORE STAFF CHEVROLET #2" 0 143 409 1 1 5 0 0 1
Escambia "NOKOMIS VOTING HOUSE" 0 45 149 0 0 0 0 0 0
Escambia "BRADLEY VOL.FIRE DEPARTMENT" 0 16 63 0 1 0 0 0 0
Escambia "DAMASCUS BOYKIN SCHOOL" 0 175 98 0 6 1 0 0 0
Escambia "KIRKLAND NORTH BREWTON SCHOOL" 0 117 280 1 3 0 0 0 0
Escambia "APPLETON VOL.FIRE DEPARTMENT" 0 93 267 0 0 3 0 0 0
Escambia "ROCK HILL RIDGE ROAD FIRE DEPT" 0 91 128 1 1 2 0 0 0
Escambia "WALLACE METHODIST CHURCH" 0 22 52 0 0 0 0 0 0
Escambia POARCH 0 84 109 0 1 2 0 0 0
Escambia "NEW ORDER BAPTIST CHURCH" 0 392 216 0 3 2 0 0 0
Escambia "ABSENTEE VOTERS" 0 118 246 1 4 2 0 0 1
Etowah "NOCCALULA KIWANIS PVLN #1" 0 358 537 5 16 6 0 0 1
Etowah "NOCCALULA KIWANIS PVLN #2" 0 393 688 3 23 4 0 0 0
Etowah "ELLIOTT COMMUNITY CENTER #1" 0 377 252 0 9 10 0 0 0
Etowah "ELLIOTT COMMUNITY CENTER #2" 0 325 304 2 13 7 0 0 1
Etowah "CARVER COMMUNITY CENTER #1" 0 482 14 1 1 2 0 0 0
Etowah "CARVER COMMUNITY CENTER #2" 0 727 16 1 0 0 0 0 0
Etowah "NORTH GADSDEN BAPTIST CHURCH" 0 61 54 0 1 1 0 0 0
Etowah "NORTH GADSDEN REC CENTER" 0 538 328 4 11 6 1 0 1
Etowah "12TH STREET BAPTIST CHURCH" 0 197 54 2 3 0 0 0 0
Etowah "WALNUT PARK REC CENTER" 0 461 331 3 6 9 1 0 0
Etowah "GADSDEN CONVENTION HALL #1" 0 286 221 0 3 2 0 1 0
Etowah "GADSDEN CONVENTION HALL #2" 0 278 230 1 3 2 0 0 0
Etowah "GADSDEN CONVENTION HALL #3" 0 281 219 4 6 3 0 0 1
Etowah "JESSIE DEAN SMITH REC CENTER" 0 246 180 0 3 5 0 0 1
Etowah "ALABAMA TECH COLLEGE" 0 430 265 1 8 6 1 0 0
Etowah "MEADOW BROOK BAPTIST CHURCH" 0 378 1188 7 14 2 0 0 0
Etowah "COLLEGE HEIGHTS BAPTIST CHURCH" 0 901 289 1 7 2 1 1 0
Etowah "COREY SCHOOL - NEW GYM" 0 722 101 4 1 2 0 0 0
Etowah "EAST GADSDEN REC CENTER" 0 423 266 3 8 2 0 0 0
Etowah "SOUTHSIDE BAPTIST CHURCH #1" 0 147 315 0 9 1 0 0 0
Etowah "SOUTHSIDE BAPTIST CHURCH #2" 0 642 1438 7 23 12 0 0 2
Etowah "SOUTHSIDE BAPTIST CHURCH #3" 0 170 408 1 2 2 0 0 0
Etowah "TILLISON BEND WATER AUTHORITY" 0 200 303 4 5 4 0 0 0
Etowah "GEORGE WALLACE SENIOR CNTR #1" 0 469 579 1 11 2 1 1 0
Etowah "GEORGE WALLACE SENIOR CNTR #2" 0 541 747 8 19 6 1 0 0
Etowah "HOKES BLUFF COMMUNITY CNTR #1" 0 492 715 6 14 9 0 0 0
Etowah "HOKES BLUFF COMMUNITY CNTR #2" 0 371 587 5 8 6 0 0 0
Etowah "LIBERTY METHODIST CHURCH" 0 102 127 0 0 0 0 0 1
Etowah "YOUNGS CHAPEL CHURCH" 0 133 252 0 8 1 0 0 1
Etowah "UNION #3 BAPTIST CHURCH" 0 71 128 0 2 3 0 0 0
Etowah "UNION HILL METHODIST CHURCH" 0 182 368 0 7 6 0 2 1
Etowah "COATES BEND FIRE DEPARTMENT" 0 249 230 2 4 7 0 0 0
Etowah "GASTON HIGH SCHOOL" 0 109 171 0 8 1 0 0 0
Etowah "BLACK CREEK VOLUNTEER FIRE" 0 78 159 1 5 0 0 0 0
Etowah "HIGHLAND SCHOOL" 0 348 566 3 15 14 0 2 1
Etowah "REECE CITY TOWN HALL" 0 108 210 0 3 0 0 2 0
Etowah "DUCK SPRINGS SCHOOL" 0 89 174 3 4 2 0 1 0
Etowah "KEENER COMMUNITY CENTER" 0 42 60 2 2 1 0 0 0
Etowah "CAVE SPRINGS COMMUNITY HOUSE" 0 69 164 0 1 3 0 0 0
Etowah "ATTALLA FIRE DEPARTMENT" 0 318 75 1 2 2 0 0 0
Etowah "ATTALLA CITY HALL" 0 184 89 2 1 4 0 0 0
Etowah "ETOWAH MIDDLE SCHOOL" 0 255 288 2 9 6 0 1 0
Etowah "ATTALLA FIRE DEPARTMENT NO.3" 0 274 293 0 7 1 0 1 0
Etowah "CARNES REC CENTER" 0 376 512 0 8 4 0 1 0
Etowah "MOUNTAINBORO CITY HALL" 0 285 447 2 5 6 0 0 0
Etowah "SARDIS CITY HALL" 0 214 440 1 4 4 0 0 1
Etowah "DISTRICT NO.3 MAINTENANCE SHOP" 0 214 388 6 2 5 0 1 0
Etowah "NEW UNION COMMUNITY CENTER" 0 180 385 0 8 0 0 0 0
Etowah "AURORA BAPTIST CHURCH" 0 64 112 0 2 3 0 0 0
Etowah "EGYPT VOLUNTEER FIRE" 0 109 141 2 2 1 0 0 1
Etowah "MORTON CHAPEL CHURCH" 0 156 219 0 5 2 0 1 0
Etowah "WALNUT GROVE FIRE DEPARTMENT" 0 109 194 2 5 4 0 0 1
Etowah "ALTOONA REC CENTER" 0 128 187 1 0 3 0 0 0
Etowah "WEST ETOWAH VOLUNTEER FIRE" 0 54 99 0 1 4 0 0 0
Etowah "GALLANT COMMUNITY CENTER" 0 72 218 0 0 4 0 0 0
Etowah "CLEAR CREEK METHODIST CHURCH" 0 31 83 0 3 2 0 0 0
Etowah "RAINBOW CITY COMMUNITY CNTR #1" 0 234 604 2 10 4 0 0 0
Etowah "RAINBOW CITY COMMUNITY CNTR #2" 0 394 801 2 20 4 0 1 0
Etowah "RAINBOW CITY COMMUNITY CNTR #3" 0 326 608 1 24 6 0 0 0
Etowah "WHORTON BEND FIRE STATION" 0 173 456 1 10 3 0 0 0
Etowah "RIDDLES BEND BAPTIST CHURCH" 0 177 261 2 8 6 0 0 0
Etowah "IVALEE VOLUNTEER FIRE" 0 151 220 1 6 6 0 1 0
Etowah "RIDGEVILLE TOWN HALL" 0 72 26 1 0 0 0 0 0
Etowah "ABSENTEE VOTERS" 0 407 703 3 7 4 0 0 0
Fayette "FAYETTE CIVIC CENTER" 0 575 988 2 14 9 0 1 1
Fayette "FAYETTE YOUTH CENTER" 0 463 416 3 9 6 0 1 1
Fayette "FAYETTE COVIN VOTING CENTER" 0 115 84 0 2 0 0 0 0
Fayette "RIDGE CONCORD CH. VT. CNT." 0 58 78 0 0 0 0 0 0
Fayette "STUDDARDS CROSSROADS" 0 9 31 0 1 1 0 0 0
Fayette "PLEASANT GROVE VOTING CENTER" 0 38 64 0 1 2 0 0 0
Fayette "STOUGH VOTING CENTER" 0 91 221 0 3 0 0 0 0
Fayette "RUSSELL VOTING CENTER BOBO SCH" 0 188 305 2 1 7 0 0 0
Fayette "COLES VOTING CNT KILLINGSWORTH" 0 42 74 0 0 3 0 0 0
Fayette "COLES NEW RIVER CH. OF CHRIST" 0 55 66 0 0 3 0 0 0
Fayette "HICO VT. CNT. N OF NEWTONVILLE" 0 94 79 2 0 5 0 0 0
Fayette "COLLIN VT. CNT. MT. VERNON" 0 57 180 1 1 2 0 0 0
Fayette "BERRY ARMORY" 0 231 327 1 6 2 0 1 1
Fayette "LEE BELK COMM CTR" 0 55 130 0 2 2 0 0 0
Fayette "LEE OAKRIDGE VOTING CENTER" 0 25 66 0 1 0 0 0 0
Fayette "BROWNS GLEN ALLEN COMM. CNT." 0 98 103 0 0 2 0 0 1
Fayette "BROWNS WHITES CHAPEL VT. CNT." 0 105 131 1 0 2 0 0 0
Fayette "WEBSTER VT. CNT. WAYSIDE SCH." 0 53 102 0 1 0 0 1 0
Fayette "BOLEY BOLEY SPRINGS CHURCH" 0 90 100 0 0 6 0 0 1
Fayette "GILPIN LAWRENCE MILL COMM. CNT" 0 79 209 0 4 1 0 0 0
Fayette "CLEAR CREEK VT. CNT. PHILA. CH" 0 60 97 2 1 0 0 0 0
Fayette "THOMPSON KIRKLAND SCHOOL BLDG." 0 45 118 3 5 3 0 0 0
Fayette "STONEWALL CANNAN COMM. CNT." 0 131 48 0 1 3 0 0 0
Fayette "BYLOR VOTING CENTER BANKSTON" 0 112 204 1 5 4 0 2 0
Fayette "FORDS VOTING CENTER FORDS MT." 0 28 73 1 0 1 0 1 0
Fayette "GEORGES CREEK VT. CNT. PEA RDG" 0 55 80 2 0 0 0 0 0
Fayette "SUGAR CREEK EXP STA NEAR WNFLD" 0 36 53 0 0 2 0 0 0
Fayette "ABSENTEE VOTERS" 0 76 155 0 2 2 0 1 0
Franklin UNION 0 109 239 0 3 2 1 2 0
Franklin "RUSSELLVILLE HIGH SCHOOL" 0 349 554 1 6 8 0 0 0
Franklin "COLLEGE AVENUE ELEMENTARY" 0 303 261 0 4 2 0 0 0
Franklin COURTHOUSE 0 241 231 0 3 4 1 0 2
Franklin "CHUCKIE MULLINS CENTER" 0 342 70 3 0 1 0 0 0
Franklin "RUSSELLVILLE ELECTRIC WRHS" 0 336 318 3 10 4 0 0 0
Franklin FRANKFORT 0 56 83 0 0 2 0 0 0
Franklin "PLEASANT SITE" 0 57 81 1 0 0 0 0 0
Franklin "RED BAY #1" 0 231 327 0 5 4 0 0 1
Franklin "RED BAY #2" 0 319 502 0 3 3 0 1 0
Franklin VINA 0 149 244 1 1 3 0 0 0
Franklin BELGREEN 0 223 299 0 4 2 0 0 1
Franklin HODGES 0 97 131 0 2 2 0 0 1
Franklin "PHIL CAMPBELL" 0 408 455 0 8 5 2 1 1
Franklin ROCKWOOD 0 170 212 1 3 8 0 0 0
Franklin "MT. STAR HILLS" 0 118 162 0 1 7 0 0 0
Franklin "ST. CROSS ROAD" 0 62 118 2 2 1 0 0 0
Franklin THARPTOWN 0 150 208 1 4 7 0 0 0
Franklin HALLTOWN 0 113 295 0 1 4 0 0 0
Franklin LAWLERS 0 136 215 1 3 1 1 0 0
Franklin WACO 0 120 129 0 2 1 0 0 0
Franklin JONESBORO 0 132 173 2 2 5 0 0 1
Franklin "SPRUCE PINE" 0 166 296 1 1 4 0 0 0
Franklin "TRAPPTOWN-E. FRANKLIN JR. HIGH" 0 182 294 0 2 2 0 1 0
Franklin NEWBURG 0 85 50 0 1 2 0 0 0
Franklin "ABSENTEE VOTERS" 0 139 172 0 1 1 0 0 0
Geneva MALVERN 0 123 505 1 6 3 1 2 0
Geneva "HUGHES VOTING HOUSE" 0 39 173 0 3 0 0 0 0
Geneva "FADETTE VOTING HOUSE" 0 80 352 2 5 1 0 0 0
Geneva "SLOCOMB COMMUNITY ROOM" 0 358 644 5 8 3 0 0 1
Geneva "TATE SCHOOL" 0 35 114 0 0 1 0 0 1
Geneva "DUNDEE VOTING HOUSE" 0 49 220 4 1 4 0 5 0
Geneva "HURRICANE VOTING HOUSE" 0 22 78 0 4 1 0 0 0
Geneva "SARDIS VOTING HOUSE" 0 27 90 0 0 0 0 0 0
Geneva "HARTFORD NATIONAL GUARD ARMORY" 0 265 653 1 2 5 0 1 0
Geneva "ST. PAUL VOTING HOUSE" 0 32 117 2 3 0 0 0 0
Geneva BLACK 0 39 148 3 3 3 0 2 0
Geneva "KELLY CROSS ROADS" 0 16 82 0 3 0 0 0 0
Geneva "BELLWOOD VOTING HOUSE" 0 81 102 1 6 0 0 1 0
Geneva "CHANCELLOR VOTING HOUSE" 0 81 225 2 2 1 0 0 1
Geneva "GENEVA COUNTY COURTHOUSE" 0 153 343 2 5 2 0 0 0
Geneva "FARM CENTER" 0 60 189 1 4 2 0 0 0
Geneva "GENEVA ARMORY" 0 89 233 1 1 1 0 0 0
Geneva "GENEVA COMMUNITY CENTER" 0 112 250 2 1 5 1 0 0
Geneva "GENEVA CITY HALL" 0 129 81 0 3 1 0 0 0
Geneva "COFFEE SPRINGS" 0 105 202 2 3 1 0 0 0
Geneva LYTLE 0 60 142 2 3 0 0 0 0
Geneva "PINEY GROVE" 0 50 112 3 1 1 0 2 0
Geneva "SAMSON AMERICAN LEGION HALL" 0 265 297 1 3 1 0 0 0
Geneva "SAMSON COMMUNITY CENTER" 0 119 327 0 9 4 0 2 0
Geneva GILMORE 0 31 116 1 1 1 0 0 0
Geneva LOWERY 0 36 83 0 1 0 0 0 0
Geneva "REVELS GROCERY" 0 49 85 1 0 0 0 0 0
Geneva HACODA 0 23 54 0 1 0 0 0 0
Geneva "FLAT CREEK" 0 45 103 0 6 2 0 0 0
Geneva "DEVCO VOTING HOUSE" 0 110 270 0 6 3 0 0 0
Geneva "ABSENTEE VOTERS" 0 86 198 1 3 0 0 1 0
Greene "WM. MCKINLEY BRANCH COURTHOUSE" 0 54 19 3 2 0 0 0 0
Greene "EATMAN SCHOOL" 0 68 16 0 1 1 0 0 0
Greene "MANTUE FIRE DEPARTMENT" 0 214 18 1 0 0 0 1 0
Greene "JENA CLUBHOUSE" 0 42 37 0 0 0 0 0 0
Greene "UNION CITY HALL" 0 192 58 0 0 0 0 0 0
Greene "MONTGOMERY RECREATION CENTER" 0 122 21 0 1 0 0 1 0
Greene "LAW LIBRARY" 0 174 38 0 2 0 0 0 0
Greene "EUTAW PRE-SCHOOL" 0 148 101 0 3 2 0 0 0
Greene "NATIONAL GUARD ARMORY" 0 163 235 1 8 0 0 0 1
Greene "SOUTH FORK REST." 0 96 18 0 0 0 0 1 0
Greene "FORKLAND CITY HALL" 0 545 88 2 2 0 1 0 0
Greene "DOLLARHIDE RECREATION CENTER" 0 57 7 0 0 0 0 0 0
Greene "CARVER SCHOOL" 0 120 14 0 0 0 0 0 0
Greene "EUTAW ACTIVITY CENTER" 0 258 8 0 0 0 0 0 0
Greene "MORROW BROWN RECREATION CENTER" 0 243 2 0 0 0 1 0 0
Greene "TISHABEE RECREATION CENTER" 0 203 5 0 0 0 0 0 0
Greene "BOLIGEE CITY HALL" 0 303 72 1 3 0 0 1 0
Greene "MT. HEBRON PRE-SCHOOL" 0 207 6 0 0 0 0 0 0
Greene "CLINTON RECREATION CENTER" 0 79 6 0 2 0 0 0 0
Greene "WEST GREENE FIRE STATION" 0 57 40 0 0 0 0 0 0
Greene "ABSENTEE VOTERS" 0 159 41 0 0 0 0 0 0
Hale Havana 0 78 65 0 0 0 0 0 0
Hale "Akron-City Hall" 0 233 168 1 2 1 0 0 0
Hale Bucksnort 0 59 68 0 2 0 0 1 0
Hale "Greensboro-Arm. #1" 0 1377 798 0 13 12 2 1 1
Hale "Arm. #2" 0 183 84 0 1 2 0 0 0
Hale "Newbern-Old Bk. Bldg." 0 186 109 2 4 1 0 1 0
Hale "Sawyerville-Hd. Start" 0 468 94 0 0 0 0 1 0
Hale Cedarville 0 147 77 1 4 0 0 0 0
Hale "Gallion Vol. Fire" 0 107 122 2 0 0 0 0 0
Hale Laneville 0 184 36 0 0 1 0 0 0
Hale "Mt. Herman" 0 85 134 0 0 1 0 0 0
Hale Valley 0 47 136 1 2 0 0 0 0
Hale "Moundville-City Hall" 0 425 600 4 7 2 2 0 0
Hale "Phipps Wk. Ctr." 0 11 33 0 0 2 0 0 0
Hale Stewart 0 98 141 1 4 2 0 0 0
Hale Absentee 0 964 319 5 4 1 1 0 0
Henry "HEADLAND ARMORY #1" 0 244 833 4 13 2 0 1 0
Henry "HEADLAND ARMORY #2" 0 349 423 4 8 2 1 0 2
Henry TUMBLETON 0 29 207 1 0 1 0 0 0
Henry "HEBRON COMMUNITY" 0 16 82 0 0 0 0 0 0
Henry "BROWNS CROSSROADS" 0 23 43 0 0 0 0 0 0
Henry "WILLIAMS COMMUNITY" 0 21 101 0 2 0 0 0 0
Henry HALEBURG 0 52 102 0 2 0 0 0 0
Henry "UNION VT. HOUSE" 0 56 156 2 0 1 0 0 0
Henry "CAPPS POST OFFICE" 0 124 107 0 0 0 0 0 0
Henry "ESPY FARMS" 0 66 117 0 1 0 0 0 0
Henry NEWVILLE 0 238 200 3 5 1 1 0 1
Henry "BLANKENSHIP STORE" 0 30 72 0 0 0 0 0 0
Henry "EDWIN CLUBHOUSE" 0 88 89 0 0 2 0 1 0
Henry "ABBEVILLE ARMORY #1" 0 327 504 0 4 4 1 0 1
Henry "ABBEVILLE ARMORY #2" 0 350 199 1 4 2 1 1 0
Henry SHORTERVILLE 0 136 84 1 0 0 0 0 0
Henry "WILLS CROSS ROADS" 0 60 117 0 2 0 0 0 0
Henry "JUDSON COMMUNITY" 0 234 329 1 5 1 0 0 0
Henry LAWRENCEVILLE 0 118 103 0 1 1 0 0 0
Henry "ABSENTEE VOTERS" 0 221 186 1 1 1 0 1 0
Houston "WICKSBURG VOLUNTEER FIRE" 0 94 627 5 6 3 0 1 1
Houston "BAY SPRINGS VOLUNTEER FIRE" 0 112 387 0 4 2 0 0 0
Houston "JOHNSON HOMES #1" 0 1474 107 1 3 5 0 0 0
Houston "JOHNSON HOMES #2" 0 0 0 0 0 0 0 0 0
Houston "LINCOLN REC CENTER" 0 276 91 1 1 0 0 0 0
Houston "FARM CENTER #1" 0 126 321 1 4 3 0 0 0
Houston "FARM CENTER #2" 0 392 817 0 9 5 0 0 0
Houston "WIREGRASS PARK #1" 0 583 962 7 8 6 0 4 1
Houston "WIREGRASS PARK #2" 0 198 543 1 6 4 0 0 0
Houston "DOUG TEW COMMUNITY CENTER #1" 0 287 898 4 14 5 0 0 2
Houston "DOUG TEW COMMUNITY CENTER #2" 0 471 1203 8 18 8 0 1 1
Houston "DOUG TEW COMMUNITY CENTER #3" 0 0 0 0 0 0 0 0 0
Houston "WATER AND ELECTRIC COMPLEX #1" 0 325 1719 4 18 4 0 0 0
Houston "WATER AND ELECTRIC COMPLEX #2" 0 273 1360 7 13 1 1 1 2
Houston "LIBRARY #1" 0 696 832 4 15 5 0 0 1
Houston "LIBRARY #2" 0 247 424 2 9 3 0 1 0
Houston "WESTGATE PARK #1" 0 146 954 2 3 1 1 0 0
Houston "WESTGATE PARK #2" 0 242 1217 5 14 3 0 0 0
Houston "WESTGATE PARK #3" 0 321 1529 6 34 5 1 0 1
Houston "VAUGHN - BLUMBERG CENTER" 0 353 515 2 7 2 0 0 0
