DIST COUNTY AREA TOTAL DEM REP IND OTH
5 MILWAUKEE "City of WAUWATOSA Ward 17" 2680 726 614 0 0
5 MILWAUKEE "City of WAUWATOSA Ward 18" 2226 712 401 0 0
5 MILWAUKEE "City of WAUWATOSA Ward 19" 2568 797 487 0 0
5 MILWAUKEE "City of WAUWATOSA Ward 20" 3388 944 747 0 3
5 MILWAUKEE "City of WAUWATOSA Ward 21" 2280 644 495 0 1
5 MILWAUKEE "City of WAUWATOSA Ward 22" 2702 827 524 0 0
5 MILWAUKEE "City of WAUWATOSA Ward 23" 2378 646 539 0 4
5 MILWAUKEE "City of WAUWATOSA Ward 24" 2034 651 366 0 0
5 MILWAUKEE "City of WEST ALLIS Ward 1" 1700 523 326 0 1
5 MILWAUKEE "City of WEST ALLIS Ward 2" 2382 807 384 0 0
5 MILWAUKEE "City of WEST ALLIS Ward 3" 1604 509 291 0 2
5 MILWAUKEE "City of WEST ALLIS Ward 4" 2384 691 498 0 3
5 MILWAUKEE "City of WEST ALLIS Ward 5" 1932 565 400 0 1
5 MILWAUKEE "City of WEST ALLIS Ward 6" 1780 479 411 0 0
5 MILWAUKEE "City of WEST ALLIS Ward 7" 2294 649 497 0 1
5 MILWAUKEE "City of WEST ALLIS Ward 8" 1798 539 359 0 1
5 MILWAUKEE "City of WEST ALLIS Ward 9" 2524 715 543 0 4
5 MILWAUKEE "City of WEST ALLIS Ward 10" 2154 648 427 0 2
5 MILWAUKEE "City of WEST ALLIS Ward 11" 2748 673 699 0 2
5 MILWAUKEE "City of WEST ALLIS Ward 12" 2452 556 670 0 0
5 MILWAUKEE "City of WEST ALLIS Ward 13" 3336 809 858 0 1
5 MILWAUKEE "City of WEST ALLIS Ward 14" 1766 507 375 0 1
5 MILWAUKEE "City of WEST ALLIS Ward 15" 1896 502 446 0 0
5 MILWAUKEE "City of WEST ALLIS Ward 16" 1942 479 490 0 2
5 MILWAUKEE "City of WEST ALLIS Ward 17" 2620 664 646 0 0
5 MILWAUKEE "City of WEST ALLIS Ward 18" 3048 728 794 0 2
5 MILWAUKEE "City of WEST ALLIS Ward 19" 2750 698 676 0 1
5 MILWAUKEE "City of WEST ALLIS Ward 20" 1988 548 446 0 0
5 MILWAUKEE "City of WEST ALLIS Ward 21" 2472 662 571 0 3
5 MILWAUKEE "City of WEST ALLIS Ward 22" 1930 538 427 0 0
5 MILWAUKEE "City of WEST ALLIS Ward 23" 2802 661 739 0 1
5 MILWAUKEE "City of WEST ALLIS Ward 24" 1798 528 371 0 0
5 MILWAUKEE "City of WEST ALLIS Ward 25" 2672 634 701 0 1
5 WALWORTH "Town of WHITEWATER Ward 3" 106 22 31 0 0
5 WALWORTH "City of WHITEWATER Wards 1-2" 2680 744 595 0 1
5 WALWORTH "City of WHITEWATER Wards 3-4" 1682 507 332 0 2
5 WALWORTH "City of WHITEWATER Wards 5-6" 2624 765 543 0 4
5 WALWORTH "City of WHITEWATER Ward 7" 490 137 108 0 0
5 WALWORTH "City of WHITEWATER Wards 8,13" 256 90 37 0 1
5 WALWORTH "City of WHITEWATER Ward 9" 556 173 104 0 1
5 WASHINGTON "Town of ADDISON Wards 1-6" 4506 449 1804 0 0
5 WASHINGTON "Town of BARTON Wards 1-4" 3902 475 1476 0 0
5 WASHINGTON "Town of ERIN Wards 1-4" 5580 664 2126 0 0
5 WASHINGTON "Town of FARMINGTON Wards 1-5" 4962 491 1990 0 0
5 WASHINGTON "Town of GERMANTOWN Ward 1" 356 57 121 0 0
5 WASHINGTON "Town of HARTFORD Wards 1-5" 4800 511 1889 0 0
5 WASHINGTON "Town of JACKSON Wards 1-6" 6360 659 2521 0 0
5 WASHINGTON "Town of KEWASKUM Wards 1-2" 1570 148 637 0 0
5 WASHINGTON "Town of POLK Wards 1-6" 5666 610 2223 0 0
5 WASHINGTON "Town of TRENTON Wards 1-2,8" 1522 182 579 0 0
5 WASHINGTON "Town of TRENTON Wards 3-7" 5050 564 1961 0 0
5 WASHINGTON "Town of WAYNE Wards 1-3" 2954 259 1218 0 0
5 WASHINGTON "Town of WEST BEND Wards 1-8" 6674 853 2484 0 0
5 WASHINGTON "Village of GERMANTOWN Wards 1,8,10-11" 6844 1159 2263 0 0
5 WASHINGTON "Village of GERMANTOWN Wards 2,5-7" 6688 1284 2060 0 0
5 WASHINGTON "Village of GERMANTOWN Wards 3-4,9,16-17" 6516 1157 2101 0 0
5 WASHINGTON "Village of GERMANTOWN Wards 12-15" 7078 1193 2346 0 0
5 WASHINGTON "Village of JACKSON Wards 1-9" 8854 1230 3197 0 0
5 WASHINGTON "Village of JACKSON Wards 10-13" 2 0 1 0 0
5 WASHINGTON "Village of KEWASKUM Wards 1-5,7" 5082 644 1897 0 0
5 WASHINGTON "Village of NEWBURG Wards 1-2" 1320 146 514 0 0
5 WASHINGTON "Village of RICHFIELD Wards 1-2" 4018 479 1530 0 0
5 WASHINGTON "Village of RICHFIELD Wards 3,10" 1418 206 503 0 0
5 WASHINGTON "Village of RICHFIELD Ward 4" 2058 220 809 0 0
5 WASHINGTON "Village of RICHFIELD Wards 5-6" 4764 577 1805 0 0
5 WASHINGTON "Village of RICHFIELD Wards 7-9" 4898 705 1744 0 0
5 WASHINGTON "Village of SLINGER Wards 1-8" 7128 938 2626 0 0
5 WASHINGTON "Village of SLINGER Ward 9" 0 0 0 0 0
5 WASHINGTON "City of HARTFORD Wards 1-2" 2538 376 893 0 0
5 WASHINGTON "City of HARTFORD Wards 3-5,31-32,34" 3172 514 1072 0 0
5 WASHINGTON "City of HARTFORD Wards 6,9-10,15-17,20,23-25,28,33,35-36" 4686 723 1620 0 0
5 WASHINGTON "City of HARTFORD Wards 7-8" 732 106 260 0 0
5 WASHINGTON "City of HARTFORD Wards 11-14,21-22,26-27,29-30" 6414 1086 2121 0 0
5 WASHINGTON "CITY OF MILWAUKEE Ward 318" 0 0 0 0 0
5 WASHINGTON "City of WEST BEND Wards 1-3" 4102 661 1390 0 0
5 WASHINGTON "City of WEST BEND Wards 4-6" 4666 932 1401 0 0
5 WASHINGTON "City of WEST BEND Wards 7-8" 5248 872 1752 0 0
5 WASHINGTON "City of WEST BEND Wards 9-10,32,36" 4286 756 1387 0 0
5 WASHINGTON "City of WEST BEND Wards 11-14,28" 4302 756 1395 0 0
5 WASHINGTON "City of WEST BEND Wards 15-19" 4348 736 1438 0 0
5 WASHINGTON "City of WEST BEND Wards 20-22" 4064 653 1379 0 0
5 WASHINGTON "City of WEST BEND Wards 23-24,26,33" 4626 810 1503 0 0
5 WASHINGTON "City of WEST BEND Wards 25,27" 6 0 3 0 0
5 WASHINGTON "City of WEST BEND Ward 29" 0 0 0 0 0
5 WASHINGTON "City of WEST BEND Wards 30-31,34-35" 0 0 0 0 0
5 WAUKESHA "Town of BROOKFIELD Wards 1,3-4,10" 4106 849 1201 0 3
5 WAUKESHA "Town of BROOKFIELD Wards 2,5-8" 4312 843 1313 0 0
5 WAUKESHA "Town of BROOKFIELD Ward 9" 608 127 175 0 2
5 WAUKESHA "Town of DELAFIELD Wards 1-2,5-6" 4146 613 1460 0 0
5 WAUKESHA "Town of DELAFIELD Wards 3-4" 2842 388 1033 0 0
5 WAUKESHA "Town of DELAFIELD Wards 7-8" 1982 287 704 0 0
5 WAUKESHA "Town of DELAFIELD Wards 9-11" 2872 505 930 0 1
5 WAUKESHA "Town of LISBON Wards 1,6" 4958 665 1813 0 1
5 WAUKESHA "Town of LISBON Ward 2" 2858 416 1013 0 0
5 WAUKESHA "Town of LISBON Ward 3" 1536 204 563 0 1
5 WAUKESHA "Town of LISBON Wards 4-5" 4990 700 1794 0 1
5 WAUKESHA "Town of MERTON Wards 1-3,7-9" 7966 1017 2965 0 1
5 WAUKESHA "Town of MERTON Wards 4-6,10-11" 3990 565 1430 0 0
5 WAUKESHA "Town of OCONOMOWOC Wards 1-2,4" 4660 649 1681 0 0
5 WAUKESHA "Town of OCONOMOWOC Wards 3,6-7" 3668 568 1265 0 1
5 WAUKESHA "Town of OCONOMOWOC Wards 5,8-9" 4052 554 1469 0 3
5 WAUKESHA "Town of OCONOMOWOC Ward 10" 42 9 12 0 0
5 WAUKESHA "Village of BUTLER Wards 1-3" 2000 408 590 0 2
5 WAUKESHA "Village of CHENEQUA Wards 1-3" 796 104 294 0 0
5 WAUKESHA "Village of DOUSMAN Ward 4" 6 0 3 0 0
5 WAUKESHA "Village of DOUSMAN Ward 5" 6 0 3 0 0
5 WAUKESHA "Village of ELM GROVE Wards 1-4" 4744 980 1391 0 1
5 WAUKESHA "Village of ELM GROVE Wards 5-8" 4210 921 1181 0 3
5 WAUKESHA "Village of HARTLAND Wards 1-15" 11748 2145 3727 0 2
5 WAUKESHA "Village of LAC LA BELLE Ward 1" 490 77 168 0 0
5 WAUKESHA "Village of LANNON Wards 1-2" 1708 293 561 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 1" 2922 568 893 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 2" 1774 371 516 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 3" 2428 475 739 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 4" 1254 272 354 0 1
5 WAUKESHA "Village of MENOMONEE FALLS Ward 5" 1842 379 541 0 1
5 WAUKESHA "Village of MENOMONEE FALLS Ward 6" 2514 540 713 0 4
5 WAUKESHA "Village of MENOMONEE FALLS Ward 7" 1002 179 322 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 8" 2018 439 568 0 2
5 WAUKESHA "Village of MENOMONEE FALLS Ward 9" 1878 416 522 0 1
5 WAUKESHA "Village of MENOMONEE FALLS Ward 10" 1742 328 542 0 1
5 WAUKESHA "Village of MENOMONEE FALLS Ward 11" 1694 391 456 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 12" 1342 324 347 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 13" 2548 498 775 0 1
5 WAUKESHA "Village of MENOMONEE FALLS Ward 14" 2784 598 792 0 2
5 WAUKESHA "Village of MENOMONEE FALLS Ward 15" 2664 507 825 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 16" 1434 262 455 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 17" 2846 611 811 0 1
5 WAUKESHA "Village of MENOMONEE FALLS Ward 18" 2546 569 704 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 19" 2682 542 799 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 20" 2658 566 761 0 2
5 WAUKESHA "Village of MENOMONEE FALLS Ward 21" 2738 558 809 0 2
5 WAUKESHA "Village of MENOMONEE FALLS Ward 22" 1962 388 593 0 0
5 WAUKESHA "Village of MENOMONEE FALLS Ward 23" 2554 451 824 0 2
5 WAUKESHA "Village of MERTON Wards 1-4" 4256 534 1593 0 1
5 WAUKESHA "Village of MERTON Wards 5-6" 180 17 73 0 0
5 WAUKESHA "Village of NASHOTAH Wards 1-3" 1920 302 658 0 0
5 WAUKESHA "Village of OCONOMOWOC LAKE Ward 1" 876 99 339 0 0
5 WAUKESHA "Village of PEWAUKEE Wards 1-5" 5716 1090 1767 0 1
5 WAUKESHA "Village of PEWAUKEE Wards 6-10" 4328 819 1343 0 2
5 WAUKESHA "Village of SUMMIT Wards 1,6" 2136 279 789 0 0
5 WAUKESHA "Village of SUMMIT Wards 2-5" 4866 844 1589 0 0
5 WAUKESHA "Village of SUSSEX Wards 1,7" 3490 663 1082 0 0
5 WAUKESHA "Village of SUSSEX Wards 2,8" 2882 489 952 0 0
5 WAUKESHA "Village of SUSSEX Wards 3,5" 3554 589 1188 0 0
5 WAUKESHA "Village of SUSSEX Wards 4,6" 3990 755 1239 0 1
5 WAUKESHA "Village of SUSSEX Wards 9-12" 220 32 78 0 0
5 WAUKESHA "Village of WAUKESHA Wards 1,8" 1882 352 589 0 0
5 WAUKESHA "Village of WAUKESHA Ward 12" 10 1 4 0 0
5 WAUKESHA "City of BROOKFIELD Ward 1" 2530 533 730 0 2
5 WAUKESHA "City of BROOKFIELD Ward 2" 2710 577 777 0 1
5 WAUKESHA "City of BROOKFIELD Ward 3" 2794 556 839 0 2
5 WAUKESHA "City of BROOKFIELD Ward 4" 1526 299 464 0 0
5 WAUKESHA "City of BROOKFIELD Ward 5" 2846 570 853 0 0
5 WAUKESHA "City of BROOKFIELD Ward 6" 1594 305 492 0 0
5 WAUKESHA "City of BROOKFIELD Ward 7" 1912 431 525 0 0
5 WAUKESHA "City of BROOKFIELD Ward 8" 2874 651 786 0 0
5 WAUKESHA "City of BROOKFIELD Ward 9" 2204 456 645 0 1
5 WAUKESHA "City of BROOKFIELD Ward 10" 2650 574 750 0 1
5 WAUKESHA "City of BROOKFIELD Ward 11" 2404 597 605 0 0
5 WAUKESHA "City of BROOKFIELD Ward 12" 2640 535 782 0 3
5 WAUKESHA "City of BROOKFIELD Ward 13" 2520 513 747 0 0
5 WAUKESHA "City of BROOKFIELD Ward 14" 1954 368 609 0 0
5 WAUKESHA "City of BROOKFIELD Ward 15" 2138 419 650 0 0
5 WAUKESHA "City of BROOKFIELD Ward 16" 984 173 319 0 0
5 WAUKESHA "City of BROOKFIELD Ward 17" 2466 516 716 0 1
5 WAUKESHA "City of BROOKFIELD Ward 18" 1974 388 599 0 0
5 WAUKESHA "City of BROOKFIELD Ward 19" 1686 364 478 0 1
5 WAUKESHA "City of BROOKFIELD Ward 20" 2522 525 734 0 2
5 WAUKESHA "City of BROOKFIELD Ward 21" 2088 502 540 0 2
5 WAUKESHA "City of BROOKFIELD Ward 22" 2640 594 725 0 1
5 WAUKESHA "City of BROOKFIELD Ward 23" 2248 534 590 0 0
5 WAUKESHA "City of BROOKFIELD Ward 24" 2674 598 739 0 0
5 WAUKESHA "City of BROOKFIELD Ward 25" 0 0 0 0 0
5 WAUKESHA "City of DELAFIELD Wards 1-14" 9850 1746 3172 0 7
5 WAUKESHA "City of NEW BERLIN Ward 1" 2638 545 772 0 2
5 WAUKESHA "City of NEW BERLIN Ward 2" 1918 380 578 0 1
5 WAUKESHA "City of NEW BERLIN Ward 3" 2662 535 794 0 2
5 WAUKESHA "City of NEW BERLIN Ward 4" 2268 484 647 0 3
5 WAUKESHA "City of NEW BERLIN Ward 5" 3526 751 1010 0 2
5 WAUKESHA "City of NEW BERLIN Ward 6" 996 263 235 0 0
5 WAUKESHA "City of NEW BERLIN Ward 7" 240 41 79 0 0
5 WAUKESHA "City of NEW BERLIN Ward 8" 3394 663 1029 0 5
5 WAUKESHA "City of NEW BERLIN Ward 9" 2940 613 857 0 0
5 WAUKESHA "City of NEW BERLIN Ward 10" 566 93 190 0 0
5 WAUKESHA "City of NEW BERLIN Ward 11" 1348 204 470 0 0
5 WAUKESHA "City of NEW BERLIN Ward 12" 360 56 123 0 1
5 WAUKESHA "City of NEW BERLIN Ward 13" 424 77 135 0 0
5 WAUKESHA "City of NEW BERLIN Ward 14" 16 2 6 0 0
5 WAUKESHA "City of NEW BERLIN Ward 17" 390 80 115 0 0
5 WAUKESHA "City of NEW BERLIN Ward 18" 4258 837 1290 0 2
5 WAUKESHA "City of NEW BERLIN Ward 20" 762 133 248 0 0
5 WAUKESHA "City of NEW BERLIN Ward 22" 2606 607 695 0 1
5 WAUKESHA "City of NEW BERLIN Ward 23" 1836 351 567 0 0
5 WAUKESHA "City of NEW BERLIN Ward 24" 3406 686 1016 0 1
5 WAUKESHA "City of NEW BERLIN Ward 25" 1690 259 585 0 1
5 WAUKESHA "City of NEW BERLIN Ward 26" 2882 400 1040 0 1
5 WAUKESHA "City of NEW BERLIN Ward 27" 3552 671 1105 0 0
5 WAUKESHA "City of OCONOMOWOC Wards 1-3,13-15" 7496 1452 2292 0 4
5 WAUKESHA "City of OCONOMOWOC Wards 4-6" 5236 940 1675 0 3
5 WAUKESHA "City of OCONOMOWOC Wards 7-9,16" 5100 926 1623 0 1
5 WAUKESHA "City of OCONOMOWOC Wards 10-12" 5084 902 1637 0 3
5 WAUKESHA "City of PEWAUKEE Wards 1-4" 7850 1223 2700 0 2
5 WAUKESHA "City of PEWAUKEE Wards 5-7" 6488 1114 2125 0 5
5 WAUKESHA "City of PEWAUKEE Wards 8-10" 6492 1151 2092 0 3
5 WAUKESHA "City of WAUKESHA Ward 1" 2364 572 610 0 0
5 WAUKESHA "City of WAUKESHA Ward 2" 2388 543 650 0 1
5 WAUKESHA "City of WAUKESHA Ward 3" 794 164 233 0 0
5 WAUKESHA "City of WAUKESHA Ward 4" 1108 241 313 0 0
5 WAUKESHA "City of WAUKESHA Ward 5" 2032 554 461 0 1
5 WAUKESHA "City of WAUKESHA Ward 6" 2046 489 534 0 0
5 WAUKESHA "City of WAUKESHA Ward 7" 1456 306 421 0 1
5 WAUKESHA "City of WAUKESHA Ward 8" 462 117 114 0 0
5 WAUKESHA "City of WAUKESHA Ward 9" 2862 583 846 0 2
5 WAUKESHA "City of WAUKESHA Ward 10" 1244 264 358 0 0
5 WAUKESHA "City of WAUKESHA Ward 11" 1038 215 304 0 0
5 WAUKESHA "City of WAUKESHA Ward 12" 3496 766 982 0 0
5 WAUKESHA "City of WAUKESHA Ward 13" 2094 416 631 0 0
5 WAUKESHA "City of WAUKESHA Ward 14" 2030 473 541 0 1
5 WAUKESHA "City of WAUKESHA Ward 15" 1330 328 337 0 0
5 WAUKESHA "City of WAUKESHA Ward 16" 1386 335 358 0 0
5 WAUKESHA "City of WAUKESHA Ward 17" 3506 728 1025 0 0
5 WAUKESHA "City of WAUKESHA Ward 18" 1596 419 379 0 0
5 WAUKESHA "City of WAUKESHA Ward 19" 2630 614 700 0 1
5 WAUKESHA "City of WAUKESHA Ward 20" 3132 648 918 0 0
5 WAUKESHA "City of WAUKESHA Ward 21" 2458 524 705 0 0
5 WAUKESHA "City of WAUKESHA Ward 22" 2016 458 550 0 0
5 WAUKESHA "City of WAUKESHA Ward 23" 1896 428 519 0 1
5 WAUKESHA "City of WAUKESHA Ward 24" 1414 366 340 0 1
5 WAUKESHA "City of WAUKESHA Ward 25" 1228 310 303 0 1
5 WAUKESHA "City of WAUKESHA Ward 26" 912 250 204 0 2
5 WAUKESHA "City of WAUKESHA Ward 27" 170 51 34 0 0
5 WAUKESHA "City of WAUKESHA Ward 28" 922 243 217 0 1
5 WAUKESHA "City of WAUKESHA Ward 29" 870 231 203 0 1
5 WAUKESHA "City of WAUKESHA Ward 30" 3368 722 960 0 2
5 WAUKESHA "City of WAUKESHA Ward 31" 3560 685 1093 0 2
5 WAUKESHA "City of WAUKESHA Ward 32" 2736 598 768 0 2
5 WAUKESHA "City of WAUKESHA Ward 33" 2418 506 702 0 1
5 WAUKESHA "City of WAUKESHA Ward 34" 614 129 177 0 1
5 WAUKESHA "City of WAUKESHA Ward 35" 3090 630 914 0 1
5 WAUKESHA "City of WAUKESHA Ward 36" 4790 876 1517 0 2
5 WAUKESHA "City of WAUKESHA Ward 37" 1778 387 501 0 1
5 WAUKESHA "City of WAUKESHA Ward 38" 3020 707 802 0 1
5 WAUKESHA "City of WAUKESHA Ward 46" 4 1 1 0 0
5 WAUKESHA "City of WAUKESHA Ward 47" 0 0 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 50" 6 3 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 51" 0 0 0 0 0
5 WAUKESHA "City of WAUKESHA Ward 52" 0 0 0 0 0
6 COLUMBIA "Town of ARLINGTON Ward 1" 1046 231 292 0 0
6 COLUMBIA "Town of CALEDONIA Wards 1-2" 1992 515 481 0 0
6 COLUMBIA "Town of COLUMBUS Ward 1" 790 144 251 0 0
6 COLUMBIA "Town of COURTLAND Ward 1" 580 79 209 0 2
6 COLUMBIA "Town of DEKORRA Wards 1-3" 3308 783 870 0 1
6 COLUMBIA "Town of FORT WINNEBAGO Ward 1" 1112 205 351 0 0
6 COLUMBIA "Town of FOUNTAIN PRAIRIE Wards 1-2" 1078 232 306 0 1
6 COLUMBIA "Town of HAMPDEN Ward 1" 736 164 203 0 1
6 COLUMBIA "Town of LEEDS Wards 1-2" 998 224 275 0 0
6 COLUMBIA "Town of LEWISTON Wards 1-2" 1464 313 418 0 1
6 COLUMBIA "Town of LODI Wards 1-5" 4458 1063 1164 0 2
6 COLUMBIA "Town of LOWVILLE Wards 1-2" 1344 286 386 0 0
6 COLUMBIA "Town of MARCELLON Wards 1-2" 1130 217 348 0 0
6 COLUMBIA "Town of NEWPORT Ward 1" 836 164 253 0 1
6 COLUMBIA "Town of OTSEGO Ward 1" 832 180 235 0 1
6 COLUMBIA "Town of PACIFIC Wards 1-4" 3646 805 1017 0 1
6 COLUMBIA "Town of RANDOLPH Ward 1" 910 87 368 0 0
6 COLUMBIA "Town of SCOTT Ward 1" 802 145 255 0 1
6 COLUMBIA "Town of SPRINGVALE Wards 1-2" 658 135 194 0 0
6 COLUMBIA "Town of WEST POINT Wards 1-3" 2898 748 700 0 1
6 COLUMBIA "Town of WYOCENA Wards 1-2" 2114 482 574 0 1
6 COLUMBIA "Village of ARLINGTON Ward 1" 1034 227 290 0 0
6 COLUMBIA "Village of CAMBRIA Ward 1" 792 200 196 0 0
6 COLUMBIA "Village of DOYLESTOWN Ward 1" 306 63 90 0 0
6 COLUMBIA "Village of FALL RIVER Wards 1-2" 1876 431 506 0 1
6 COLUMBIA "Village of FRIESLAND Ward 1" 344 47 125 0 0
6 COLUMBIA "Village of PARDEEVILLE Wards 1-3" 2134 487 580 0 0
6 COLUMBIA "Village of POYNETTE Wards 1-4" 2758 720 656 0 3
6 COLUMBIA "VILLAGE OF RANDOLPH Ward 3" 518 87 172 0 0
6 COLUMBIA "Village of RIO Wards 1-2" 1220 322 288 0 0
6 COLUMBIA "Village of WYOCENA Ward 1" 716 169 188 0 1
6 COLUMBIA "City of COLUMBUS Wards 1-8" 6092 1683 1362 0 1
6 COLUMBIA "City of COLUMBUS Ward 10" 0 0 0 0 0
6 COLUMBIA "City of LODI Wards 1-6" 3882 1166 774 0 1
6 COLUMBIA "City of PORTAGE Wards 1,9-10" 2960 775 704 0 1
6 COLUMBIA "City of PORTAGE Wards 2-3,5" 2770 824 560 0 1
6 COLUMBIA "City of PORTAGE Wards 4,6-8" 3156 860 717 0 1
6 COLUMBIA "City of PORTAGE Ward 11" 0 0 0 0 0
6 COLUMBIA "City of WISCONSIN DELLS Wards 1-3,6" 2374 574 613 0 0
6 COLUMBIA "City of WISCONSIN DELLS Wards 11-12" 0 0 0 0 0
6 DODGE "Town of BEAVER DAM Wards 1-4,7-11" 2590 563 732 0 0
6 DODGE "Town of BURNETT Wards 1-2" 1102 145 406 0 0
6 DODGE "Town of CHESTER Wards 1-2" 770 103 282 0 0
6 DODGE "Town of FOX LAKE Wards 1-4" 1548 216 558 0 0
6 DODGE "Town of HUBBARD Wards 5-6" 0 0 0 0 0
6 DODGE "Town of LEROY Wards 1-2" 1206 118 485 0 0
6 DODGE "Town of LOMIRA Wards 1-2" 1380 121 569 0 0
6 DODGE "Town of OAK GROVE Wards 3-5" 0 0 0 0 0
6 DODGE "Town of THERESA Wards 1,3-7" 492 43 203 0 0
6 DODGE "Town of TRENTON Wards 1-2" 1512 209 547 0 0
6 DODGE "Town of WESTFORD Wards 1-2" 1658 334 495 0 0
6 DODGE "Village of BROWNSVILLE Ward 1" 774 96 291 0 0
6 DODGE "Village of KEKOSKEE Wards 1-3" 1184 133 459 0 0
6 DODGE "Village of LOMIRA Wards 1-3" 2728 382 982 0 0
6 DODGE "Village of RANDOLPH Wards 1-2" 1294 228 419 0 0
6 DODGE "Village of THERESA Wards 1-3" 1546 189 584 0 0
6 DODGE "City of BEAVER DAM Wards 1,3,5" 3270 824 811 0 0
6 DODGE "City of BEAVER DAM Wards 2,6" 2400 565 635 0 0
6 DODGE "City of BEAVER DAM Wards 4,8,10,14" 3856 971 957 0 0
6 DODGE "City of BEAVER DAM Wards 7,12-13" 3388 843 851 0 0
6 DODGE "City of BEAVER DAM Wards 9,11" 2966 752 731 0 0
6 DODGE "CITY OF COLUMBUS Ward 9" 0 0 0 0 0
6 DODGE "City of FOX LAKE Wards 1-3" 1558 280 499 0 0
6 DODGE "City of HORICON Wards 1-6" 3974 723 1264 0 0
6 DODGE "City of MAYVILLE Wards 1-8" 5718 964 1895 0 0
6 DODGE "City of WAUPUN Wards 1-8" 4800 899 1501 0 0
6 DODGE "City of WAUPUN Wards 13-14" 54 8 19 0 0
6 "FOND DU LAC" "Town of ALTO Wards 1-2" 1324 100 562 0 0
6 "FOND DU LAC" "Town of ASHFORD Wards 1-3" 2278 233 906 0 0
6 "FOND DU LAC" "Town of AUBURN Wards 1-3" 3344 299 1373 0 0
6 "FOND DU LAC" "Town of BYRON Wards 1-2" 2178 266 823 0 0
6 "FOND DU LAC" "Town of CALUMET Ward 1" 1084 163 379 0 0
6 "FOND DU LAC" "Town of CALUMET Ward 2" 744 86 286 0 0
6 "FOND DU LAC" "Town of EDEN Wards 1-2" 1350 142 533 0 0
6 "FOND DU LAC" "Town of ELDORADO Wards 1-3" 1736 217 651 0 0
6 "FOND DU LAC" "Town of EMPIRE Wards 1-4" 3856 635 1293 0 0
6 "FOND DU LAC" "Town of FOND DU LAC Ward 1A" 0 0 0 0 0
6 "FOND DU LAC" "Town of FOND DU LAC Wards 1,2-8" 4656 842 1486 0 0
6 "FOND DU LAC" "Town of FOREST Wards 1-2" 1346 132 541 0 0
6 "FOND DU LAC" "Town of FRIENDSHIP Wards 1-3" 2952 468 1008 0 0
6 "FOND DU LAC" "Town of LAMARTINE Wards 1-2" 2262 307 824 0 0
6 "FOND DU LAC" "Town of MARSHFIELD Wards 1-2" 1424 166 546 0 0
6 "FOND DU LAC" "Town of METOMEN Wards 1-2" 902 94 357 0 0
6 "FOND DU LAC" "Town of OAKFIELD Wards 1-2" 852 102 324 0 0
6 "FOND DU LAC" "Town of OSCEOLA Wards 1-2" 2426 250 963 0 0
6 "FOND DU LAC" "Town of RIPON Wards 1-2" 1740 295 575 0 0
6 "FOND DU LAC" "Town of ROSENDALE Ward 1" 886 122 321 0 0
6 "FOND DU LAC" "Town of SPRINGVALE Ward 1" 874 107 330 0 0
6 "FOND DU LAC" "Town of TAYCHEEDAH Wards 1-5" 6292 953 2193 0 0
6 "FOND DU LAC" "Town of WAUPUN Wards 1-2" 1808 229 675 0 0
6 "FOND DU LAC" "Village of BRANDON Ward 1" 974 132 355 0 0
6 "FOND DU LAC" "Village of CAMPBELLSPORT Wards 1-4" 2154 280 797 0 0
6 "FOND DU LAC" "Village of EDEN Ward 1" 920 106 354 0 0
6 "FOND DU LAC" "Village of FAIRWATER Ward 1" 360 44 136 0 0
6 "FOND DU LAC" "VILLAGE OF KEWASKUM Ward 6" 0 0 0 0 0
6 "FOND DU LAC" "Village of MOUNT CALVARY Ward 1" 620 89 221 0 0
6 "FOND DU LAC" "Village of NORTH FOND DU LAC Wards 1-7" 5070 1124 1411 0 0
6 "FOND DU LAC" "Village of OAKFIELD Wards 1-2" 1308 194 460 0 0
6 "FOND DU LAC" "Village of ROSENDALE Wards 1-2" 1238 175 444 0 0
6 "FOND DU LAC" "Village of ST. CLOUD Ward 1" 646 79 244 0 0
6 "FOND DU LAC" "City of FOND DU LAC Ward 1" 1554 355 422 0 0
6 "FOND DU LAC" "City of FOND DU LAC Ward 2" 1290 325 320 0 0
6 "FOND DU LAC" "City of FOND DU LAC Ward 3" 2172 500 586 0 0
6 "FOND DU LAC" "City of FOND DU LAC Ward 4" 1558 380 399 0 0
6 "FOND DU LAC" "City of FOND DU LAC Ward 5" 2724 679 683 0 0
6 "FOND DU LAC" "City of FOND DU LAC Ward 6" 1972 438 548 0 0
6 "FOND DU LAC" "City of FOND DU LAC Ward 7" 1492 328 418 0 0
