COUNTY AREA TOTAL DEM REP CON LIB WGR IND1 IND2 IND3 IND4 IND5 IND6 IND7 IND8 IND9 IND10 IND11 SCATTERING
MILWAUKEE "CITY OF MILWAUKEE Ward 88" 682 442 187 3 25 9 1 0 0 4 3 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 89" 918 603 253 2 36 10 0 1 0 1 0 0 0 0 0 0 0 12
MILWAUKEE "CITY OF MILWAUKEE Ward 90" 923 654 215 3 19 17 1 0 0 0 0 0 0 0 0 0 0 14
MILWAUKEE "CITY OF MILWAUKEE Ward 91" 1262 1113 112 3 17 6 1 0 0 1 0 0 0 0 0 0 0 9
MILWAUKEE "CITY OF MILWAUKEE Ward 92" 1241 933 238 3 34 11 0 0 0 3 0 0 0 0 0 0 0 19
MILWAUKEE "CITY OF MILWAUKEE Ward 93" 605 399 168 1 21 7 0 1 0 8 0 0 0 0 0 0 0 0
MILWAUKEE "CITY OF MILWAUKEE Ward 94" 434 409 23 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 95" 560 522 31 0 1 4 0 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 96" 956 823 104 2 15 6 0 0 0 0 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 97" 863 661 168 2 15 4 0 0 0 0 0 0 0 0 0 0 0 13
MILWAUKEE "CITY OF MILWAUKEE Ward 98" 597 561 24 2 3 3 1 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 99" 1093 990 78 3 6 6 0 0 0 1 0 0 0 0 0 0 0 9
MILWAUKEE "CITY OF MILWAUKEE Ward 100" 707 671 25 2 5 2 0 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 101" 990 944 24 0 7 11 0 1 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 102" 1084 1025 36 1 4 6 0 0 0 3 0 0 0 0 0 0 0 9
MILWAUKEE "CITY OF MILWAUKEE Ward 103" 1299 1209 64 2 4 8 2 0 0 4 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 104" 1182 1138 26 1 2 8 2 0 0 2 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 105" 478 469 3 0 3 1 0 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 106" 440 429 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 107" 710 691 7 0 4 4 0 0 0 2 0 0 0 0 0 0 1 1
MILWAUKEE "CITY OF MILWAUKEE Ward 108" 668 649 13 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "CITY OF MILWAUKEE Ward 109" 741 728 8 1 0 1 2 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 110" 429 417 3 0 1 2 0 2 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 111" 544 525 6 0 5 6 0 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 112" 664 641 13 0 2 4 1 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 113" 570 556 10 1 0 0 1 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 114" 515 500 7 0 4 0 1 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 115" 884 863 13 0 2 3 0 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 116" 457 438 10 0 1 2 1 0 0 0 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 117" 594 581 5 0 3 3 0 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 118" 635 610 16 1 3 2 1 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 119" 633 609 14 0 2 4 1 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 120" 588 567 11 1 5 3 0 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 121" 691 671 10 0 1 4 2 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 122" 767 717 29 1 8 10 1 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 123" 907 804 54 0 14 28 2 0 0 0 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 124" 567 471 56 1 21 9 0 0 0 3 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 125" 1135 923 129 4 28 34 2 1 0 4 0 0 0 0 0 0 0 10
MILWAUKEE "CITY OF MILWAUKEE Ward 126" 837 732 55 0 24 13 0 1 0 2 1 0 0 0 0 0 0 9
MILWAUKEE "CITY OF MILWAUKEE Ward 127" 1278 904 245 3 63 38 0 2 0 4 0 0 0 0 0 0 0 19
MILWAUKEE "CITY OF MILWAUKEE Ward 128" 1541 1052 337 2 88 41 2 0 0 2 0 0 0 0 0 0 0 17
MILWAUKEE "CITY OF MILWAUKEE Ward 129" 963 706 180 1 46 13 1 0 0 4 1 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 130" 1304 863 325 7 64 29 0 5 0 2 0 0 0 0 0 0 0 9
MILWAUKEE "CITY OF MILWAUKEE Ward 131" 1084 743 252 3 45 11 0 1 0 5 0 0 0 0 0 0 0 24
MILWAUKEE "CITY OF MILWAUKEE Ward 132" 1557 1133 355 3 35 13 0 0 0 6 0 0 0 0 0 0 0 12
MILWAUKEE "CITY OF MILWAUKEE Ward 133" 893 680 132 0 43 25 2 2 0 1 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 134" 933 680 148 3 64 18 1 0 0 2 0 0 0 0 1 0 0 16
MILWAUKEE "CITY OF MILWAUKEE Ward 135" 1040 775 159 2 55 28 1 1 0 5 2 0 0 0 0 0 0 12
MILWAUKEE "CITY OF MILWAUKEE Ward 136" 1022 768 154 3 58 26 2 0 0 0 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 137" 696 565 85 2 23 12 1 0 0 3 0 0 0 0 0 0 1 4
MILWAUKEE "CITY OF MILWAUKEE Ward 138" 1867 1582 126 4 47 76 8 0 0 2 0 0 0 0 0 0 0 22
MILWAUKEE "CITY OF MILWAUKEE Ward 139" 1305 1134 77 4 29 45 3 1 0 1 0 0 0 0 0 0 1 10
MILWAUKEE "CITY OF MILWAUKEE Ward 140" 469 436 23 0 3 1 0 1 0 0 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 141" 572 529 20 4 5 12 0 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 142" 566 538 12 1 5 3 0 0 0 2 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 143" 548 531 8 0 2 1 1 0 0 0 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 144" 417 405 9 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 145" 251 244 2 0 0 2 1 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 146" 247 242 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 147" 883 857 14 0 3 4 0 0 0 0 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 148" 662 635 15 3 2 3 1 1 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 149" 757 734 10 1 1 7 0 1 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 150" 610 569 20 2 3 7 1 0 0 0 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 151" 443 430 6 1 4 0 0 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 152" 386 367 12 2 3 1 1 0 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "CITY OF MILWAUKEE Ward 153" 661 602 33 0 5 14 1 0 0 0 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 154" 590 567 17 0 1 1 1 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 155" 487 460 11 0 2 4 2 0 0 0 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 156" 701 659 17 0 10 5 2 0 0 1 0 0 0 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 157" 530 473 35 2 7 8 0 0 0 0 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 158" 473 436 18 1 8 5 0 0 0 1 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 159" 482 441 23 0 9 3 1 0 0 0 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 160" 618 601 9 0 0 3 2 0 0 1 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 161" 214 204 6 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "CITY OF MILWAUKEE Ward 162" 372 355 8 0 3 2 0 0 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 163" 658 617 24 0 6 7 0 0 0 1 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 164" 815 702 94 1 10 4 1 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 165" 706 563 111 2 14 7 0 0 0 3 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 166" 327 263 43 3 5 6 0 0 0 2 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 167" 795 598 141 4 29 12 0 1 0 3 0 0 0 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 168" 1419 1062 261 4 53 18 1 0 0 9 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 169" 482 443 24 0 2 6 0 2 0 0 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 170" 393 374 11 0 4 0 2 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 171" 153 141 6 1 2 1 0 1 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 172" 474 445 21 1 2 1 0 1 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 173" 617 588 18 0 0 1 0 1 0 0 0 0 0 0 0 0 0 9
MILWAUKEE "CITY OF MILWAUKEE Ward 174" 824 781 26 1 3 4 1 0 0 0 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 175" 566 509 41 2 10 4 0 0 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "CITY OF MILWAUKEE Ward 176" 738 710 20 0 5 0 1 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 177" 1807 1330 324 4 97 26 1 2 0 1 0 0 0 0 0 0 0 22
MILWAUKEE "CITY OF MILWAUKEE Ward 178" 1296 919 244 2 93 19 3 1 0 4 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 179" 1579 1183 240 4 93 32 1 1 0 0 0 0 0 0 0 0 0 25
MILWAUKEE "CITY OF MILWAUKEE Ward 180" 1126 846 192 2 54 10 1 1 0 7 0 0 0 0 0 0 0 13
MILWAUKEE "CITY OF MILWAUKEE Ward 181" 1494 1069 320 1 62 14 1 0 0 7 0 0 0 0 0 0 0 20
MILWAUKEE "CITY OF MILWAUKEE Ward 182" 1466 1046 276 1 86 31 0 2 0 4 0 0 0 0 0 0 1 19
MILWAUKEE "CITY OF MILWAUKEE Ward 183" 1936 1343 419 5 106 36 1 3 0 3 0 0 2 0 0 0 0 18
MILWAUKEE "CITY OF MILWAUKEE Ward 184" 1447 953 361 7 84 22 1 2 0 2 0 0 0 0 0 0 0 15
MILWAUKEE "CITY OF MILWAUKEE Ward 185" 1964 1328 462 8 108 23 1 0 0 11 0 0 0 0 0 0 1 22
MILWAUKEE "CITY OF MILWAUKEE Ward 186" 2001 1267 554 4 120 15 0 2 0 4 0 0 0 0 0 0 0 35
MILWAUKEE "CITY OF MILWAUKEE Ward 187" 536 374 115 2 31 8 1 0 0 1 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 188" 462 300 120 0 28 6 0 0 0 1 0 0 0 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 189" 617 484 95 1 20 5 0 0 0 0 0 0 0 0 0 0 0 12
MILWAUKEE "CITY OF MILWAUKEE Ward 190" 1369 866 355 8 96 13 2 3 0 0 3 0 0 0 0 0 0 23
MILWAUKEE "CITY OF MILWAUKEE Ward 191" 1004 633 299 4 49 10 0 0 0 0 2 0 0 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 192" 997 665 253 5 48 5 0 0 0 6 2 0 1 0 0 0 0 12
MILWAUKEE "CITY OF MILWAUKEE Ward 193" 621 564 30 2 4 13 2 0 0 0 0 0 0 0 0 0 1 5
MILWAUKEE "CITY OF MILWAUKEE Ward 194" 547 464 51 1 20 8 0 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 195" 469 419 35 0 4 9 1 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 196" 820 718 61 1 18 13 2 1 0 2 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 197" 323 290 24 0 4 3 0 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 198" 791 704 65 3 6 5 0 0 0 0 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 199" 577 534 24 0 7 6 1 0 0 2 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 200" 374 329 26 0 8 6 0 0 0 0 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 201" 371 330 29 2 2 4 0 0 0 0 0 0 1 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 202" 735 570 114 1 23 15 1 0 0 0 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 203" 955 678 213 0 35 18 1 0 0 2 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 204" 810 557 184 5 33 18 0 0 0 3 0 0 0 0 0 0 0 10
MILWAUKEE "CITY OF MILWAUKEE Ward 205" 753 503 194 2 25 13 3 0 0 4 0 0 0 0 0 0 0 9
MILWAUKEE "CITY OF MILWAUKEE Ward 206" 603 400 159 1 28 5 0 1 0 3 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 207" 717 377 264 4 43 17 0 0 0 0 0 0 0 0 0 0 0 12
MILWAUKEE "CITY OF MILWAUKEE Ward 208" 787 440 285 2 38 15 0 0 0 0 0 0 0 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 209" 718 354 287 4 48 13 0 0 0 6 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 210" 781 337 361 3 50 9 0 0 0 4 0 0 0 0 0 0 0 17
MILWAUKEE "CITY OF MILWAUKEE Ward 211" 684 348 271 3 36 11 0 1 0 5 0 0 0 0 0 0 0 9
MILWAUKEE "CITY OF MILWAUKEE Ward 212" 815 415 330 3 47 9 0 0 0 0 2 0 0 0 0 0 0 9
MILWAUKEE "CITY OF MILWAUKEE Ward 213" 876 502 306 2 39 12 0 1 0 0 0 0 0 0 0 0 0 14
MILWAUKEE "CITY OF MILWAUKEE Ward 214" 405 297 87 1 10 6 2 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 215" 336 271 48 1 7 3 3 1 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 216" 303 232 57 1 4 6 0 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 217" 627 486 116 2 12 10 0 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 218" 722 561 127 0 14 14 0 1 0 1 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 219" 504 399 91 0 5 5 0 1 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 220" 549 420 88 4 17 9 0 3 0 0 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 221" 919 717 154 6 23 10 0 2 0 2 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 222" 599 502 79 1 6 4 0 0 0 1 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 223" 640 505 108 3 12 8 0 1 0 1 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 224" 512 415 80 1 6 7 0 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 225" 487 403 74 0 5 4 0 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 226" 270 226 33 1 4 2 0 0 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 227" 779 665 79 2 13 11 1 0 0 0 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 228" 397 358 30 0 6 2 1 0 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "CITY OF MILWAUKEE Ward 229" 371 321 39 2 5 2 0 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 230" 652 567 64 1 8 5 1 2 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 231" 349 295 45 1 4 1 0 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 232" 230 201 20 0 2 3 1 1 0 1 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 233" 222 195 21 0 4 1 0 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 234" 404 318 62 0 13 5 0 0 0 1 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 235" 1337 942 288 0 66 24 1 1 0 3 0 0 0 0 0 0 1 11
MILWAUKEE "CITY OF MILWAUKEE Ward 236" 461 383 55 1 14 5 1 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 237" 574 504 48 0 2 9 0 3 0 0 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 238" 511 429 64 0 7 6 1 0 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 239" 434 354 61 0 5 3 1 0 0 0 0 0 0 0 0 0 0 10
MILWAUKEE "CITY OF MILWAUKEE Ward 240" 505 433 53 0 7 9 1 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 241" 902 646 168 1 49 28 0 0 0 2 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 242" 821 606 147 8 24 22 0 0 0 5 0 0 0 0 0 0 0 9
MILWAUKEE "CITY OF MILWAUKEE Ward 243" 1027 716 242 2 35 21 0 0 0 5 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 244" 806 593 162 1 22 18 0 0 0 1 0 0 0 0 0 0 0 9
MILWAUKEE "CITY OF MILWAUKEE Ward 245" 710 515 146 1 30 14 0 0 0 1 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 246" 1213 914 218 1 47 17 1 1 0 0 0 0 0 0 0 0 0 14
MILWAUKEE "CITY OF MILWAUKEE Ward 247" 609 423 141 2 24 7 0 0 0 0 1 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 248" 1230 934 187 3 55 34 1 1 0 0 1 0 0 0 0 0 0 14
MILWAUKEE "CITY OF MILWAUKEE Ward 249" 399 301 74 1 15 8 0 0 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "CITY OF MILWAUKEE Ward 250" 350 270 52 1 10 12 0 1 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 251" 214 170 36 2 2 3 0 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 252" 467 350 90 2 11 11 0 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 253" 233 174 53 0 4 1 0 0 0 0 0 0 0 0 0 0 0 1
MILWAUKEE "CITY OF MILWAUKEE Ward 254" 202 166 32 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 255" 279 227 46 0 2 1 0 0 0 0 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 256" 314 266 35 1 5 4 0 1 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 257" 679 558 96 4 9 7 0 1 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 258" 722 530 152 1 22 7 0 1 0 1 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 259" 474 349 92 1 16 12 0 1 0 0 1 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 260" 367 241 96 4 15 5 0 1 0 0 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 261" 496 280 186 1 13 8 0 1 0 2 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 262" 1031 561 398 0 34 16 1 0 0 7 0 0 0 0 0 0 0 14
MILWAUKEE "CITY OF MILWAUKEE Ward 263" 540 334 174 2 17 8 0 1 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 264" 1141 634 438 5 42 7 0 0 0 2 0 0 0 0 0 0 0 13
MILWAUKEE "CITY OF MILWAUKEE Ward 265" 598 325 234 0 21 10 1 0 0 0 0 0 0 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 266" 665 278 337 4 30 8 0 0 0 2 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 267" 597 318 245 1 23 3 1 0 0 0 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 268" 1306 658 563 2 56 14 1 1 0 0 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 269" 824 416 344 6 33 10 1 2 0 2 1 0 0 0 0 0 0 9
MILWAUKEE "CITY OF MILWAUKEE Ward 270" 771 365 360 5 26 8 1 0 0 2 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 271" 1365 679 599 3 53 15 0 1 0 5 0 0 1 0 0 0 0 9
MILWAUKEE "CITY OF MILWAUKEE Ward 272" 995 455 487 1 43 5 0 0 0 1 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 273" 579 265 277 0 28 5 0 0 0 2 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 274" 558 255 275 2 19 2 2 0 0 1 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 275" 1234 638 510 6 41 16 1 1 0 5 0 0 0 0 0 0 0 16
MILWAUKEE "CITY OF MILWAUKEE Ward 276" 1257 583 591 9 41 11 2 0 0 5 0 0 0 0 0 0 0 15
MILWAUKEE "CITY OF MILWAUKEE Ward 277" 1206 621 521 2 43 3 1 2 0 5 0 0 0 0 0 0 0 8
MILWAUKEE "CITY OF MILWAUKEE Ward 278" 731 356 328 1 33 7 0 0 0 1 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 279" 991 477 447 2 39 9 1 2 0 3 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 280" 1552 1003 472 5 30 15 0 1 0 4 0 0 0 0 0 0 0 22
MILWAUKEE "CITY OF MILWAUKEE Ward 281" 737 456 239 2 19 14 1 1 0 1 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 282" 361 269 75 1 8 6 0 0 0 0 0 0 0 0 0 0 0 2
MILWAUKEE "CITY OF MILWAUKEE Ward 283" 678 427 210 4 23 8 0 0 0 0 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 284" 703 518 158 1 13 7 0 1 0 2 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 285" 168 117 42 0 5 4 0 0 0 0 0 0 0 0 0 0 0 0
MILWAUKEE "CITY OF MILWAUKEE Ward 286" 471 310 133 2 15 4 0 0 0 0 0 0 0 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 287" 459 286 141 2 21 5 0 0 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 288" 1066 642 361 3 37 12 0 0 0 0 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 289" 616 405 178 0 21 5 0 0 0 0 0 0 0 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 290" 514 369 115 0 16 10 0 0 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 291" 542 376 130 3 17 7 0 2 0 1 0 0 0 0 0 0 0 6
MILWAUKEE "CITY OF MILWAUKEE Ward 292" 602 375 179 2 28 13 0 0 0 0 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 293" 747 437 258 2 24 15 0 0 0 1 0 0 0 0 0 0 0 10
MILWAUKEE "CITY OF MILWAUKEE Ward 294" 586 341 205 3 21 9 0 0 0 2 0 0 0 0 0 0 0 5
MILWAUKEE "CITY OF MILWAUKEE Ward 295" 699 444 195 3 26 15 1 0 6 6 0 0 0 0 0 0 0 3
MILWAUKEE "CITY OF MILWAUKEE Ward 296" 907 551 284 1 33 21 1 1 0 4 0 0 0 0 0 0 0 11
MILWAUKEE "CITY OF MILWAUKEE Ward 297" 833 590 187 2 24 16 1 0 0 3 0 0 0 0 0 0 0 10
MILWAUKEE "CITY OF MILWAUKEE Ward 298" 690 475 161 0 31 16 3 0 0 0 0 0 0 0 0 0 0 4
MILWAUKEE "CITY OF MILWAUKEE Ward 299" 841 529 236 5 44 14 0 1 0 4 0 0 1 0 0 0 0 7
MILWAUKEE "CITY OF MILWAUKEE Ward 300" 1161 842 250 1 39 15 0 0 0 2 0 0 0 0 0 0 0 12
